ShortMessage,LongMessage,Class/SourceLine/Message,Class/SourceLine/_classname,Class/SourceLine/_sourcefile,Class/SourceLine/_sourcepath,Class/SourceLine/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/_classname,Method/SourceLine/_sourcefile,Method/SourceLine/_sourcepath,Method/SourceLine/_relSourcepath,Method/SourceLine/_synthetic,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/Message,SourceLine/_classname,SourceLine/_sourcefile,SourceLine/_sourcepath,SourceLine/_relSourcepath,SourceLine/_synthetic,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,Method/SourceLine/_start,Method/SourceLine/_end,Method/SourceLine/_startBytecode,Method/SourceLine/_endBytecode,SourceLine/_start,SourceLine/_end,SourceLine/_startBytecode,SourceLine/_endBytecode
Found JAX-RS REST endpoint,"org.apache.cloudstack.engine.rest.service.api.PodRestService.org.apache.cloudstack.engine.rest.service.api.PodRestService.create(String, String) is a REST Web Service endpoint",In PodRestService.java,org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,In class org.apache.cloudstack.engine.rest.service.api.PodRestService,org.apache.cloudstack.engine.rest.service.api.PodRestService,true,org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,true,"In method org.apache.cloudstack.engine.rest.service.api.PodRestService.create(String, String)",org.apache.cloudstack.engine.rest.service.api.PodRestService,create,(Ljava/lang/String;Ljava/lang/String;)Lorg/apache/cloudstack/engine/datacenter/entity/api/PodEntity;,false,true,At PodRestService.java:[line 70],org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,fbc8ea2680ae8aee95cfa41207e492a9,0,0,70,70,0,63,70,70,0,63
Found JAX-RS REST endpoint,org.apache.cloudstack.engine.rest.service.api.PodRestService.org.apache.cloudstack.engine.rest.service.api.PodRestService.deactivate(String) is a REST Web Service endpoint,In PodRestService.java,org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,In class org.apache.cloudstack.engine.rest.service.api.PodRestService,org.apache.cloudstack.engine.rest.service.api.PodRestService,true,org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,true,In method org.apache.cloudstack.engine.rest.service.api.PodRestService.deactivate(String),org.apache.cloudstack.engine.rest.service.api.PodRestService,deactivate,(Ljava/lang/String;)Ljava/lang/String;,false,true,At PodRestService.java:[line 58],org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,bf392dc89844b192984a2a03408f903c,0,0,58,58,0,53,58,58,0,53
Found JAX-RS REST endpoint,org.apache.cloudstack.engine.rest.service.api.PodRestService.org.apache.cloudstack.engine.rest.service.api.PodRestService.disable(String) is a REST Web Service endpoint,In PodRestService.java,org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,In class org.apache.cloudstack.engine.rest.service.api.PodRestService,org.apache.cloudstack.engine.rest.service.api.PodRestService,true,org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,true,In method org.apache.cloudstack.engine.rest.service.api.PodRestService.disable(String),org.apache.cloudstack.engine.rest.service.api.PodRestService,disable,(Ljava/lang/String;)Ljava/lang/String;,false,true,At PodRestService.java:[line 52],org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,49012e36af4fb77f8adb8aa45776d960,0,0,52,52,0,53,52,52,0,53
Found JAX-RS REST endpoint,org.apache.cloudstack.engine.rest.service.api.PodRestService.org.apache.cloudstack.engine.rest.service.api.PodRestService.enable(String) is a REST Web Service endpoint,In PodRestService.java,org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,In class org.apache.cloudstack.engine.rest.service.api.PodRestService,org.apache.cloudstack.engine.rest.service.api.PodRestService,true,org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,true,In method org.apache.cloudstack.engine.rest.service.api.PodRestService.enable(String),org.apache.cloudstack.engine.rest.service.api.PodRestService,enable,(Ljava/lang/String;)Ljava/lang/String;,false,true,At PodRestService.java:[line 46],org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,f9524a8a61be4e06815ff73c90b285c1,0,0,46,46,0,53,46,46,0,53
Found JAX-RS REST endpoint,org.apache.cloudstack.engine.rest.service.api.PodRestService.org.apache.cloudstack.engine.rest.service.api.PodRestService.getPod(String) is a REST Web Service endpoint,In PodRestService.java,org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,In class org.apache.cloudstack.engine.rest.service.api.PodRestService,org.apache.cloudstack.engine.rest.service.api.PodRestService,true,org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,true,In method org.apache.cloudstack.engine.rest.service.api.PodRestService.getPod(String),org.apache.cloudstack.engine.rest.service.api.PodRestService,getPod,(Ljava/lang/String;)Lorg/apache/cloudstack/engine/datacenter/entity/api/PodEntity;,false,true,At PodRestService.java:[line 40],org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,51d494b4e1e9f96d501f00bfd3f4446b,0,0,40,40,0,53,40,40,0,53
Found JAX-RS REST endpoint,org.apache.cloudstack.engine.rest.service.api.PodRestService.org.apache.cloudstack.engine.rest.service.api.PodRestService.reactivate(String) is a REST Web Service endpoint,In PodRestService.java,org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,In class org.apache.cloudstack.engine.rest.service.api.PodRestService,org.apache.cloudstack.engine.rest.service.api.PodRestService,true,org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,true,In method org.apache.cloudstack.engine.rest.service.api.PodRestService.reactivate(String),org.apache.cloudstack.engine.rest.service.api.PodRestService,reactivate,(Ljava/lang/String;)Ljava/lang/String;,false,true,At PodRestService.java:[line 64],org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,4d7c66111420bffe05053117d6782366,0,0,64,64,0,53,64,64,0,53
Found JAX-RS REST endpoint,"org.apache.cloudstack.engine.rest.service.api.PodRestService.org.apache.cloudstack.engine.rest.service.api.PodRestService.update(String, String) is a REST Web Service endpoint",In PodRestService.java,org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,In class org.apache.cloudstack.engine.rest.service.api.PodRestService,org.apache.cloudstack.engine.rest.service.api.PodRestService,true,org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,true,"In method org.apache.cloudstack.engine.rest.service.api.PodRestService.update(String, String)",org.apache.cloudstack.engine.rest.service.api.PodRestService,update,(Ljava/lang/String;Ljava/lang/String;)Lorg/apache/cloudstack/engine/datacenter/entity/api/PodEntity;,false,true,At PodRestService.java:[line 76],org.apache.cloudstack.engine.rest.service.api.PodRestService,PodRestService.java,org/apache/cloudstack/engine/rest/service/api/PodRestService.java,java/org/apache/cloudstack/engine/rest/service/api/PodRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,c80514513a8edddbe4ed38f33c8c5a18,0,0,76,76,0,63,76,76,0,63
Found JAX-RS REST endpoint,"org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService.org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService.create(String, String, String) is a REST Web Service endpoint",In VirtualMachineRestService.java,org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService,VirtualMachineRestService.java,org/apache/cloudstack/engine/rest/service/api/VirtualMachineRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VirtualMachineRestService.java,In class org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService,org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService,true,org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService,VirtualMachineRestService.java,org/apache/cloudstack/engine/rest/service/api/VirtualMachineRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VirtualMachineRestService.java,true,"In method org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService.create(String, String, String)",org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService,create,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lorg/apache/cloudstack/engine/cloud/entity/api/VirtualMachineEntity;,false,true,At VirtualMachineRestService.java:[line 44],org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService,VirtualMachineRestService.java,org/apache/cloudstack/engine/rest/service/api/VirtualMachineRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VirtualMachineRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,38e3a77c821cee6fdea2eb6dce211628,0,0,44,44,0,73,44,44,0,73
Found JAX-RS REST endpoint,org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService.org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService.get(String) is a REST Web Service endpoint,In VirtualMachineRestService.java,org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService,VirtualMachineRestService.java,org/apache/cloudstack/engine/rest/service/api/VirtualMachineRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VirtualMachineRestService.java,In class org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService,org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService,true,org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService,VirtualMachineRestService.java,org/apache/cloudstack/engine/rest/service/api/VirtualMachineRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VirtualMachineRestService.java,true,In method org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService.get(String),org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService,get,(Ljava/lang/String;)Lorg/apache/cloudstack/engine/cloud/entity/api/VirtualMachineEntity;,false,true,At VirtualMachineRestService.java:[line 38],org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService,VirtualMachineRestService.java,org/apache/cloudstack/engine/rest/service/api/VirtualMachineRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VirtualMachineRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,8d993093a49980d7e35e8dee25190655,0,0,38,38,0,53,38,38,0,53
Found JAX-RS REST endpoint,org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService.org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService.listAll() is a REST Web Service endpoint,In VirtualMachineRestService.java,org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService,VirtualMachineRestService.java,org/apache/cloudstack/engine/rest/service/api/VirtualMachineRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VirtualMachineRestService.java,In class org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService,org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService,true,org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService,VirtualMachineRestService.java,org/apache/cloudstack/engine/rest/service/api/VirtualMachineRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VirtualMachineRestService.java,true,In method org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService.listAll(),org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService,listAll,()Ljava/util/List;,false,true,At VirtualMachineRestService.java:[line 50],org.apache.cloudstack.engine.rest.service.api.VirtualMachineRestService,VirtualMachineRestService.java,org/apache/cloudstack/engine/rest/service/api/VirtualMachineRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VirtualMachineRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,23cbd6ff79eba551275972c9790bf40e,0,0,50,50,0,43,50,50,0,43
Found JAX-RS REST endpoint,"org.apache.cloudstack.engine.rest.service.api.VolumeRestService.org.apache.cloudstack.engine.rest.service.api.VolumeRestService.attachTo(String, String, short) is a REST Web Service endpoint",In VolumeRestService.java,org.apache.cloudstack.engine.rest.service.api.VolumeRestService,VolumeRestService.java,org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,In class org.apache.cloudstack.engine.rest.service.api.VolumeRestService,org.apache.cloudstack.engine.rest.service.api.VolumeRestService,true,org.apache.cloudstack.engine.rest.service.api.VolumeRestService,VolumeRestService.java,org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,true,"In method org.apache.cloudstack.engine.rest.service.api.VolumeRestService.attachTo(String, String, short)",org.apache.cloudstack.engine.rest.service.api.VolumeRestService,attachTo,(Ljava/lang/String;Ljava/lang/String;S)Ljava/lang/String;,false,true,At VolumeRestService.java:[line 58],org.apache.cloudstack.engine.rest.service.api.VolumeRestService,VolumeRestService.java,org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,7128e968a2226c33e4140010e6be5b67,0,0,58,58,0,73,58,58,0,73
Found JAX-RS REST endpoint,"org.apache.cloudstack.engine.rest.service.api.VolumeRestService.org.apache.cloudstack.engine.rest.service.api.VolumeRestService.create(String, String) is a REST Web Service endpoint",In VolumeRestService.java,org.apache.cloudstack.engine.rest.service.api.VolumeRestService,VolumeRestService.java,org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,In class org.apache.cloudstack.engine.rest.service.api.VolumeRestService,org.apache.cloudstack.engine.rest.service.api.VolumeRestService,true,org.apache.cloudstack.engine.rest.service.api.VolumeRestService,VolumeRestService.java,org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,true,"In method org.apache.cloudstack.engine.rest.service.api.VolumeRestService.create(String, String)",org.apache.cloudstack.engine.rest.service.api.VolumeRestService,create,(Ljava/lang/String;Ljava/lang/String;)Lorg/apache/cloudstack/engine/cloud/entity/api/VolumeEntity;,false,true,At VolumeRestService.java:[line 40],org.apache.cloudstack.engine.rest.service.api.VolumeRestService,VolumeRestService.java,org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,63aae86326bc8fb2b9eee8fe23a5d5d2,0,0,40,40,0,63,40,40,0,63
Found JAX-RS REST endpoint,org.apache.cloudstack.engine.rest.service.api.VolumeRestService.org.apache.cloudstack.engine.rest.service.api.VolumeRestService.delete(String) is a REST Web Service endpoint,In VolumeRestService.java,org.apache.cloudstack.engine.rest.service.api.VolumeRestService,VolumeRestService.java,org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,In class org.apache.cloudstack.engine.rest.service.api.VolumeRestService,org.apache.cloudstack.engine.rest.service.api.VolumeRestService,true,org.apache.cloudstack.engine.rest.service.api.VolumeRestService,VolumeRestService.java,org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,true,In method org.apache.cloudstack.engine.rest.service.api.VolumeRestService.delete(String),org.apache.cloudstack.engine.rest.service.api.VolumeRestService,delete,(Ljava/lang/String;)Ljava/lang/String;,false,true,At VolumeRestService.java:[line 64],org.apache.cloudstack.engine.rest.service.api.VolumeRestService,VolumeRestService.java,org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,13d7e8198537db5c60a4744855cfdc5e,0,0,64,64,0,53,64,64,0,53
Found JAX-RS REST endpoint,org.apache.cloudstack.engine.rest.service.api.VolumeRestService.org.apache.cloudstack.engine.rest.service.api.VolumeRestService.deploy(String) is a REST Web Service endpoint,In VolumeRestService.java,org.apache.cloudstack.engine.rest.service.api.VolumeRestService,VolumeRestService.java,org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,In class org.apache.cloudstack.engine.rest.service.api.VolumeRestService,org.apache.cloudstack.engine.rest.service.api.VolumeRestService,true,org.apache.cloudstack.engine.rest.service.api.VolumeRestService,VolumeRestService.java,org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,true,In method org.apache.cloudstack.engine.rest.service.api.VolumeRestService.deploy(String),org.apache.cloudstack.engine.rest.service.api.VolumeRestService,deploy,(Ljava/lang/String;)Ljava/lang/String;,false,true,At VolumeRestService.java:[line 46],org.apache.cloudstack.engine.rest.service.api.VolumeRestService,VolumeRestService.java,org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,6ce4238b9b3a24b34538e29008e6a426,0,0,46,46,0,53,46,46,0,53
Found JAX-RS REST endpoint,org.apache.cloudstack.engine.rest.service.api.VolumeRestService.org.apache.cloudstack.engine.rest.service.api.VolumeRestService.detach(String) is a REST Web Service endpoint,In VolumeRestService.java,org.apache.cloudstack.engine.rest.service.api.VolumeRestService,VolumeRestService.java,org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,In class org.apache.cloudstack.engine.rest.service.api.VolumeRestService,org.apache.cloudstack.engine.rest.service.api.VolumeRestService,true,org.apache.cloudstack.engine.rest.service.api.VolumeRestService,VolumeRestService.java,org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,true,In method org.apache.cloudstack.engine.rest.service.api.VolumeRestService.detach(String),org.apache.cloudstack.engine.rest.service.api.VolumeRestService,detach,(Ljava/lang/String;)Ljava/lang/String;,false,true,At VolumeRestService.java:[line 70],org.apache.cloudstack.engine.rest.service.api.VolumeRestService,VolumeRestService.java,org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,31021ee9c39c6f13c6f4ab57659b18e7,0,0,70,70,0,53,70,70,0,53
Found JAX-RS REST endpoint,org.apache.cloudstack.engine.rest.service.api.VolumeRestService.org.apache.cloudstack.engine.rest.service.api.VolumeRestService.listAll() is a REST Web Service endpoint,In VolumeRestService.java,org.apache.cloudstack.engine.rest.service.api.VolumeRestService,VolumeRestService.java,org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,In class org.apache.cloudstack.engine.rest.service.api.VolumeRestService,org.apache.cloudstack.engine.rest.service.api.VolumeRestService,true,org.apache.cloudstack.engine.rest.service.api.VolumeRestService,VolumeRestService.java,org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,true,In method org.apache.cloudstack.engine.rest.service.api.VolumeRestService.listAll(),org.apache.cloudstack.engine.rest.service.api.VolumeRestService,listAll,()Ljava/util/List;,false,true,At VolumeRestService.java:[line 52],org.apache.cloudstack.engine.rest.service.api.VolumeRestService,VolumeRestService.java,org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,java/org/apache/cloudstack/engine/rest/service/api/VolumeRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,d3a3715be42426243adcd75c3e80310a,0,0,52,52,0,43,52,52,0,43
Found JAX-RS REST endpoint,"org.apache.cloudstack.engine.rest.service.api.ZoneRestService.org.apache.cloudstack.engine.rest.service.api.ZoneRestService.createZone(String, String) is a REST Web Service endpoint",In ZoneRestService.java,org.apache.cloudstack.engine.rest.service.api.ZoneRestService,ZoneRestService.java,org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,java/org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,In class org.apache.cloudstack.engine.rest.service.api.ZoneRestService,org.apache.cloudstack.engine.rest.service.api.ZoneRestService,true,org.apache.cloudstack.engine.rest.service.api.ZoneRestService,ZoneRestService.java,org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,java/org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,true,"In method org.apache.cloudstack.engine.rest.service.api.ZoneRestService.createZone(String, String)",org.apache.cloudstack.engine.rest.service.api.ZoneRestService,createZone,(Ljava/lang/String;Ljava/lang/String;)Lorg/apache/cloudstack/engine/datacenter/entity/api/ZoneEntity;,false,true,At ZoneRestService.java:[line 81],org.apache.cloudstack.engine.rest.service.api.ZoneRestService,ZoneRestService.java,org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,java/org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,47fabffc4554dcb47261509f9ba960f6,0,0,81,81,0,63,81,81,0,63
Found JAX-RS REST endpoint,org.apache.cloudstack.engine.rest.service.api.ZoneRestService.org.apache.cloudstack.engine.rest.service.api.ZoneRestService.deactivate(String) is a REST Web Service endpoint,In ZoneRestService.java,org.apache.cloudstack.engine.rest.service.api.ZoneRestService,ZoneRestService.java,org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,java/org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,In class org.apache.cloudstack.engine.rest.service.api.ZoneRestService,org.apache.cloudstack.engine.rest.service.api.ZoneRestService,true,org.apache.cloudstack.engine.rest.service.api.ZoneRestService,ZoneRestService.java,org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,java/org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,true,In method org.apache.cloudstack.engine.rest.service.api.ZoneRestService.deactivate(String),org.apache.cloudstack.engine.rest.service.api.ZoneRestService,deactivate,(Ljava/lang/String;)Ljava/lang/String;,false,true,At ZoneRestService.java:[line 69],org.apache.cloudstack.engine.rest.service.api.ZoneRestService,ZoneRestService.java,org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,java/org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,92f15fc2c07a3b82a2fda1d6df1b3bf5,0,0,69,69,0,53,69,69,0,53
Found JAX-RS REST endpoint,org.apache.cloudstack.engine.rest.service.api.ZoneRestService.org.apache.cloudstack.engine.rest.service.api.ZoneRestService.deleteZone(String) is a REST Web Service endpoint,In ZoneRestService.java,org.apache.cloudstack.engine.rest.service.api.ZoneRestService,ZoneRestService.java,org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,java/org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,In class org.apache.cloudstack.engine.rest.service.api.ZoneRestService,org.apache.cloudstack.engine.rest.service.api.ZoneRestService,true,org.apache.cloudstack.engine.rest.service.api.ZoneRestService,ZoneRestService.java,org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,java/org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,true,In method org.apache.cloudstack.engine.rest.service.api.ZoneRestService.deleteZone(String),org.apache.cloudstack.engine.rest.service.api.ZoneRestService,deleteZone,(Ljava/lang/String;)Ljava/lang/String;,false,true,At ZoneRestService.java:[line 87],org.apache.cloudstack.engine.rest.service.api.ZoneRestService,ZoneRestService.java,org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,java/org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,b7726585b09bc57745c1cbb814b6ab3c,0,0,87,87,0,53,87,87,0,53
Found JAX-RS REST endpoint,org.apache.cloudstack.engine.rest.service.api.ZoneRestService.org.apache.cloudstack.engine.rest.service.api.ZoneRestService.disable(String) is a REST Web Service endpoint,In ZoneRestService.java,org.apache.cloudstack.engine.rest.service.api.ZoneRestService,ZoneRestService.java,org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,java/org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,In class org.apache.cloudstack.engine.rest.service.api.ZoneRestService,org.apache.cloudstack.engine.rest.service.api.ZoneRestService,true,org.apache.cloudstack.engine.rest.service.api.ZoneRestService,ZoneRestService.java,org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,java/org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,true,In method org.apache.cloudstack.engine.rest.service.api.ZoneRestService.disable(String),org.apache.cloudstack.engine.rest.service.api.ZoneRestService,disable,(Ljava/lang/String;)Ljava/lang/String;,false,true,At ZoneRestService.java:[lines 61-63],org.apache.cloudstack.engine.rest.service.api.ZoneRestService,ZoneRestService.java,org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,java/org/apache/cloudstack/engine/rest/service/api/ZoneRestService.java,true,JAXRS_ENDPOINT,3,10,SECJRS,SECURITY,48edecff544b7327454f7bb0af221575,0,0,61,63,0,89,61,63,0,89
