ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,String/Message,String/_value,String/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SnapshotServiceImpl.java,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In class org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,133,165,0,629,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,"In method org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl.createSnapshotAsyncCallback(AsyncCallbackDispatcher, SnapshotServiceImpl$CreateSnapshotContext)",org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,createSnapshotAsyncCallback,(Lorg/apache/cloudstack/framework/async/AsyncCallbackDispatcher;Lorg/apache/cloudstack/storage/snapshot/SnapshotServiceImpl$CreateSnapshotContext;)Ljava/lang/Void;,false,true,At SnapshotServiceImpl.java:[line 160],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,160,160,242,242,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,At SnapshotServiceImpl.java:[line 160],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,160,160,239,239,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,8dad477bd9171a3a6915a62261fadc58,2,2,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SnapshotServiceImpl.java,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In class org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,402,424,0,472,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In method org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl.deleteSnapshot(SnapshotInfo),org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,deleteSnapshot,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;)Z,false,true,At SnapshotServiceImpl.java:[line 419],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,419,419,145,145,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,At SnapshotServiceImpl.java:[line 419],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,419,419,142,142,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,eabf514e62fa0adfc859a1acdbc3f43d,0,1,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SnapshotServiceImpl.java,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In class org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,402,424,0,472,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In method org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl.deleteSnapshot(SnapshotInfo),org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,deleteSnapshot,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;)Z,false,true,At SnapshotServiceImpl.java:[line 421],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,421,421,179,179,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,At SnapshotServiceImpl.java:[line 421],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,421,421,176,176,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,eabf514e62fa0adfc859a1acdbc3f43d,1,1,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SnapshotServiceImpl.java,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In class org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,357,376,0,415,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,"In method org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl.deleteSnapshotCallback(AsyncCallbackDispatcher, SnapshotServiceImpl$DeleteSnapshotContext)",org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,deleteSnapshotCallback,(Lorg/apache/cloudstack/framework/async/AsyncCallbackDispatcher;Lorg/apache/cloudstack/storage/snapshot/SnapshotServiceImpl$DeleteSnapshotContext;)Ljava/lang/Void;,false,true,At SnapshotServiceImpl.java:[line 363],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,363,363,55,55,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,At SnapshotServiceImpl.java:[line 363],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,363,363,52,52,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,2b24d31f94b1c836d7b05bc65beabe4c,0,0,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SnapshotServiceImpl.java,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In class org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,572,578,0,185,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,"In method org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl.processEventOnSnapshotObject(SnapshotInfo, Snapshot$Event)",org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,processEventOnSnapshotObject,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;Lcom/cloud/storage/Snapshot$Event;)V,false,true,At SnapshotServiceImpl.java:[line 576],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,576,576,41,41,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,At SnapshotServiceImpl.java:[line 576],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,576,576,38,38,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,1247e694dc9a52149609de41f79b6676,0,0,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SnapshotServiceImpl.java,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In class org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,430,456,0,558,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In method org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl.revertSnapshot(SnapshotInfo),org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,revertSnapshot,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;)Z,false,true,At SnapshotServiceImpl.java:[line 451],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,451,451,204,204,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,At SnapshotServiceImpl.java:[line 451],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,451,451,201,201,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,a5e8c361665865f4323e8cbad5badf86,0,1,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SnapshotServiceImpl.java,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In class org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,430,456,0,558,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In method org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl.revertSnapshot(SnapshotInfo),org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,revertSnapshot,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;)Z,false,true,At SnapshotServiceImpl.java:[line 453],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,453,453,238,238,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,At SnapshotServiceImpl.java:[line 453],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,453,453,235,235,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,a5e8c361665865f4323e8cbad5badf86,1,1,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SnapshotServiceImpl.java,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In class org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,381,397,0,351,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,"In method org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl.revertSnapshotCallback(AsyncCallbackDispatcher, SnapshotServiceImpl$RevertSnapshotContext)",org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,revertSnapshotCallback,(Lorg/apache/cloudstack/framework/async/AsyncCallbackDispatcher;Lorg/apache/cloudstack/storage/snapshot/SnapshotServiceImpl$RevertSnapshotContext;)Ljava/lang/Void;,false,true,At SnapshotServiceImpl.java:[line 386],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,386,386,49,49,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,At SnapshotServiceImpl.java:[line 386],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,386,386,46,46,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b8b4f80cf4ab1ab348c875dfe72e35d1,0,0,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SnapshotServiceImpl.java,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In class org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,500,526,0,561,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,"In method org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl.syncSnapshotToRegionStore(long, DataStore)",org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,syncSnapshotToRegionStore,(JLorg/apache/cloudstack/engine/subsystem/api/storage/DataStore;)V,false,true,At SnapshotServiceImpl.java:[line 506],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,506,506,118,118,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,At SnapshotServiceImpl.java:[line 506],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,506,506,115,115,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b78faea53fd7c31edf5f3accc19e9ab3,0,0,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SnapshotServiceImpl.java,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In class org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,170,229,0,1125,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In method org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl.takeSnapshot(SnapshotInfo),org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,takeSnapshot,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;)Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotResult;,false,true,At SnapshotServiceImpl.java:[line 176],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,176,176,54,54,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,At SnapshotServiceImpl.java:[line 176],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,176,176,51,51,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,bbc864805922df1f5d96bb6a0b43d176,0,4,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SnapshotServiceImpl.java,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In class org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,170,229,0,1125,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In method org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl.takeSnapshot(SnapshotInfo),org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,takeSnapshot,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;)Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotResult;,false,true,At SnapshotServiceImpl.java:[line 183],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,183,183,105,105,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,At SnapshotServiceImpl.java:[line 183],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,183,183,102,102,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,bbc864805922df1f5d96bb6a0b43d176,1,4,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SnapshotServiceImpl.java,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In class org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,170,229,0,1125,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In method org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl.takeSnapshot(SnapshotInfo),org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,takeSnapshot,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;)Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotResult;,false,true,At SnapshotServiceImpl.java:[line 190],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,190,190,156,156,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,At SnapshotServiceImpl.java:[line 190],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,190,190,153,153,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,bbc864805922df1f5d96bb6a0b43d176,2,4,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SnapshotServiceImpl.java,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In class org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,170,229,0,1125,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In method org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl.takeSnapshot(SnapshotInfo),org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,takeSnapshot,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;)Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotResult;,false,true,At SnapshotServiceImpl.java:[line 194],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,194,194,197,197,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,At SnapshotServiceImpl.java:[line 194],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,194,194,194,194,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,bbc864805922df1f5d96bb6a0b43d176,3,4,117
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SnapshotServiceImpl.java,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In class org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,170,229,0,1125,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,In method org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl.takeSnapshot(SnapshotInfo),org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,takeSnapshot,(Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotInfo;)Lorg/apache/cloudstack/engine/subsystem/api/storage/SnapshotResult;,false,true,At SnapshotServiceImpl.java:[line 207],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,true,207,207,324,324,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,At SnapshotServiceImpl.java:[line 207],org.apache.cloudstack.storage.snapshot.SnapshotServiceImpl,207,207,319,319,SnapshotServiceImpl.java,org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,java/org/apache/cloudstack/storage/snapshot/SnapshotServiceImpl.java,,,,,,,,,,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,bbc864805922df1f5d96bb6a0b43d176,4,4,117
