ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/Message,String/_value,String/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath,SourceLine/5/Message,SourceLine/5/_classname,SourceLine/5/_start,SourceLine/5/_end,SourceLine/5/_startBytecode,SourceLine/5/_endBytecode,SourceLine/5/_sourcefile,SourceLine/5/_sourcepath,SourceLine/5/_relSourcepath,SourceLine/6/Message,SourceLine/6/_classname,SourceLine/6/_start,SourceLine/6/_end,SourceLine/6/_startBytecode,SourceLine/6/_endBytecode,SourceLine/6/_sourcefile,SourceLine/6/_sourcepath,SourceLine/6/_relSourcepath,SourceLine/7/Message,SourceLine/7/_classname,SourceLine/7/_start,SourceLine/7/_end,SourceLine/7/_startBytecode,SourceLine/7/_endBytecode,SourceLine/7/_sourcefile,SourceLine/7/_sourcepath,SourceLine/7/_relSourcepath,SourceLine/8/Message,SourceLine/8/_classname,SourceLine/8/_start,SourceLine/8/_end,SourceLine/8/_startBytecode,SourceLine/8/_endBytecode,SourceLine/8/_sourcefile,SourceLine/8/_sourcepath,SourceLine/8/_relSourcepath,SourceLine/9/Message,SourceLine/9/_classname,SourceLine/9/_start,SourceLine/9/_end,SourceLine/9/_startBytecode,SourceLine/9/_endBytecode,SourceLine/9/_sourcefile,SourceLine/9/_sourcepath,SourceLine/9/_relSourcepath,SourceLine/10/Message,SourceLine/10/_classname,SourceLine/10/_start,SourceLine/10/_end,SourceLine/10/_startBytecode,SourceLine/10/_endBytecode,SourceLine/10/_sourcefile,SourceLine/10/_sourcepath,SourceLine/10/_relSourcepath,SourceLine/11/Message,SourceLine/11/_classname,SourceLine/11/_start,SourceLine/11/_end,SourceLine/11/_startBytecode,SourceLine/11/_endBytecode,SourceLine/11/_sourcefile,SourceLine/11/_sourcepath,SourceLine/11/_relSourcepath,SourceLine/12/Message,SourceLine/12/_classname,SourceLine/12/_start,SourceLine/12/_end,SourceLine/12/_startBytecode,SourceLine/12/_endBytecode,SourceLine/12/_sourcefile,SourceLine/12/_sourcepath,SourceLine/12/_relSourcepath,SourceLine/13/Message,SourceLine/13/_classname,SourceLine/13/_start,SourceLine/13/_end,SourceLine/13/_startBytecode,SourceLine/13/_endBytecode,SourceLine/13/_sourcefile,SourceLine/13/_sourcepath,SourceLine/13/_relSourcepath,SourceLine/1/_primary
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In AgentManagerImpl.java,com.cloud.agent.manager.AgentManagerImpl,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,In class com.cloud.agent.manager.AgentManagerImpl,com.cloud.agent.manager.AgentManagerImpl,true,com.cloud.agent.manager.AgentManagerImpl,938,968,0,643,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,"In method com.cloud.agent.manager.AgentManagerImpl.easySend(Long, Command)",com.cloud.agent.manager.AgentManagerImpl,easySend,(Ljava/lang/Long;Lcom/cloud/agent/api/Command;)Lcom/cloud/agent/api/Answer;,false,true,At AgentManagerImpl.java:[line 955],com.cloud.agent.manager.AgentManagerImpl,true,955,955,215,215,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,At AgentManagerImpl.java:[line 955],com.cloud.agent.manager.AgentManagerImpl,955,955,212,212,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3be435babb9c2c587b788769fc22dd1f,2,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In AgentManagerImpl.java,com.cloud.agent.manager.AgentManagerImpl,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,In class com.cloud.agent.manager.AgentManagerImpl,com.cloud.agent.manager.AgentManagerImpl,true,com.cloud.agent.manager.AgentManagerImpl,938,968,0,643,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,"In method com.cloud.agent.manager.AgentManagerImpl.easySend(Long, Command)",com.cloud.agent.manager.AgentManagerImpl,easySend,(Ljava/lang/Long;Lcom/cloud/agent/api/Command;)Lcom/cloud/agent/api/Answer;,false,true,At AgentManagerImpl.java:[line 961],com.cloud.agent.manager.AgentManagerImpl,true,961,961,229,229,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,At AgentManagerImpl.java:[line 961],com.cloud.agent.manager.AgentManagerImpl,961,961,226,226,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d34b403427341e2cae7b5d3dafcc282f,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In AgentManagerImpl.java,com.cloud.agent.manager.AgentManagerImpl,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,In class com.cloud.agent.manager.AgentManagerImpl,com.cloud.agent.manager.AgentManagerImpl,true,com.cloud.agent.manager.AgentManagerImpl,938,968,0,643,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,"In method com.cloud.agent.manager.AgentManagerImpl.easySend(Long, Command)",com.cloud.agent.manager.AgentManagerImpl,easySend,(Ljava/lang/Long;Lcom/cloud/agent/api/Command;)Lcom/cloud/agent/api/Answer;,false,true,At AgentManagerImpl.java:[line 964],com.cloud.agent.manager.AgentManagerImpl,true,964,964,261,261,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,At AgentManagerImpl.java:[line 964],com.cloud.agent.manager.AgentManagerImpl,964,964,258,258,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d34b403427341e2cae7b5d3dafcc282f,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In AgentManagerImpl.java,com.cloud.agent.manager.AgentManagerImpl,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,In class com.cloud.agent.manager.AgentManagerImpl,com.cloud.agent.manager.AgentManagerImpl,true,com.cloud.agent.manager.AgentManagerImpl,1033,1053,0,295,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,"In method com.cloud.agent.manager.AgentManagerImpl.executeUserRequest(long, Status$Event)",com.cloud.agent.manager.AgentManagerImpl,executeUserRequest,(JLcom/cloud/host/Status$Event;)Z,false,true,At AgentManagerImpl.java:[line 1035],com.cloud.agent.manager.AgentManagerImpl,true,1035,1035,39,39,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,At AgentManagerImpl.java:[line 1035],com.cloud.agent.manager.AgentManagerImpl,1035,1035,36,36,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,125310e7daaf95d29c3c80a0fa760460,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In AgentManagerImpl.java,com.cloud.agent.manager.AgentManagerImpl,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,In class com.cloud.agent.manager.AgentManagerImpl,com.cloud.agent.manager.AgentManagerImpl,true,com.cloud.agent.manager.AgentManagerImpl,1033,1053,0,295,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,"In method com.cloud.agent.manager.AgentManagerImpl.executeUserRequest(long, Status$Event)",com.cloud.agent.manager.AgentManagerImpl,executeUserRequest,(JLcom/cloud/host/Status$Event;)Z,false,true,At AgentManagerImpl.java:[line 1048],com.cloud.agent.manager.AgentManagerImpl,true,1048,1048,113,113,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,At AgentManagerImpl.java:[line 1048],com.cloud.agent.manager.AgentManagerImpl,1048,1048,108,108,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,125310e7daaf95d29c3c80a0fa760460,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In AgentManagerImpl.java,com.cloud.agent.manager.AgentManagerImpl,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,In class com.cloud.agent.manager.AgentManagerImpl,com.cloud.agent.manager.AgentManagerImpl,true,com.cloud.agent.manager.AgentManagerImpl,480,489,0,160,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,In method com.cloud.agent.manager.AgentManagerImpl.getAttache(Long),com.cloud.agent.manager.AgentManagerImpl,getAttache,(Ljava/lang/Long;)Lcom/cloud/agent/manager/AgentAttache;,false,true,At AgentManagerImpl.java:[line 485],com.cloud.agent.manager.AgentManagerImpl,true,485,485,41,41,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,At AgentManagerImpl.java:[line 485],com.cloud.agent.manager.AgentManagerImpl,485,485,38,38,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b74157fd5676269163ee66f7c19e76e9,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.trace(...) might be used to include CRLF characters into log messages,In AgentManagerImpl.java,com.cloud.agent.manager.AgentManagerImpl,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,In class com.cloud.agent.manager.AgentManagerImpl,com.cloud.agent.manager.AgentManagerImpl,true,com.cloud.agent.manager.AgentManagerImpl,308,314,0,350,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,"In method com.cloud.agent.manager.AgentManagerImpl.handleCommands(AgentAttache, long, Command[])",com.cloud.agent.manager.AgentManagerImpl,handleCommands,(Lcom/cloud/agent/manager/AgentAttache;J[Lcom/cloud/agent/api/Command;)V,false,true,At AgentManagerImpl.java:[line 311],com.cloud.agent.manager.AgentManagerImpl,true,311,311,131,131,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,At AgentManagerImpl.java:[line 311],com.cloud.agent.manager.AgentManagerImpl,311,311,128,128,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,Sink method Logger.trace(...),Logger.trace(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5e014169a0b832865c3e0fa144b95f54,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In AgentManagerImpl.java,com.cloud.agent.manager.AgentManagerImpl,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,In class com.cloud.agent.manager.AgentManagerImpl,com.cloud.agent.manager.AgentManagerImpl,true,com.cloud.agent.manager.AgentManagerImpl,1079,1125,0,899,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,"In method com.cloud.agent.manager.AgentManagerImpl.handleConnectedAgent(Link, StartupCommand[], Request)",com.cloud.agent.manager.AgentManagerImpl,handleConnectedAgent,(Lcom/cloud/utils/nio/Link;[Lcom/cloud/agent/api/StartupCommand;Lcom/cloud/agent/transport/Request;)Lcom/cloud/agent/manager/AgentAttache;,false,true,At AgentManagerImpl.java:[line 1099],com.cloud.agent.manager.AgentManagerImpl,true,1099,1099,223,223,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,At AgentManagerImpl.java:[line 1099],com.cloud.agent.manager.AgentManagerImpl,1099,1099,220,220,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5d68950ee1a1ec55a6bb860d86e47ff,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In AgentManagerImpl.java,com.cloud.agent.manager.AgentManagerImpl,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,In class com.cloud.agent.manager.AgentManagerImpl,com.cloud.agent.manager.AgentManagerImpl,true,com.cloud.agent.manager.AgentManagerImpl,1079,1125,0,899,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,"In method com.cloud.agent.manager.AgentManagerImpl.handleConnectedAgent(Link, StartupCommand[], Request)",com.cloud.agent.manager.AgentManagerImpl,handleConnectedAgent,(Lcom/cloud/utils/nio/Link;[Lcom/cloud/agent/api/StartupCommand;Lcom/cloud/agent/transport/Request;)Lcom/cloud/agent/manager/AgentAttache;,false,true,At AgentManagerImpl.java:[line 1123],com.cloud.agent.manager.AgentManagerImpl,true,1123,1123,416,416,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,At AgentManagerImpl.java:[line 1123],com.cloud.agent.manager.AgentManagerImpl,1123,1123,413,413,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5d68950ee1a1ec55a6bb860d86e47ff,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In AgentManagerImpl.java,com.cloud.agent.manager.AgentManagerImpl,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,In class com.cloud.agent.manager.AgentManagerImpl,com.cloud.agent.manager.AgentManagerImpl,true,com.cloud.agent.manager.AgentManagerImpl,293,304,0,257,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,"In method com.cloud.agent.manager.AgentManagerImpl.handleControlCommand(AgentAttache, AgentControlCommand)",com.cloud.agent.manager.AgentManagerImpl,handleControlCommand,(Lcom/cloud/agent/manager/AgentAttache;Lcom/cloud/agent/api/AgentControlCommand;)Lcom/cloud/agent/api/AgentControlAnswer;,false,true,At AgentManagerImpl.java:[line 303],com.cloud.agent.manager.AgentManagerImpl,true,303,303,97,97,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,At AgentManagerImpl.java:[line 303],com.cloud.agent.manager.AgentManagerImpl,303,303,94,94,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,113eb0fd8214aecf8d46a16d7bbbfc0f,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In AgentManagerImpl.java,com.cloud.agent.manager.AgentManagerImpl,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,In class com.cloud.agent.manager.AgentManagerImpl,com.cloud.agent.manager.AgentManagerImpl,true,com.cloud.agent.manager.AgentManagerImpl,823,907,0,1729,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,"In method com.cloud.agent.manager.AgentManagerImpl.handleDisconnectWithInvestigation(AgentAttache, Status$Event)",com.cloud.agent.manager.AgentManagerImpl,handleDisconnectWithInvestigation,(Lcom/cloud/agent/manager/AgentAttache;Lcom/cloud/host/Status$Event;)Z,false,true,At AgentManagerImpl.java:[line 840],com.cloud.agent.manager.AgentManagerImpl,true,840,840,99,99,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,At AgentManagerImpl.java:[line 840],com.cloud.agent.manager.AgentManagerImpl,840,840,96,96,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,4fa4cd7625ae6cf1dec6c4e30fd259e2,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In AgentManagerImpl.java,com.cloud.agent.manager.AgentManagerImpl,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,In class com.cloud.agent.manager.AgentManagerImpl,com.cloud.agent.manager.AgentManagerImpl,true,com.cloud.agent.manager.AgentManagerImpl,823,907,0,1729,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,"In method com.cloud.agent.manager.AgentManagerImpl.handleDisconnectWithInvestigation(AgentAttache, Status$Event)",com.cloud.agent.manager.AgentManagerImpl,handleDisconnectWithInvestigation,(Lcom/cloud/agent/manager/AgentAttache;Lcom/cloud/host/Status$Event;)Z,false,true,At AgentManagerImpl.java:[line 846],com.cloud.agent.manager.AgentManagerImpl,true,846,846,201,201,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,At AgentManagerImpl.java:[line 846],com.cloud.agent.manager.AgentManagerImpl,846,846,198,198,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,867dbc7e6ed9830d61a87655f033258f,0,3,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In AgentManagerImpl.java,com.cloud.agent.manager.AgentManagerImpl,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,In class com.cloud.agent.manager.AgentManagerImpl,com.cloud.agent.manager.AgentManagerImpl,true,com.cloud.agent.manager.AgentManagerImpl,823,907,0,1729,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,"In method com.cloud.agent.manager.AgentManagerImpl.handleDisconnectWithInvestigation(AgentAttache, Status$Event)",com.cloud.agent.manager.AgentManagerImpl,handleDisconnectWithInvestigation,(Lcom/cloud/agent/manager/AgentAttache;Lcom/cloud/host/Status$Event;)Z,false,true,At AgentManagerImpl.java:[line 849],com.cloud.agent.manager.AgentManagerImpl,true,849,849,240,240,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,At AgentManagerImpl.java:[line 849],com.cloud.agent.manager.AgentManagerImpl,849,849,237,237,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,867dbc7e6ed9830d61a87655f033258f,1,3,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In AgentManagerImpl.java,com.cloud.agent.manager.AgentManagerImpl,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,In class com.cloud.agent.manager.AgentManagerImpl,com.cloud.agent.manager.AgentManagerImpl,true,com.cloud.agent.manager.AgentManagerImpl,823,907,0,1729,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,"In method com.cloud.agent.manager.AgentManagerImpl.handleDisconnectWithInvestigation(AgentAttache, Status$Event)",com.cloud.agent.manager.AgentManagerImpl,handleDisconnectWithInvestigation,(Lcom/cloud/agent/manager/AgentAttache;Lcom/cloud/host/Status$Event;)Z,false,true,At AgentManagerImpl.java:[line 855],com.cloud.agent.manager.AgentManagerImpl,true,855,855,286,286,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,At AgentManagerImpl.java:[line 855],com.cloud.agent.manager.AgentManagerImpl,855,855,283,283,AgentManagerImpl.java,com/cloud/agent/manager/AgentManagerImpl.java,java/com/cloud/agent/manager/AgentManagerImpl.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,4fa4cd7625ae6cf1dec6c4e30fd259e2,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
