ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,String/1/Message,String/1/_value,String/1/_role,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath,SourceLine/5/Message,SourceLine/5/_classname,SourceLine/5/_start,SourceLine/5/_end,SourceLine/5/_startBytecode,SourceLine/5/_endBytecode,SourceLine/5/_sourcefile,SourceLine/5/_sourcepath,SourceLine/5/_relSourcepath,SourceLine/6/Message,SourceLine/6/_classname,SourceLine/6/_start,SourceLine/6/_end,SourceLine/6/_startBytecode,SourceLine/6/_endBytecode,SourceLine/6/_sourcefile,SourceLine/6/_sourcepath,SourceLine/6/_relSourcepath,SourceLine/7/Message,SourceLine/7/_classname,SourceLine/7/_start,SourceLine/7/_end,SourceLine/7/_startBytecode,SourceLine/7/_endBytecode,SourceLine/7/_sourcefile,SourceLine/7/_sourcepath,SourceLine/7/_relSourcepath,SourceLine/8/Message,SourceLine/8/_classname,SourceLine/8/_start,SourceLine/8/_end,SourceLine/8/_startBytecode,SourceLine/8/_endBytecode,SourceLine/8/_sourcefile,SourceLine/8/_sourcepath,SourceLine/8/_relSourcepath,SourceLine/9/Message,SourceLine/9/_classname,SourceLine/9/_start,SourceLine/9/_end,SourceLine/9/_startBytecode,SourceLine/9/_endBytecode,SourceLine/9/_sourcefile,SourceLine/9/_sourcepath,SourceLine/9/_relSourcepath,SourceLine/10/Message,SourceLine/10/_classname,SourceLine/10/_start,SourceLine/10/_end,SourceLine/10/_startBytecode,SourceLine/10/_endBytecode,SourceLine/10/_sourcefile,SourceLine/10/_sourcepath,SourceLine/10/_relSourcepath,SourceLine/11/Message,SourceLine/11/_classname,SourceLine/11/_start,SourceLine/11/_end,SourceLine/11/_startBytecode,SourceLine/11/_endBytecode,SourceLine/11/_sourcefile,SourceLine/11/_sourcepath,SourceLine/11/_relSourcepath,SourceLine/12/Message,SourceLine/12/_classname,SourceLine/12/_start,SourceLine/12/_end,SourceLine/12/_startBytecode,SourceLine/12/_endBytecode,SourceLine/12/_sourcefile,SourceLine/12/_sourcepath,SourceLine/12/_relSourcepath
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BareMetalTemplateAdapter.java,com.cloud.baremetal.manager.BareMetalTemplateAdapter,BareMetalTemplateAdapter.java,com/cloud/baremetal/manager/BareMetalTemplateAdapter.java,java/com/cloud/baremetal/manager/BareMetalTemplateAdapter.java,In class com.cloud.baremetal.manager.BareMetalTemplateAdapter,com.cloud.baremetal.manager.BareMetalTemplateAdapter,true,com.cloud.baremetal.manager.BareMetalTemplateAdapter,129,213,0,1481,BareMetalTemplateAdapter.java,com/cloud/baremetal/manager/BareMetalTemplateAdapter.java,java/com/cloud/baremetal/manager/BareMetalTemplateAdapter.java,In method com.cloud.baremetal.manager.BareMetalTemplateAdapter.delete(TemplateProfile),com.cloud.baremetal.manager.BareMetalTemplateAdapter,delete,(Lcom/cloud/storage/TemplateProfile;)Z,false,true,At BareMetalTemplateAdapter.java:[line 197],com.cloud.baremetal.manager.BareMetalTemplateAdapter,true,197,197,677,677,BareMetalTemplateAdapter.java,com/cloud/baremetal/manager/BareMetalTemplateAdapter.java,java/com/cloud/baremetal/manager/BareMetalTemplateAdapter.java,At BareMetalTemplateAdapter.java:[line 197],com.cloud.baremetal.manager.BareMetalTemplateAdapter,197,197,674,674,BareMetalTemplateAdapter.java,com/cloud/baremetal/manager/BareMetalTemplateAdapter.java,java/com/cloud/baremetal/manager/BareMetalTemplateAdapter.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,ef5c29c2f5d2f603560bd00a9ae37976,3,4,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BareMetalTemplateAdapter.java,com.cloud.baremetal.manager.BareMetalTemplateAdapter,BareMetalTemplateAdapter.java,com/cloud/baremetal/manager/BareMetalTemplateAdapter.java,java/com/cloud/baremetal/manager/BareMetalTemplateAdapter.java,In class com.cloud.baremetal.manager.BareMetalTemplateAdapter,com.cloud.baremetal.manager.BareMetalTemplateAdapter,true,com.cloud.baremetal.manager.BareMetalTemplateAdapter,129,213,0,1481,BareMetalTemplateAdapter.java,com/cloud/baremetal/manager/BareMetalTemplateAdapter.java,java/com/cloud/baremetal/manager/BareMetalTemplateAdapter.java,In method com.cloud.baremetal.manager.BareMetalTemplateAdapter.delete(TemplateProfile),com.cloud.baremetal.manager.BareMetalTemplateAdapter,delete,(Lcom/cloud/storage/TemplateProfile;)Z,false,true,At BareMetalTemplateAdapter.java:[line 210],com.cloud.baremetal.manager.BareMetalTemplateAdapter,true,210,210,832,832,BareMetalTemplateAdapter.java,com/cloud/baremetal/manager/BareMetalTemplateAdapter.java,java/com/cloud/baremetal/manager/BareMetalTemplateAdapter.java,At BareMetalTemplateAdapter.java:[line 210],com.cloud.baremetal.manager.BareMetalTemplateAdapter,210,210,829,829,BareMetalTemplateAdapter.java,com/cloud/baremetal/manager/BareMetalTemplateAdapter.java,java/com/cloud/baremetal/manager/BareMetalTemplateAdapter.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,ef5c29c2f5d2f603560bd00a9ae37976,4,4,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BaremetalManagerImpl.java,com.cloud.baremetal.manager.BaremetalManagerImpl,BaremetalManagerImpl.java,com/cloud/baremetal/manager/BaremetalManagerImpl.java,java/com/cloud/baremetal/manager/BaremetalManagerImpl.java,In class com.cloud.baremetal.manager.BaremetalManagerImpl,com.cloud.baremetal.manager.BaremetalManagerImpl,true,com.cloud.baremetal.manager.BaremetalManagerImpl,125,155,0,569,BaremetalManagerImpl.java,com/cloud/baremetal/manager/BaremetalManagerImpl.java,java/com/cloud/baremetal/manager/BaremetalManagerImpl.java,In method com.cloud.baremetal.manager.BaremetalManagerImpl.notifyProvisionDone(BaremetalProvisionDoneNotificationCmd),com.cloud.baremetal.manager.BaremetalManagerImpl,notifyProvisionDone,(Lorg/apache/cloudstack/api/BaremetalProvisionDoneNotificationCmd;)V,false,true,At BaremetalManagerImpl.java:[line 153],com.cloud.baremetal.manager.BaremetalManagerImpl,true,153,153,315,315,BaremetalManagerImpl.java,com/cloud/baremetal/manager/BaremetalManagerImpl.java,java/com/cloud/baremetal/manager/BaremetalManagerImpl.java,At BaremetalManagerImpl.java:[line 153],com.cloud.baremetal.manager.BaremetalManagerImpl,153,153,312,312,BaremetalManagerImpl.java,com/cloud/baremetal/manager/BaremetalManagerImpl.java,java/com/cloud/baremetal/manager/BaremetalManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,f0cdcf6748244ea9f544e720037a0f70,0,0,117,At BaremetalManagerImpl.java:[line 154],com.cloud.baremetal.manager.BaremetalManagerImpl,154,154,301,301,BaremetalManagerImpl.java,com/cloud/baremetal/manager/BaremetalManagerImpl.java,java/com/cloud/baremetal/manager/BaremetalManagerImpl.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BaremetalManagerImpl.java,com.cloud.baremetal.manager.BaremetalManagerImpl,BaremetalManagerImpl.java,com/cloud/baremetal/manager/BaremetalManagerImpl.java,java/com/cloud/baremetal/manager/BaremetalManagerImpl.java,In class com.cloud.baremetal.manager.BaremetalManagerImpl,com.cloud.baremetal.manager.BaremetalManagerImpl,true,com.cloud.baremetal.manager.BaremetalManagerImpl,84,112,0,545,BaremetalManagerImpl.java,com/cloud/baremetal/manager/BaremetalManagerImpl.java,java/com/cloud/baremetal/manager/BaremetalManagerImpl.java,"In method com.cloud.baremetal.manager.BaremetalManagerImpl.postStateTransitionEvent(StateMachine2$Transition, VirtualMachine, boolean, Object)",com.cloud.baremetal.manager.BaremetalManagerImpl,postStateTransitionEvent,(Lcom/cloud/utils/fsm/StateMachine2$Transition;Lcom/cloud/vm/VirtualMachine;ZLjava/lang/Object;)Z,false,true,At BaremetalManagerImpl.java:[line 96],com.cloud.baremetal.manager.BaremetalManagerImpl,true,96,96,121,121,BaremetalManagerImpl.java,com/cloud/baremetal/manager/BaremetalManagerImpl.java,java/com/cloud/baremetal/manager/BaremetalManagerImpl.java,At BaremetalManagerImpl.java:[line 96],com.cloud.baremetal.manager.BaremetalManagerImpl,96,96,118,118,BaremetalManagerImpl.java,com/cloud/baremetal/manager/BaremetalManagerImpl.java,java/com/cloud/baremetal/manager/BaremetalManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,729cd440d877c49969c624418ca5d04b,0,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BaremetalManagerImpl.java,com.cloud.baremetal.manager.BaremetalManagerImpl,BaremetalManagerImpl.java,com/cloud/baremetal/manager/BaremetalManagerImpl.java,java/com/cloud/baremetal/manager/BaremetalManagerImpl.java,In class com.cloud.baremetal.manager.BaremetalManagerImpl,com.cloud.baremetal.manager.BaremetalManagerImpl,true,com.cloud.baremetal.manager.BaremetalManagerImpl,84,112,0,545,BaremetalManagerImpl.java,com/cloud/baremetal/manager/BaremetalManagerImpl.java,java/com/cloud/baremetal/manager/BaremetalManagerImpl.java,"In method com.cloud.baremetal.manager.BaremetalManagerImpl.postStateTransitionEvent(StateMachine2$Transition, VirtualMachine, boolean, Object)",com.cloud.baremetal.manager.BaremetalManagerImpl,postStateTransitionEvent,(Lcom/cloud/utils/fsm/StateMachine2$Transition;Lcom/cloud/vm/VirtualMachine;ZLjava/lang/Object;)Z,false,true,At BaremetalManagerImpl.java:[line 103],com.cloud.baremetal.manager.BaremetalManagerImpl,true,103,103,204,204,BaremetalManagerImpl.java,com/cloud/baremetal/manager/BaremetalManagerImpl.java,java/com/cloud/baremetal/manager/BaremetalManagerImpl.java,At BaremetalManagerImpl.java:[line 103],com.cloud.baremetal.manager.BaremetalManagerImpl,103,103,201,201,BaremetalManagerImpl.java,com/cloud/baremetal/manager/BaremetalManagerImpl.java,java/com/cloud/baremetal/manager/BaremetalManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,729cd440d877c49969c624418ca5d04b,1,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BaremetalManagerImpl.java,com.cloud.baremetal.manager.BaremetalManagerImpl,BaremetalManagerImpl.java,com/cloud/baremetal/manager/BaremetalManagerImpl.java,java/com/cloud/baremetal/manager/BaremetalManagerImpl.java,In class com.cloud.baremetal.manager.BaremetalManagerImpl,com.cloud.baremetal.manager.BaremetalManagerImpl,true,com.cloud.baremetal.manager.BaremetalManagerImpl,84,112,0,545,BaremetalManagerImpl.java,com/cloud/baremetal/manager/BaremetalManagerImpl.java,java/com/cloud/baremetal/manager/BaremetalManagerImpl.java,"In method com.cloud.baremetal.manager.BaremetalManagerImpl.postStateTransitionEvent(StateMachine2$Transition, VirtualMachine, boolean, Object)",com.cloud.baremetal.manager.BaremetalManagerImpl,postStateTransitionEvent,(Lcom/cloud/utils/fsm/StateMachine2$Transition;Lcom/cloud/vm/VirtualMachine;ZLjava/lang/Object;)Z,false,true,At BaremetalManagerImpl.java:[line 106],com.cloud.baremetal.manager.BaremetalManagerImpl,true,106,106,285,285,BaremetalManagerImpl.java,com/cloud/baremetal/manager/BaremetalManagerImpl.java,java/com/cloud/baremetal/manager/BaremetalManagerImpl.java,At BaremetalManagerImpl.java:[line 106],com.cloud.baremetal.manager.BaremetalManagerImpl,106,106,282,282,BaremetalManagerImpl.java,com/cloud/baremetal/manager/BaremetalManagerImpl.java,java/com/cloud/baremetal/manager/BaremetalManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,729cd440d877c49969c624418ca5d04b,2,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BareMetalPingServiceImpl.java,com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,BareMetalPingServiceImpl.java,com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,java/com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,In class com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,true,com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,161,263,0,1619,BareMetalPingServiceImpl.java,com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,java/com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,In method com.cloud.baremetal.networkservice.BareMetalPingServiceImpl.addPxeServer(AddBaremetalPxeCmd),com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,addPxeServer,(Lorg/apache/cloudstack/api/AddBaremetalPxeCmd;)Lcom/cloud/baremetal/database/BaremetalPxeVO;,false,true,At BareMetalPingServiceImpl.java:[line 222],com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,true,222,222,496,496,BareMetalPingServiceImpl.java,com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,java/com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,46af1286d554c299da9b3927edc253ac,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BareMetalPingServiceImpl.java,com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,BareMetalPingServiceImpl.java,com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,java/com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,In class com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,true,com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,161,263,0,1619,BareMetalPingServiceImpl.java,com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,java/com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,In method com.cloud.baremetal.networkservice.BareMetalPingServiceImpl.addPxeServer(AddBaremetalPxeCmd),com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,addPxeServer,(Lorg/apache/cloudstack/api/AddBaremetalPxeCmd;)Lcom/cloud/baremetal/database/BaremetalPxeVO;,false,true,At BareMetalPingServiceImpl.java:[line 247],com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,true,247,247,752,752,BareMetalPingServiceImpl.java,com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,java/com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,46af1286d554c299da9b3927edc253ac,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In BareMetalPingServiceImpl.java,com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,BareMetalPingServiceImpl.java,com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,java/com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,In class com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,true,com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,85,123,0,968,BareMetalPingServiceImpl.java,com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,java/com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,"In method com.cloud.baremetal.networkservice.BareMetalPingServiceImpl.prepare(VirtualMachineProfile, NicProfile, Network, DeployDestination, ReservationContext)",com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,prepare,(Lcom/cloud/vm/VirtualMachineProfile;Lcom/cloud/vm/NicProfile;Lcom/cloud/network/Network;Lcom/cloud/deploy/DeployDestination;Lcom/cloud/vm/ReservationContext;)Z,false,true,At BareMetalPingServiceImpl.java:[line 110],com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,true,110,110,331,331,BareMetalPingServiceImpl.java,com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,java/com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,At BareMetalPingServiceImpl.java:[line 110],com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,110,110,328,328,BareMetalPingServiceImpl.java,com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,java/com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,35cbf362719ed6ae4465d9540226dd71,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In BareMetalPingServiceImpl.java,com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,BareMetalPingServiceImpl.java,com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,java/com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,In class com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,true,com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,85,123,0,968,BareMetalPingServiceImpl.java,com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,java/com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,"In method com.cloud.baremetal.networkservice.BareMetalPingServiceImpl.prepare(VirtualMachineProfile, NicProfile, Network, DeployDestination, ReservationContext)",com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,prepare,(Lcom/cloud/vm/VirtualMachineProfile;Lcom/cloud/vm/NicProfile;Lcom/cloud/network/Network;Lcom/cloud/deploy/DeployDestination;Lcom/cloud/vm/ReservationContext;)Z,false,true,At BareMetalPingServiceImpl.java:[line 117],com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,true,117,117,426,426,BareMetalPingServiceImpl.java,com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,java/com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,At BareMetalPingServiceImpl.java:[line 117],com.cloud.baremetal.networkservice.BareMetalPingServiceImpl,117,117,423,423,BareMetalPingServiceImpl.java,com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,java/com/cloud/baremetal/networkservice/BareMetalPingServiceImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,35cbf362719ed6ae4465d9540226dd71,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BareMetalResourceBase.java,com.cloud.baremetal.networkservice.BareMetalResourceBase,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In class com.cloud.baremetal.networkservice.BareMetalResourceBase,com.cloud.baremetal.networkservice.BareMetalResourceBase,true,com.cloud.baremetal.networkservice.BareMetalResourceBase,119,276,0,2837,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,"In method com.cloud.baremetal.networkservice.BareMetalResourceBase.configure(String, Map)",com.cloud.baremetal.networkservice.BareMetalResourceBase,configure,(Ljava/lang/String;Ljava/util/Map;)Z,false,true,At BareMetalResourceBase.java:[line 177],com.cloud.baremetal.networkservice.BareMetalResourceBase,true,177,177,504,504,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,At BareMetalResourceBase.java:[line 177],com.cloud.baremetal.networkservice.BareMetalResourceBase,177,177,499,499,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5628d53841301afdb5d03b175e052ba3,0,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BareMetalResourceBase.java,com.cloud.baremetal.networkservice.BareMetalResourceBase,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,In class com.cloud.baremetal.networkservice.BareMetalResourceBase,com.cloud.baremetal.networkservice.BareMetalResourceBase,true,com.cloud.baremetal.networkservice.BareMetalResourceBase,119,276,0,2837,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,"In method com.cloud.baremetal.networkservice.BareMetalResourceBase.configure(String, Map)",com.cloud.baremetal.networkservice.BareMetalResourceBase,configure,(Ljava/lang/String;Ljava/util/Map;)Z,false,true,At BareMetalResourceBase.java:[line 183],com.cloud.baremetal.networkservice.BareMetalResourceBase,true,183,183,544,544,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,At BareMetalResourceBase.java:[line 183],com.cloud.baremetal.networkservice.BareMetalResourceBase,183,183,539,539,BareMetalResourceBase.java,com/cloud/baremetal/networkservice/BareMetalResourceBase.java,java/com/cloud/baremetal/networkservice/BareMetalResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5628d53841301afdb5d03b175e052ba3,1,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
