ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/1/_primary,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,String/1/Message,String/1/_value,String/1/_role
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In DatabaseAccessObject.java,com.cloud.upgrade.dao.DatabaseAccessObject,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,In class com.cloud.upgrade.dao.DatabaseAccessObject,com.cloud.upgrade.dao.DatabaseAccessObject,true,com.cloud.upgrade.dao.DatabaseAccessObject,32,45,0,699,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,"In method com.cloud.upgrade.dao.DatabaseAccessObject.dropKey(Connection, String, String, boolean)",com.cloud.upgrade.dao.DatabaseAccessObject,dropKey,(Ljava/sql/Connection;Ljava/lang/String;Ljava/lang/String;Z)V,false,true,At DatabaseAccessObject.java:[line 42],com.cloud.upgrade.dao.DatabaseAccessObject,true,42,42,287,287,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,At DatabaseAccessObject.java:[line 42],com.cloud.upgrade.dao.DatabaseAccessObject,42,42,284,284,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d22a47c1cc2d365a0763538d684d9e5a,1,1,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In DatabaseAccessObject.java,com.cloud.upgrade.dao.DatabaseAccessObject,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,In class com.cloud.upgrade.dao.DatabaseAccessObject,com.cloud.upgrade.dao.DatabaseAccessObject,true,com.cloud.upgrade.dao.DatabaseAccessObject,48,54,0,456,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,"In method com.cloud.upgrade.dao.DatabaseAccessObject.dropPrimaryKey(Connection, String)",com.cloud.upgrade.dao.DatabaseAccessObject,dropPrimaryKey,(Ljava/sql/Connection;Ljava/lang/String;)V,false,true,At DatabaseAccessObject.java:[line 50],com.cloud.upgrade.dao.DatabaseAccessObject,true,50,50,63,63,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,At DatabaseAccessObject.java:[line 50],com.cloud.upgrade.dao.DatabaseAccessObject,50,50,60,60,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5c41a073344d930b5bcc2b0275340630,0,1,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In DatabaseAccessObject.java,com.cloud.upgrade.dao.DatabaseAccessObject,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,In class com.cloud.upgrade.dao.DatabaseAccessObject,com.cloud.upgrade.dao.DatabaseAccessObject,true,com.cloud.upgrade.dao.DatabaseAccessObject,48,54,0,456,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,"In method com.cloud.upgrade.dao.DatabaseAccessObject.dropPrimaryKey(Connection, String)",com.cloud.upgrade.dao.DatabaseAccessObject,dropPrimaryKey,(Ljava/sql/Connection;Ljava/lang/String;)V,false,true,At DatabaseAccessObject.java:[line 52],com.cloud.upgrade.dao.DatabaseAccessObject,true,52,52,193,193,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,At DatabaseAccessObject.java:[line 52],com.cloud.upgrade.dao.DatabaseAccessObject,52,52,190,190,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5c41a073344d930b5bcc2b0275340630,1,1,117,,,,,,,,,,,,,,,,,,,,,,
Potential JDBC Injection,This use of Connection.prepareStatement(...) can be vulnerable to SQL injection,In DatabaseAccessObject.java,com.cloud.upgrade.dao.DatabaseAccessObject,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,In class com.cloud.upgrade.dao.DatabaseAccessObject,com.cloud.upgrade.dao.DatabaseAccessObject,true,com.cloud.upgrade.dao.DatabaseAccessObject,66,73,0,498,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,"In method com.cloud.upgrade.dao.DatabaseAccessObject.columnExists(Connection, String, String)",com.cloud.upgrade.dao.DatabaseAccessObject,columnExists,(Ljava/sql/Connection;Ljava/lang/String;Ljava/lang/String;)Z,false,true,At DatabaseAccessObject.java:[line 67],com.cloud.upgrade.dao.DatabaseAccessObject,true,67,67,32,32,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,At DatabaseAccessObject.java:[line 67],com.cloud.upgrade.dao.DatabaseAccessObject,67,67,29,29,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,Sink method Connection.prepareStatement(...),Connection.prepareStatement(...),Sink method,SQL_INJECTION_JDBC,2,7,SECSQLIJDBC,SECURITY,919d6b3315a470569d038380980f5c9e,0,0,89,,,,,,,,,,,,,,,,,,,,,,
Potential JDBC Injection,This use of Connection.prepareStatement(...) can be vulnerable to SQL injection,In DatabaseAccessObject.java,com.cloud.upgrade.dao.DatabaseAccessObject,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,In class com.cloud.upgrade.dao.DatabaseAccessObject,com.cloud.upgrade.dao.DatabaseAccessObject,true,com.cloud.upgrade.dao.DatabaseAccessObject,57,63,0,492,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,"In method com.cloud.upgrade.dao.DatabaseAccessObject.dropColumn(Connection, String, String)",com.cloud.upgrade.dao.DatabaseAccessObject,dropColumn,(Ljava/sql/Connection;Ljava/lang/String;Ljava/lang/String;)V,false,true,At DatabaseAccessObject.java:[line 57],com.cloud.upgrade.dao.DatabaseAccessObject,true,57,57,29,29,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,At DatabaseAccessObject.java:[line 57],com.cloud.upgrade.dao.DatabaseAccessObject,57,57,26,26,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,Sink method Connection.prepareStatement(...),Connection.prepareStatement(...),Sink method,SQL_INJECTION_JDBC,2,7,SECSQLIJDBC,SECURITY,521a23e5aeef70dd647c29d0660cf0e9,0,0,89,,,,,,,,,,,,,,,,,,,,,,
Potential JDBC Injection,This use of Connection.prepareStatement(...) can be vulnerable to SQL injection,In DatabaseAccessObject.java,com.cloud.upgrade.dao.DatabaseAccessObject,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,In class com.cloud.upgrade.dao.DatabaseAccessObject,com.cloud.upgrade.dao.DatabaseAccessObject,true,com.cloud.upgrade.dao.DatabaseAccessObject,32,45,0,699,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,"In method com.cloud.upgrade.dao.DatabaseAccessObject.dropKey(Connection, String, String, boolean)",com.cloud.upgrade.dao.DatabaseAccessObject,dropKey,(Ljava/sql/Connection;Ljava/lang/String;Ljava/lang/String;Z)V,false,true,At DatabaseAccessObject.java:[line 37],com.cloud.upgrade.dao.DatabaseAccessObject,true,37,37,71,71,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,At DatabaseAccessObject.java:[line 33],com.cloud.upgrade.dao.DatabaseAccessObject,33,33,30,30,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,Sink method Connection.prepareStatement(...),Connection.prepareStatement(...),Sink method,SQL_INJECTION_JDBC,2,7,SECSQLIJDBC,SECURITY,bf0f7b7f5532ada0e0a0d2c3a58845e0,0,0,89,,At DatabaseAccessObject.java:[line 35],com.cloud.upgrade.dao.DatabaseAccessObject,35,35,63,63,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,,,,,,,,,,,,
Potential JDBC Injection,This use of Connection.prepareStatement(...) can be vulnerable to SQL injection,In DatabaseAccessObject.java,com.cloud.upgrade.dao.DatabaseAccessObject,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,In class com.cloud.upgrade.dao.DatabaseAccessObject,com.cloud.upgrade.dao.DatabaseAccessObject,true,com.cloud.upgrade.dao.DatabaseAccessObject,48,54,0,456,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,"In method com.cloud.upgrade.dao.DatabaseAccessObject.dropPrimaryKey(Connection, String)",com.cloud.upgrade.dao.DatabaseAccessObject,dropPrimaryKey,(Ljava/sql/Connection;Ljava/lang/String;)V,false,true,At DatabaseAccessObject.java:[line 48],com.cloud.upgrade.dao.DatabaseAccessObject,true,48,48,25,25,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,At DatabaseAccessObject.java:[line 48],com.cloud.upgrade.dao.DatabaseAccessObject,48,48,22,22,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,Sink method Connection.prepareStatement(...),Connection.prepareStatement(...),Sink method,SQL_INJECTION_JDBC,2,7,SECSQLIJDBC,SECURITY,5fab8625747838b9364ed9b1870e4e99,0,0,89,,,,,,,,,,,,,,,,,,,,,,
A prepared statement is generated from a nonconstant String,"A prepared statement is generated from a nonconstant String in com.cloud.upgrade.dao.DatabaseAccessObject.columnExists(Connection, String, String)",In DatabaseAccessObject.java,com.cloud.upgrade.dao.DatabaseAccessObject,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,In class com.cloud.upgrade.dao.DatabaseAccessObject,com.cloud.upgrade.dao.DatabaseAccessObject,true,com.cloud.upgrade.dao.DatabaseAccessObject,66,73,0,83,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,"In method com.cloud.upgrade.dao.DatabaseAccessObject.columnExists(Connection, String, String)",com.cloud.upgrade.dao.DatabaseAccessObject,columnExists,(Ljava/sql/Connection;Ljava/lang/String;Ljava/lang/String;)Z,false,true,At DatabaseAccessObject.java:[line 67],com.cloud.upgrade.dao.DatabaseAccessObject,true,67,67,32,32,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,At DatabaseAccessObject.java:[line 67],com.cloud.upgrade.dao.DatabaseAccessObject,67,67,32,32,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,,,,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,3,15,SQL,SECURITY,90daecfa2113ef97572ff37116306829,0,0,89,true,,,,,,,,,,,,,,,,,,,,,
A prepared statement is generated from a nonconstant String,"A prepared statement is generated from a nonconstant String in com.cloud.upgrade.dao.DatabaseAccessObject.dropColumn(Connection, String, String)",In DatabaseAccessObject.java,com.cloud.upgrade.dao.DatabaseAccessObject,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,In class com.cloud.upgrade.dao.DatabaseAccessObject,com.cloud.upgrade.dao.DatabaseAccessObject,true,com.cloud.upgrade.dao.DatabaseAccessObject,57,63,0,86,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,"In method com.cloud.upgrade.dao.DatabaseAccessObject.dropColumn(Connection, String, String)",com.cloud.upgrade.dao.DatabaseAccessObject,dropColumn,(Ljava/sql/Connection;Ljava/lang/String;Ljava/lang/String;)V,false,true,At DatabaseAccessObject.java:[line 57],com.cloud.upgrade.dao.DatabaseAccessObject,true,57,57,29,29,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,At DatabaseAccessObject.java:[line 57],com.cloud.upgrade.dao.DatabaseAccessObject,57,57,29,29,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,,,,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,3,15,SQL,SECURITY,aecb204474bd7fc98eb5b5bc902d7c24,0,0,89,true,,,,,,,,,,,,,,,,,,,,,
A prepared statement is generated from a nonconstant String,"A prepared statement is generated from a nonconstant String in com.cloud.upgrade.dao.DatabaseAccessObject.dropKey(Connection, String, String, boolean)",In DatabaseAccessObject.java,com.cloud.upgrade.dao.DatabaseAccessObject,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,In class com.cloud.upgrade.dao.DatabaseAccessObject,com.cloud.upgrade.dao.DatabaseAccessObject,true,com.cloud.upgrade.dao.DatabaseAccessObject,32,45,0,118,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,"In method com.cloud.upgrade.dao.DatabaseAccessObject.dropKey(Connection, String, String, boolean)",com.cloud.upgrade.dao.DatabaseAccessObject,dropKey,(Ljava/sql/Connection;Ljava/lang/String;Ljava/lang/String;Z)V,false,true,At DatabaseAccessObject.java:[line 37],com.cloud.upgrade.dao.DatabaseAccessObject,true,37,37,71,71,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,At DatabaseAccessObject.java:[line 37],com.cloud.upgrade.dao.DatabaseAccessObject,37,37,71,71,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,,,,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,3,15,SQL,SECURITY,522083a397b2683f4ef7aa3c611e1b9b,0,0,89,true,,,,,,,,,,,,,,,,,,,,,
A prepared statement is generated from a nonconstant String,"A prepared statement is generated from a nonconstant String in com.cloud.upgrade.dao.DatabaseAccessObject.dropPrimaryKey(Connection, String)",In DatabaseAccessObject.java,com.cloud.upgrade.dao.DatabaseAccessObject,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,In class com.cloud.upgrade.dao.DatabaseAccessObject,com.cloud.upgrade.dao.DatabaseAccessObject,true,com.cloud.upgrade.dao.DatabaseAccessObject,48,54,0,82,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,"In method com.cloud.upgrade.dao.DatabaseAccessObject.dropPrimaryKey(Connection, String)",com.cloud.upgrade.dao.DatabaseAccessObject,dropPrimaryKey,(Ljava/sql/Connection;Ljava/lang/String;)V,false,true,At DatabaseAccessObject.java:[line 48],com.cloud.upgrade.dao.DatabaseAccessObject,true,48,48,25,25,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,At DatabaseAccessObject.java:[line 48],com.cloud.upgrade.dao.DatabaseAccessObject,48,48,25,25,DatabaseAccessObject.java,com/cloud/upgrade/dao/DatabaseAccessObject.java,java/com/cloud/upgrade/dao/DatabaseAccessObject.java,,,,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,3,15,SQL,SECURITY,c3537c928fe6a155267123d2503a70b8,0,0,89,true,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade218to22.java,com.cloud.upgrade.dao.Upgrade218to22,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,In class com.cloud.upgrade.dao.Upgrade218to22,com.cloud.upgrade.dao.Upgrade218to22,true,com.cloud.upgrade.dao.Upgrade218to22,2299,2326,0,2302,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,In method com.cloud.upgrade.dao.Upgrade218to22.cleanupLbVmMaps(Connection),com.cloud.upgrade.dao.Upgrade218to22,cleanupLbVmMaps,(Ljava/sql/Connection;)V,false,true,At Upgrade218to22.java:[line 2313],com.cloud.upgrade.dao.Upgrade218to22,true,2313,2313,179,179,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,At Upgrade218to22.java:[line 2313],com.cloud.upgrade.dao.Upgrade218to22,2313,2313,176,176,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5e379a825b3bc92f636559fb3611195f,0,0,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade218to22.java,com.cloud.upgrade.dao.Upgrade218to22,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,In class com.cloud.upgrade.dao.Upgrade218to22,com.cloud.upgrade.dao.Upgrade218to22,true,com.cloud.upgrade.dao.Upgrade218to22,2213,2259,0,2619,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,In method com.cloud.upgrade.dao.Upgrade218to22.cleanupVolumes(Connection),com.cloud.upgrade.dao.Upgrade218to22,cleanupVolumes,(Ljava/sql/Connection;)V,false,true,At Upgrade218to22.java:[line 2218],com.cloud.upgrade.dao.Upgrade218to22,true,2218,2218,70,70,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,At Upgrade218to22.java:[line 2218],com.cloud.upgrade.dao.Upgrade218to22,2218,2218,67,67,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e9266154439fc2ecedd50c5550114cfa,0,1,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade218to22.java,com.cloud.upgrade.dao.Upgrade218to22,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,In class com.cloud.upgrade.dao.Upgrade218to22,com.cloud.upgrade.dao.Upgrade218to22,true,com.cloud.upgrade.dao.Upgrade218to22,2213,2259,0,2619,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,In method com.cloud.upgrade.dao.Upgrade218to22.cleanupVolumes(Connection),com.cloud.upgrade.dao.Upgrade218to22,cleanupVolumes,(Ljava/sql/Connection;)V,false,true,At Upgrade218to22.java:[line 2248],com.cloud.upgrade.dao.Upgrade218to22,true,2248,2248,471,471,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,At Upgrade218to22.java:[line 2248],com.cloud.upgrade.dao.Upgrade218to22,2248,2248,468,468,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e9266154439fc2ecedd50c5550114cfa,1,1,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Upgrade218to22.java,com.cloud.upgrade.dao.Upgrade218to22,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,In class com.cloud.upgrade.dao.Upgrade218to22,com.cloud.upgrade.dao.Upgrade218to22,true,com.cloud.upgrade.dao.Upgrade218to22,2179,2209,0,1886,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,In method com.cloud.upgrade.dao.Upgrade218to22.deleteOrphanedTemplateRef(Connection),com.cloud.upgrade.dao.Upgrade218to22,deleteOrphanedTemplateRef,(Ljava/sql/Connection;)V,false,true,At Upgrade218to22.java:[line 2195],com.cloud.upgrade.dao.Upgrade218to22,true,2195,2195,231,231,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,At Upgrade218to22.java:[line 2195],com.cloud.upgrade.dao.Upgrade218to22,2195,2195,228,228,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,54c4105b5abdd6bf0ac5c7460a2b2be,0,0,117,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In Upgrade218to22.java,com.cloud.upgrade.dao.Upgrade218to22,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,In class com.cloud.upgrade.dao.Upgrade218to22,com.cloud.upgrade.dao.Upgrade218to22,true,com.cloud.upgrade.dao.Upgrade218to22,830,841,0,749,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,"In method com.cloud.upgrade.dao.Upgrade218to22.retrieveNetworkOfferingId(Connection, String)",com.cloud.upgrade.dao.Upgrade218to22,retrieveNetworkOfferingId,(Ljava/sql/Connection;Ljava/lang/String;)J,false,true,At Upgrade218to22.java:[line 835],com.cloud.upgrade.dao.Upgrade218to22,true,835,835,71,71,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,At Upgrade218to22.java:[line 835],com.cloud.upgrade.dao.Upgrade218to22,835,835,68,68,Upgrade218to22.java,com/cloud/upgrade/dao/Upgrade218to22.java,java/com/cloud/upgrade/dao/Upgrade218to22.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b840bba0f3642988f49912f78f3e2c42,0,0,117,,,,,,,,,,,,,,,,,,,,,,
