ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath,SourceLine/5/Message,SourceLine/5/_classname,SourceLine/5/_start,SourceLine/5/_end,SourceLine/5/_startBytecode,SourceLine/5/_endBytecode,SourceLine/5/_sourcefile,SourceLine/5/_sourcepath,SourceLine/5/_relSourcepath,SourceLine/6/Message,SourceLine/6/_classname,SourceLine/6/_start,SourceLine/6/_end,SourceLine/6/_startBytecode,SourceLine/6/_endBytecode,SourceLine/6/_sourcefile,SourceLine/6/_sourcepath,SourceLine/6/_relSourcepath,SourceLine/7/Message,SourceLine/7/_classname,SourceLine/7/_start,SourceLine/7/_end,SourceLine/7/_startBytecode,SourceLine/7/_endBytecode,SourceLine/7/_sourcefile,SourceLine/7/_sourcepath,SourceLine/7/_relSourcepath,String/1/Message,String/1/_value,String/1/_role
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In LibvirtComputingResource.java,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,In class com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,3770,3812,0,937,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,In method com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.cleanVMSnapshotMetadata(Domain),com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,cleanVMSnapshotMetadata,(Lorg/libvirt/Domain;)Ljava/util/List;,false,true,At LibvirtComputingResource.java:[line 3791],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,3791,3791,138,138,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,At LibvirtComputingResource.java:[line 3791],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,3791,3791,135,135,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b3df9f550e5ca07ec3a81f9dc3ec4ce9,1,4,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In LibvirtComputingResource.java,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,In class com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,3770,3812,0,937,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,In method com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.cleanVMSnapshotMetadata(Domain),com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,cleanVMSnapshotMetadata,(Lorg/libvirt/Domain;)Ljava/util/List;,false,true,At LibvirtComputingResource.java:[line 3793],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,3793,3793,154,154,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,At LibvirtComputingResource.java:[line 3793],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,3793,3793,151,151,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b3df9f550e5ca07ec3a81f9dc3ec4ce9,2,4,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In LibvirtComputingResource.java,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,In class com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,3770,3812,0,937,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,In method com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.cleanVMSnapshotMetadata(Domain),com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,cleanVMSnapshotMetadata,(Lorg/libvirt/Domain;)Ljava/util/List;,false,true,At LibvirtComputingResource.java:[line 3795],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,3795,3795,170,170,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,At LibvirtComputingResource.java:[line 3795],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,3795,3795,167,167,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b3df9f550e5ca07ec3a81f9dc3ec4ce9,3,4,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In LibvirtComputingResource.java,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,In class com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,3770,3812,0,937,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,In method com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.cleanVMSnapshotMetadata(Domain),com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,cleanVMSnapshotMetadata,(Lorg/libvirt/Domain;)Ljava/util/List;,false,true,At LibvirtComputingResource.java:[line 3798],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,3798,3798,210,210,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,At LibvirtComputingResource.java:[line 3798],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,3798,3798,207,207,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b3df9f550e5ca07ec3a81f9dc3ec4ce9,4,4,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In LibvirtComputingResource.java,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,In class com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,2501,2513,0,158,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,In method com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.cleanupDisk(LibvirtVMDef$DiskDef),com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,cleanupDisk,(Lcom/cloud/hypervisor/kvm/resource/LibvirtVMDef$DiskDef;)Z,false,true,At LibvirtComputingResource.java:[line 2504],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,2504,2504,32,32,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,At LibvirtComputingResource.java:[line 2504],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,2504,2504,29,29,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,41c341bef3fc41adc0979b252bca2586,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In LibvirtComputingResource.java,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,In class com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,604,1089,0,5290,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,"In method com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.configure(String, Map)",com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,configure,(Ljava/lang/String;Ljava/util/Map;)Z,false,true,At LibvirtComputingResource.java:[line 963],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,963,963,2289,2289,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,At LibvirtComputingResource.java:[line 963],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,963,963,2286,2286,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,15bbba51fc41c28d13e878ded1e3706f,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In LibvirtComputingResource.java,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,In class com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,604,1089,0,5290,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,"In method com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.configure(String, Map)",com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,configure,(Ljava/lang/String;Ljava/util/Map;)Z,false,true,At LibvirtComputingResource.java:[line 1036],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,1036,1036,2819,2819,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,At LibvirtComputingResource.java:[line 1036],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,1036,1036,2816,2816,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,72acf2b66d73f10b55d29539d3b5ab99,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In LibvirtComputingResource.java,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,In class com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,604,1089,0,5290,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,"In method com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.configure(String, Map)",com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,configure,(Ljava/lang/String;Ljava/util/Map;)Z,false,true,At LibvirtComputingResource.java:[line 1070],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,1070,1070,3132,3132,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,At LibvirtComputingResource.java:[line 1070],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,1070,1070,3129,3129,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,72acf2b66d73f10b55d29539d3b5ab99,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In LibvirtComputingResource.java,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,In class com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,1961,1985,0,447,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,"In method com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.configureVPCNetworkUsage(String, String, String, String)",com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,configureVPCNetworkUsage,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,false,true,At LibvirtComputingResource.java:[line 1982],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,1982,1982,218,218,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,At LibvirtComputingResource.java:[line 1982],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,1982,1982,215,215,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,492386a88b4ba396ff2d652ecea03170,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In LibvirtComputingResource.java,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,In class com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,342,354,0,352,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,"In method com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.createFileInVR(String, String, String, String)",com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,createFileInVR,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lcom/cloud/utils/ExecutionResult;,false,true,At LibvirtComputingResource.java:[line 345],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,345,345,49,49,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,At LibvirtComputingResource.java:[line 344],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,344,344,39,39,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,1fd6c64d222d66aae37de64bfbdd176a,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In LibvirtComputingResource.java,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,In class com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,342,354,0,352,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,"In method com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.createFileInVR(String, String, String, String)",com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,createFileInVR,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lcom/cloud/utils/ExecutionResult;,false,true,At LibvirtComputingResource.java:[line 350],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,350,350,114,114,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,At LibvirtComputingResource.java:[line 350],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,350,350,109,109,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,6edf13675e453202a14b2a35565b2a9c,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In LibvirtComputingResource.java,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,In class com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,2285,2447,0,2517,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,"In method com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.createVbd(Connect, VirtualMachineTO, String, LibvirtVMDef)",com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,createVbd,(Lorg/libvirt/Connect;Lcom/cloud/agent/api/to/VirtualMachineTO;Ljava/lang/String;Lcom/cloud/hypervisor/kvm/resource/LibvirtVMDef;)V,false,true,At LibvirtComputingResource.java:[line 2328],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,2328,2328,420,420,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,At LibvirtComputingResource.java:[line 2328],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,2328,2328,417,417,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,9866435409c906894b10e59c17c0865,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In LibvirtComputingResource.java,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,In class com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,2285,2447,0,2517,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,"In method com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.createVbd(Connect, VirtualMachineTO, String, LibvirtVMDef)",com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,createVbd,(Lorg/libvirt/Connect;Lcom/cloud/agent/api/to/VirtualMachineTO;Ljava/lang/String;Lcom/cloud/hypervisor/kvm/resource/LibvirtVMDef;)V,false,true,At LibvirtComputingResource.java:[line 2404],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,true,2404,2404,987,987,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,At LibvirtComputingResource.java:[line 2404],com.cloud.hypervisor.kvm.resource.LibvirtComputingResource,2404,2404,984,984,LibvirtComputingResource.java,com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e4f6b426a7e94b52e11e6d9eada17f4,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
