ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath,SourceLine/5/Message,SourceLine/5/_classname,SourceLine/5/_start,SourceLine/5/_end,SourceLine/5/_startBytecode,SourceLine/5/_endBytecode,SourceLine/5/_sourcefile,SourceLine/5/_sourcepath,SourceLine/5/_relSourcepath,String/1/Message,String/1/_value,String/1/_role
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In QuotaAlertManagerImpl.java,org.apache.cloudstack.quota.QuotaAlertManagerImpl,QuotaAlertManagerImpl.java,org/apache/cloudstack/quota/QuotaAlertManagerImpl.java,java/org/apache/cloudstack/quota/QuotaAlertManagerImpl.java,In class org.apache.cloudstack.quota.QuotaAlertManagerImpl,org.apache.cloudstack.quota.QuotaAlertManagerImpl,true,org.apache.cloudstack.quota.QuotaAlertManagerImpl,190,244,0,1260,QuotaAlertManagerImpl.java,org/apache/cloudstack/quota/QuotaAlertManagerImpl.java,java/org/apache/cloudstack/quota/QuotaAlertManagerImpl.java,In method org.apache.cloudstack.quota.QuotaAlertManagerImpl.sendQuotaAlert(QuotaAlertManagerImpl$DeferredQuotaEmail),org.apache.cloudstack.quota.QuotaAlertManagerImpl,sendQuotaAlert,(Lorg/apache/cloudstack/quota/QuotaAlertManagerImpl$DeferredQuotaEmail;)V,false,true,At QuotaAlertManagerImpl.java:[line 242],org.apache.cloudstack.quota.QuotaAlertManagerImpl,true,242,242,658,658,QuotaAlertManagerImpl.java,org/apache/cloudstack/quota/QuotaAlertManagerImpl.java,java/org/apache/cloudstack/quota/QuotaAlertManagerImpl.java,At QuotaAlertManagerImpl.java:[line 193],org.apache.cloudstack.quota.QuotaAlertManagerImpl,193,193,17,17,QuotaAlertManagerImpl.java,org/apache/cloudstack/quota/QuotaAlertManagerImpl.java,java/org/apache/cloudstack/quota/QuotaAlertManagerImpl.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,bed3cefffa981f371eca2791c9d92008,1,1,117,At QuotaAlertManagerImpl.java:[line 242],org.apache.cloudstack.quota.QuotaAlertManagerImpl,242,242,655,655,QuotaAlertManagerImpl.java,org/apache/cloudstack/quota/QuotaAlertManagerImpl.java,java/org/apache/cloudstack/quota/QuotaAlertManagerImpl.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In QuotaAlertManagerImpl.java,org.apache.cloudstack.quota.QuotaAlertManagerImpl$EmailQuotaAlert,QuotaAlertManagerImpl.java,org/apache/cloudstack/quota/QuotaAlertManagerImpl.java,java/org/apache/cloudstack/quota/QuotaAlertManagerImpl.java,In class org.apache.cloudstack.quota.QuotaAlertManagerImpl$EmailQuotaAlert,org.apache.cloudstack.quota.QuotaAlertManagerImpl$EmailQuotaAlert,true,org.apache.cloudstack.quota.QuotaAlertManagerImpl$EmailQuotaAlert,385,418,0,625,QuotaAlertManagerImpl.java,org/apache/cloudstack/quota/QuotaAlertManagerImpl.java,java/org/apache/cloudstack/quota/QuotaAlertManagerImpl.java,"In method org.apache.cloudstack.quota.QuotaAlertManagerImpl$EmailQuotaAlert.sendQuotaAlert(List, String, String)",org.apache.cloudstack.quota.QuotaAlertManagerImpl$EmailQuotaAlert,sendQuotaAlert,(Ljava/util/List;Ljava/lang/String;Ljava/lang/String;)V,false,true,At QuotaAlertManagerImpl.java:[line 399],org.apache.cloudstack.quota.QuotaAlertManagerImpl$EmailQuotaAlert,true,399,399,165,165,QuotaAlertManagerImpl.java,org/apache/cloudstack/quota/QuotaAlertManagerImpl.java,java/org/apache/cloudstack/quota/QuotaAlertManagerImpl.java,At QuotaAlertManagerImpl.java:[line 399],org.apache.cloudstack.quota.QuotaAlertManagerImpl$EmailQuotaAlert,399,399,160,160,QuotaAlertManagerImpl.java,org/apache/cloudstack/quota/QuotaAlertManagerImpl.java,java/org/apache/cloudstack/quota/QuotaAlertManagerImpl.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d7547c444fa9fe6bd571b149902d54fd,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In QuotaManagerImpl.java,org.apache.cloudstack.quota.QuotaManagerImpl,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,In class org.apache.cloudstack.quota.QuotaManagerImpl,org.apache.cloudstack.quota.QuotaManagerImpl,true,org.apache.cloudstack.quota.QuotaManagerImpl,300,315,0,403,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,"In method org.apache.cloudstack.quota.QuotaManagerImpl.aggregateCreditBetweenDates(AccountVO, Date, Date)",org.apache.cloudstack.quota.QuotaManagerImpl,aggregateCreditBetweenDates,(Lcom/cloud/user/AccountVO;Ljava/util/Date;Ljava/util/Date;)Ljava/math/BigDecimal;,false,true,At QuotaManagerImpl.java:[line 304],org.apache.cloudstack.quota.QuotaManagerImpl,true,304,304,86,86,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,At QuotaManagerImpl.java:[line 304],org.apache.cloudstack.quota.QuotaManagerImpl,304,304,83,83,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3e79ebe0053a2b054e152f9cb4ce18b5,0,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In QuotaManagerImpl.java,org.apache.cloudstack.quota.QuotaManagerImpl,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,In class org.apache.cloudstack.quota.QuotaManagerImpl,org.apache.cloudstack.quota.QuotaManagerImpl,true,org.apache.cloudstack.quota.QuotaManagerImpl,300,315,0,403,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,"In method org.apache.cloudstack.quota.QuotaManagerImpl.aggregateCreditBetweenDates(AccountVO, Date, Date)",org.apache.cloudstack.quota.QuotaManagerImpl,aggregateCreditBetweenDates,(Lcom/cloud/user/AccountVO;Ljava/util/Date;Ljava/util/Date;)Ljava/math/BigDecimal;,false,true,At QuotaManagerImpl.java:[line 309],org.apache.cloudstack.quota.QuotaManagerImpl,true,309,309,157,157,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,At QuotaManagerImpl.java:[line 309],org.apache.cloudstack.quota.QuotaManagerImpl,309,309,154,154,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3e79ebe0053a2b054e152f9cb4ce18b5,1,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In QuotaManagerImpl.java,org.apache.cloudstack.quota.QuotaManagerImpl,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,In class org.apache.cloudstack.quota.QuotaManagerImpl,org.apache.cloudstack.quota.QuotaManagerImpl,true,org.apache.cloudstack.quota.QuotaManagerImpl,300,315,0,403,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,"In method org.apache.cloudstack.quota.QuotaManagerImpl.aggregateCreditBetweenDates(AccountVO, Date, Date)",org.apache.cloudstack.quota.QuotaManagerImpl,aggregateCreditBetweenDates,(Lcom/cloud/user/AccountVO;Ljava/util/Date;Ljava/util/Date;)Ljava/math/BigDecimal;,false,true,At QuotaManagerImpl.java:[line 310],org.apache.cloudstack.quota.QuotaManagerImpl,true,310,310,183,183,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,At QuotaManagerImpl.java:[line 310],org.apache.cloudstack.quota.QuotaManagerImpl,310,310,180,180,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3e79ebe0053a2b054e152f9cb4ce18b5,2,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In QuotaManagerImpl.java,org.apache.cloudstack.quota.QuotaManagerImpl,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,In class org.apache.cloudstack.quota.QuotaManagerImpl,org.apache.cloudstack.quota.QuotaManagerImpl,true,org.apache.cloudstack.quota.QuotaManagerImpl,136,192,0,713,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,"In method org.apache.cloudstack.quota.QuotaManagerImpl.aggregatePendingQuotaRecordsForAccount(AccountVO, Pair)",org.apache.cloudstack.quota.QuotaManagerImpl,aggregatePendingQuotaRecordsForAccount,(Lcom/cloud/user/AccountVO;Lcom/cloud/utils/Pair;)Ljava/util/List;,false,true,At QuotaManagerImpl.java:[line 140],org.apache.cloudstack.quota.QuotaManagerImpl,true,140,140,61,61,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,At QuotaManagerImpl.java:[line 140],org.apache.cloudstack.quota.QuotaManagerImpl,140,140,58,58,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e23d286406710942d9bf44a4d6e05380,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In QuotaManagerImpl.java,org.apache.cloudstack.quota.QuotaManagerImpl,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,In class org.apache.cloudstack.quota.QuotaManagerImpl,org.apache.cloudstack.quota.QuotaManagerImpl,true,org.apache.cloudstack.quota.QuotaManagerImpl,320,332,0,412,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,In method org.apache.cloudstack.quota.QuotaManagerImpl.calculateQuotaUsage(),org.apache.cloudstack.quota.QuotaManagerImpl,calculateQuotaUsage,()Z,false,true,At QuotaManagerImpl.java:[line 324],org.apache.cloudstack.quota.QuotaManagerImpl,true,324,324,120,120,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,At QuotaManagerImpl.java:[line 324],org.apache.cloudstack.quota.QuotaManagerImpl,324,324,117,117,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e4ffda0b429336e0bb9e7f7f09f68ec2,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In QuotaManagerImpl.java,org.apache.cloudstack.quota.QuotaManagerImpl,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,In class org.apache.cloudstack.quota.QuotaManagerImpl,org.apache.cloudstack.quota.QuotaManagerImpl,true,org.apache.cloudstack.quota.QuotaManagerImpl,320,332,0,412,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,In method org.apache.cloudstack.quota.QuotaManagerImpl.calculateQuotaUsage(),org.apache.cloudstack.quota.QuotaManagerImpl,calculateQuotaUsage,()Z,false,true,At QuotaManagerImpl.java:[line 328],org.apache.cloudstack.quota.QuotaManagerImpl,true,328,328,193,193,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,At QuotaManagerImpl.java:[line 328],org.apache.cloudstack.quota.QuotaManagerImpl,328,328,190,190,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e4ffda0b429336e0bb9e7f7f09f68ec2,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In QuotaManagerImpl.java,org.apache.cloudstack.quota.QuotaManagerImpl,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,In class org.apache.cloudstack.quota.QuotaManagerImpl,org.apache.cloudstack.quota.QuotaManagerImpl,true,org.apache.cloudstack.quota.QuotaManagerImpl,93,116,0,343,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,"In method org.apache.cloudstack.quota.QuotaManagerImpl.configure(String, Map)",org.apache.cloudstack.quota.QuotaManagerImpl,configure,(Ljava/lang/String;Ljava/util/Map;)Z,false,true,At QuotaManagerImpl.java:[line 114],org.apache.cloudstack.quota.QuotaManagerImpl,true,114,114,139,139,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,At QuotaManagerImpl.java:[line 114],org.apache.cloudstack.quota.QuotaManagerImpl,114,114,136,136,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,747d6b8bc82b28ae327bfe72cfaedaee,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In QuotaManagerImpl.java,org.apache.cloudstack.quota.QuotaManagerImpl,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,In class org.apache.cloudstack.quota.QuotaManagerImpl,org.apache.cloudstack.quota.QuotaManagerImpl,true,org.apache.cloudstack.quota.QuotaManagerImpl,196,266,0,1184,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,"In method org.apache.cloudstack.quota.QuotaManagerImpl.processQuotaBalanceForAccount(AccountVO, List)",org.apache.cloudstack.quota.QuotaManagerImpl,processQuotaBalanceForAccount,(Lcom/cloud/user/AccountVO;Ljava/util/List;)V,false,true,At QuotaManagerImpl.java:[line 200],org.apache.cloudstack.quota.QuotaManagerImpl,true,200,200,33,33,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,At QuotaManagerImpl.java:[line 200],org.apache.cloudstack.quota.QuotaManagerImpl,200,200,28,28,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e5fb86229ce4b7b05a6d89ea279a654a,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Method usage detected only with safe arguments,detected only with safe arguments,Method usage
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In QuotaManagerImpl.java,org.apache.cloudstack.quota.QuotaManagerImpl,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,In class org.apache.cloudstack.quota.QuotaManagerImpl,org.apache.cloudstack.quota.QuotaManagerImpl,true,org.apache.cloudstack.quota.QuotaManagerImpl,196,266,0,1184,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,"In method org.apache.cloudstack.quota.QuotaManagerImpl.processQuotaBalanceForAccount(AccountVO, List)",org.apache.cloudstack.quota.QuotaManagerImpl,processQuotaBalanceForAccount,(Lcom/cloud/user/AccountVO;Ljava/util/List;)V,false,true,At QuotaManagerImpl.java:[line 205],org.apache.cloudstack.quota.QuotaManagerImpl,true,205,205,106,106,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,At QuotaManagerImpl.java:[line 205],org.apache.cloudstack.quota.QuotaManagerImpl,205,205,103,103,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,45ecc2224c28133dd33345902d624da3,0,4,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In QuotaManagerImpl.java,org.apache.cloudstack.quota.QuotaManagerImpl,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,In class org.apache.cloudstack.quota.QuotaManagerImpl,org.apache.cloudstack.quota.QuotaManagerImpl,true,org.apache.cloudstack.quota.QuotaManagerImpl,196,266,0,1184,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,"In method org.apache.cloudstack.quota.QuotaManagerImpl.processQuotaBalanceForAccount(AccountVO, List)",org.apache.cloudstack.quota.QuotaManagerImpl,processQuotaBalanceForAccount,(Lcom/cloud/user/AccountVO;Ljava/util/List;)V,false,true,At QuotaManagerImpl.java:[line 206],org.apache.cloudstack.quota.QuotaManagerImpl,true,206,206,178,178,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,At QuotaManagerImpl.java:[line 207],org.apache.cloudstack.quota.QuotaManagerImpl,207,207,175,175,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,45ecc2224c28133dd33345902d624da3,1,4,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In QuotaManagerImpl.java,org.apache.cloudstack.quota.QuotaManagerImpl,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,In class org.apache.cloudstack.quota.QuotaManagerImpl,org.apache.cloudstack.quota.QuotaManagerImpl,true,org.apache.cloudstack.quota.QuotaManagerImpl,196,266,0,1184,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,"In method org.apache.cloudstack.quota.QuotaManagerImpl.processQuotaBalanceForAccount(AccountVO, List)",org.apache.cloudstack.quota.QuotaManagerImpl,processQuotaBalanceForAccount,(Lcom/cloud/user/AccountVO;Ljava/util/List;)V,false,true,At QuotaManagerImpl.java:[line 226],org.apache.cloudstack.quota.QuotaManagerImpl,true,226,226,387,387,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,At QuotaManagerImpl.java:[line 226],org.apache.cloudstack.quota.QuotaManagerImpl,226,226,384,384,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,45ecc2224c28133dd33345902d624da3,2,4,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In QuotaManagerImpl.java,org.apache.cloudstack.quota.QuotaManagerImpl,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,In class org.apache.cloudstack.quota.QuotaManagerImpl,org.apache.cloudstack.quota.QuotaManagerImpl,true,org.apache.cloudstack.quota.QuotaManagerImpl,196,266,0,1184,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,"In method org.apache.cloudstack.quota.QuotaManagerImpl.processQuotaBalanceForAccount(AccountVO, List)",org.apache.cloudstack.quota.QuotaManagerImpl,processQuotaBalanceForAccount,(Lcom/cloud/user/AccountVO;Ljava/util/List;)V,false,true,At QuotaManagerImpl.java:[line 234],org.apache.cloudstack.quota.QuotaManagerImpl,true,234,234,471,471,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,At QuotaManagerImpl.java:[line 234],org.apache.cloudstack.quota.QuotaManagerImpl,234,234,468,468,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,45ecc2224c28133dd33345902d624da3,3,4,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In QuotaManagerImpl.java,org.apache.cloudstack.quota.QuotaManagerImpl,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,In class org.apache.cloudstack.quota.QuotaManagerImpl,org.apache.cloudstack.quota.QuotaManagerImpl,true,org.apache.cloudstack.quota.QuotaManagerImpl,196,266,0,1184,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,"In method org.apache.cloudstack.quota.QuotaManagerImpl.processQuotaBalanceForAccount(AccountVO, List)",org.apache.cloudstack.quota.QuotaManagerImpl,processQuotaBalanceForAccount,(Lcom/cloud/user/AccountVO;Ljava/util/List;)V,false,true,At QuotaManagerImpl.java:[line 256],org.apache.cloudstack.quota.QuotaManagerImpl,true,256,256,673,673,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,At QuotaManagerImpl.java:[line 256],org.apache.cloudstack.quota.QuotaManagerImpl,256,256,670,670,QuotaManagerImpl.java,org/apache/cloudstack/quota/QuotaManagerImpl.java,java/org/apache/cloudstack/quota/QuotaManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,45ecc2224c28133dd33345902d624da3,4,4,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
