ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,String/1/Message,String/1/_value,String/1/_role,Method/SourceLine/0/_synthetic,SourceLine/0/_synthetic
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In ConsoleProxyLoggerFactory.java,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,In class com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,true,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,100,101,0,75,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,"In method com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger.error(Object, Throwable)",com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,error,(Ljava/lang/Object;Ljava/lang/Throwable;)V,false,true,At ConsoleProxyLoggerFactory.java:[line 100],com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,true,100,100,6,6,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,a379e59b3850a228bb88783d133fe1af,0,0,117,Method usage not detected,not detected,Method usage,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In ConsoleProxyLoggerFactory.java,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,In class com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,true,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,65,66,0,64,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,In method com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger.info(Object),com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,info,(Ljava/lang/Object;)V,false,true,At ConsoleProxyLoggerFactory.java:[line 65],com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,true,65,65,5,5,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,c7f124ed226ffbfd5a00622ac0a1aef7,0,0,117,Method usage not detected,not detected,Method usage,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In ConsoleProxyLoggerFactory.java,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,In class com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,true,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,70,71,0,75,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,"In method com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger.info(Object, Throwable)",com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,info,(Ljava/lang/Object;Ljava/lang/Throwable;)V,false,true,At ConsoleProxyLoggerFactory.java:[line 70],com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,true,70,70,6,6,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,2619f5ca029e92d05984881a90550616,0,0,117,Method usage not detected,not detected,Method usage,,
Potential CRLF Injection for logs,This use of Logger.trace(...) might be used to include CRLF characters into log messages,In ConsoleProxyLoggerFactory.java,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,In class com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,true,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,55,56,0,64,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,In method com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger.trace(Object),com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,trace,(Ljava/lang/Object;)V,false,true,At ConsoleProxyLoggerFactory.java:[line 55],com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,true,55,55,5,5,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,,,,,,,,,,Sink method Logger.trace(...),Logger.trace(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d3b9bc403b90e7bac0463151bb0565e8,0,0,117,Method usage not detected,not detected,Method usage,,
Potential CRLF Injection for logs,This use of Logger.trace(...) might be used to include CRLF characters into log messages,In ConsoleProxyLoggerFactory.java,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,In class com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,true,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,60,61,0,75,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,"In method com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger.trace(Object, Throwable)",com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,trace,(Ljava/lang/Object;Ljava/lang/Throwable;)V,false,true,At ConsoleProxyLoggerFactory.java:[line 60],com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,true,60,60,6,6,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,,,,,,,,,,Sink method Logger.trace(...),Logger.trace(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3a72ca43d6c54f27751192626fd7dd49,0,0,117,Method usage not detected,not detected,Method usage,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In ConsoleProxyLoggerFactory.java,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,In class com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,true,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,85,86,0,64,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,In method com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger.warn(Object),com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,warn,(Ljava/lang/Object;)V,false,true,At ConsoleProxyLoggerFactory.java:[line 85],com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,true,85,85,5,5,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,,,,,,,,,,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3d05c1498af514658fb43b5bec8105c1,0,0,117,Method usage not detected,not detected,Method usage,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In ConsoleProxyLoggerFactory.java,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,In class com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,true,com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,90,91,0,75,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,"In method com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger.warn(Object, Throwable)",com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,warn,(Ljava/lang/Object;Ljava/lang/Throwable;)V,false,true,At ConsoleProxyLoggerFactory.java:[line 90],com.cloud.consoleproxy.ConsoleProxyLoggerFactory$Log4jLogger,true,90,90,6,6,ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,com/cloud/consoleproxy/ConsoleProxyLoggerFactory.java,,,,,,,,,,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,61131e8a6d55b72db978afcc63e34584,0,0,117,Method usage not detected,not detected,Method usage,,
Potential Command Injection,This usage of Runtime.exec(...) can be vulnerable to Command Injection,In ConsoleProxyMonitor.java,com.cloud.consoleproxy.ConsoleProxyMonitor,ConsoleProxyMonitor.java,com/cloud/consoleproxy/ConsoleProxyMonitor.java,com/cloud/consoleproxy/ConsoleProxyMonitor.java,In class com.cloud.consoleproxy.ConsoleProxyMonitor,com.cloud.consoleproxy.ConsoleProxyMonitor,true,com.cloud.consoleproxy.ConsoleProxyMonitor,60,95,0,396,ConsoleProxyMonitor.java,com/cloud/consoleproxy/ConsoleProxyMonitor.java,com/cloud/consoleproxy/ConsoleProxyMonitor.java,In method com.cloud.consoleproxy.ConsoleProxyMonitor.run(),com.cloud.consoleproxy.ConsoleProxyMonitor,run,()V,false,true,At ConsoleProxyMonitor.java:[line 74],com.cloud.consoleproxy.ConsoleProxyMonitor,true,74,74,56,56,ConsoleProxyMonitor.java,com/cloud/consoleproxy/ConsoleProxyMonitor.java,com/cloud/consoleproxy/ConsoleProxyMonitor.java,At ConsoleProxyMonitor.java:[line 69],com.cloud.consoleproxy.ConsoleProxyMonitor,69,69,22,22,ConsoleProxyMonitor.java,com/cloud/consoleproxy/ConsoleProxyMonitor.java,com/cloud/consoleproxy/ConsoleProxyMonitor.java,Sink method Runtime.exec(...),Runtime.exec(...),Sink method,COMMAND_INJECTION,2,7,SECCI,SECURITY,2c9c5efa952966580ec0b904e4168572,0,0,78,,,,,
Cipher with no integrity,The cipher does not provide data integrity,In ConsoleProxyPasswordBasedEncryptor.java,com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,In class com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,true,com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,90,117,0,467,ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,In method com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor.decryptText(String),com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,decryptText,(Ljava/lang/String;)Ljava/lang/String;,false,true,At ConsoleProxyPasswordBasedEncryptor.java:[line 94],com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,true,94,94,15,15,ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,,,,,,,,,,,,,CIPHER_INTEGRITY,1,5,CIPINT,SECURITY,9f45b3d6534f60726304ce82e5c1b50f,0,0,353,,,,,
Cipher with no integrity,The cipher does not provide data integrity,In ConsoleProxyPasswordBasedEncryptor.java,com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,In class com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,true,com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,57,85,0,463,ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,In method com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor.encryptText(String),com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,encryptText,(Ljava/lang/String;)Ljava/lang/String;,false,true,At ConsoleProxyPasswordBasedEncryptor.java:[line 61],com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,true,61,61,15,15,ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,,,,,,,,,,,,,CIPHER_INTEGRITY,1,5,CIPINT,SECURITY,ae90b0bd4ee90b8443c378a1247058bd,0,0,353,,,,,
Cipher is susceptible to Padding Oracle,The cipher is susceptible to padding oracle attacks,In ConsoleProxyPasswordBasedEncryptor.java,com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,In class com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,true,com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,90,117,0,467,ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,In method com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor.decryptText(String),com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,decryptText,(Ljava/lang/String;)Ljava/lang/String;,false,true,At ConsoleProxyPasswordBasedEncryptor.java:[line 94],com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,true,94,94,15,15,ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,,,,,,,,,,,,,PADDING_ORACLE,1,5,PADORA,SECURITY,63d5c50eb410d59a1497674accd59461,0,0,,,,,,
Cipher is susceptible to Padding Oracle,The cipher is susceptible to padding oracle attacks,In ConsoleProxyPasswordBasedEncryptor.java,com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,In class com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,true,com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,57,85,0,463,ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,In method com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor.encryptText(String),com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,encryptText,(Ljava/lang/String;)Ljava/lang/String;,false,true,At ConsoleProxyPasswordBasedEncryptor.java:[line 61],com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,true,61,61,15,15,ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,,,,,,,,,,,,,PADDING_ORACLE,1,5,PADORA,SECURITY,f9174c6891057eb71629f188d4e0fa31,0,0,,,,,,
Static IV,The initialization vector (IV) is not properly generated,In ConsoleProxyPasswordBasedEncryptor.java,com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,In class com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,true,com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,57,85,0,463,ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,In method com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor.encryptText(String),com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,encryptText,(Ljava/lang/String;)Ljava/lang/String;,false,true,At ConsoleProxyPasswordBasedEncryptor.java:[line 64],com.cloud.consoleproxy.ConsoleProxyPasswordBasedEncryptor,true,64,64,50,50,ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,com/cloud/consoleproxy/ConsoleProxyPasswordBasedEncryptor.java,,,,,,,,,,,,,STATIC_IV,2,7,STAIV,SECURITY,39c5d1f8526f9706862f34157aa0b535,0,0,329,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In ConsoleProxyRdpClient.java,com.cloud.consoleproxy.ConsoleProxyRdpClient,ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,In class com.cloud.consoleproxy.ConsoleProxyRdpClient,com.cloud.consoleproxy.ConsoleProxyRdpClient,true,com.cloud.consoleproxy.ConsoleProxyRdpClient,238,318,0,714,ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,In method com.cloud.consoleproxy.ConsoleProxyRdpClient.initClient(ConsoleProxyClientParam),com.cloud.consoleproxy.ConsoleProxyRdpClient,initClient,(Lcom/cloud/consoleproxy/ConsoleProxyClientParam;)V,false,true,At ConsoleProxyRdpClient.java:[line 279],com.cloud.consoleproxy.ConsoleProxyRdpClient,true,279,279,195,195,ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,At ConsoleProxyRdpClient.java:[line 279],com.cloud.consoleproxy.ConsoleProxyRdpClient,279,279,192,192,ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,cdf1837335a56a5b06818b4100d52221,0,1,117,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In ConsoleProxyRdpClient.java,com.cloud.consoleproxy.ConsoleProxyRdpClient,ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,In class com.cloud.consoleproxy.ConsoleProxyRdpClient,com.cloud.consoleproxy.ConsoleProxyRdpClient,true,com.cloud.consoleproxy.ConsoleProxyRdpClient,238,318,0,714,ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,In method com.cloud.consoleproxy.ConsoleProxyRdpClient.initClient(ConsoleProxyClientParam),com.cloud.consoleproxy.ConsoleProxyRdpClient,initClient,(Lcom/cloud/consoleproxy/ConsoleProxyClientParam;)V,false,true,At ConsoleProxyRdpClient.java:[line 316],com.cloud.consoleproxy.ConsoleProxyRdpClient,true,316,316,327,327,ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,At ConsoleProxyRdpClient.java:[line 316],com.cloud.consoleproxy.ConsoleProxyRdpClient,316,316,324,324,ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,cdf1837335a56a5b06818b4100d52221,1,1,117,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In ConsoleProxyRdpClient.java,com.cloud.consoleproxy.ConsoleProxyRdpClient$2,ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,In class com.cloud.consoleproxy.ConsoleProxyRdpClient$2,com.cloud.consoleproxy.ConsoleProxyRdpClient$2,true,com.cloud.consoleproxy.ConsoleProxyRdpClient$2,288,310,0,462,ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,In method com.cloud.consoleproxy.ConsoleProxyRdpClient$2.run(),com.cloud.consoleproxy.ConsoleProxyRdpClient$2,run,()V,false,true,At ConsoleProxyRdpClient.java:[line 302],com.cloud.consoleproxy.ConsoleProxyRdpClient$2,true,302,302,189,189,ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,At ConsoleProxyRdpClient.java:[line 302],com.cloud.consoleproxy.ConsoleProxyRdpClient$2,302,302,186,186,ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,com/cloud/consoleproxy/ConsoleProxyRdpClient.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,98d47cccd376615759389daa27863ba3,0,0,117,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In ConsoleProxyResourceHandler.java,com.cloud.consoleproxy.ConsoleProxyResourceHandler,ConsoleProxyResourceHandler.java,com/cloud/consoleproxy/ConsoleProxyResourceHandler.java,com/cloud/consoleproxy/ConsoleProxyResourceHandler.java,In class com.cloud.consoleproxy.ConsoleProxyResourceHandler,com.cloud.consoleproxy.ConsoleProxyResourceHandler,true,com.cloud.consoleproxy.ConsoleProxyResourceHandler,86,136,0,837,ConsoleProxyResourceHandler.java,com/cloud/consoleproxy/ConsoleProxyResourceHandler.java,com/cloud/consoleproxy/ConsoleProxyResourceHandler.java,In method com.cloud.consoleproxy.ConsoleProxyResourceHandler.doHandle(HttpExchange),com.cloud.consoleproxy.ConsoleProxyResourceHandler,doHandle,(Lcom/sun/net/httpserver/HttpExchange;)V,false,true,At ConsoleProxyResourceHandler.java:[line 105],com.cloud.consoleproxy.ConsoleProxyResourceHandler,true,105,105,169,169,ConsoleProxyResourceHandler.java,com/cloud/consoleproxy/ConsoleProxyResourceHandler.java,com/cloud/consoleproxy/ConsoleProxyResourceHandler.java,At ConsoleProxyResourceHandler.java:[line 105],com.cloud.consoleproxy.ConsoleProxyResourceHandler,105,105,166,166,ConsoleProxyResourceHandler.java,com/cloud/consoleproxy/ConsoleProxyResourceHandler.java,com/cloud/consoleproxy/ConsoleProxyResourceHandler.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,fde46a59a2f076e7ac5175eeefe00f53,0,0,22,,,,,
