ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/Message,String/_value,String/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath,SourceLine/5/Message,SourceLine/5/_classname,SourceLine/5/_start,SourceLine/5/_end,SourceLine/5/_startBytecode,SourceLine/5/_endBytecode,SourceLine/5/_sourcefile,SourceLine/5/_sourcepath,SourceLine/5/_relSourcepath,SourceLine/6/Message,SourceLine/6/_classname,SourceLine/6/_start,SourceLine/6/_end,SourceLine/6/_startBytecode,SourceLine/6/_endBytecode,SourceLine/6/_sourcefile,SourceLine/6/_sourcepath,SourceLine/6/_relSourcepath,SourceLine/7/Message,SourceLine/7/_classname,SourceLine/7/_start,SourceLine/7/_end,SourceLine/7/_startBytecode,SourceLine/7/_endBytecode,SourceLine/7/_sourcefile,SourceLine/7/_sourcepath,SourceLine/7/_relSourcepath,Method/SourceLine/0/_synthetic,SourceLine/0/_synthetic,SourceLine/8/Message,SourceLine/8/_classname,SourceLine/8/_start,SourceLine/8/_end,SourceLine/8/_startBytecode,SourceLine/8/_endBytecode,SourceLine/8/_sourcefile,SourceLine/8/_sourcepath,SourceLine/8/_relSourcepath
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In CitrixResourceBase.java,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,In class com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,5335,5371,0,1574,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,"In method com.cloud.hypervisor.xenserver.resource.CitrixResourceBase.copyConfigDriveIsoToHost(Connection, SR, String)",com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,copyConfigDriveIsoToHost,(Lcom/xensource/xenapi/Connection;Lcom/xensource/xenapi/SR;Ljava/lang/String;)Z,false,true,At CitrixResourceBase.java:[line 5351],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,5351,5351,221,221,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,At CitrixResourceBase.java:[line 5351],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,5351,5351,218,218,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,4bae4712f511740ac3b6b9841c639d73,1,5,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In CitrixResourceBase.java,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,In class com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,5335,5371,0,1574,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,"In method com.cloud.hypervisor.xenserver.resource.CitrixResourceBase.copyConfigDriveIsoToHost(Connection, SR, String)",com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,copyConfigDriveIsoToHost,(Lcom/xensource/xenapi/Connection;Lcom/xensource/xenapi/SR;Ljava/lang/String;)Z,false,true,At CitrixResourceBase.java:[line 5353],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,5353,5353,390,390,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,At CitrixResourceBase.java:[line 5353],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,5353,5353,385,385,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,4bae4712f511740ac3b6b9841c639d73,2,5,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In CitrixResourceBase.java,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,In class com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,5335,5371,0,1574,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,"In method com.cloud.hypervisor.xenserver.resource.CitrixResourceBase.copyConfigDriveIsoToHost(Connection, SR, String)",com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,copyConfigDriveIsoToHost,(Lcom/xensource/xenapi/Connection;Lcom/xensource/xenapi/SR;Ljava/lang/String;)Z,false,true,At CitrixResourceBase.java:[line 5356],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,5356,5356,574,574,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,At CitrixResourceBase.java:[line 5356],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,5356,5356,569,569,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,4bae4712f511740ac3b6b9841c639d73,3,5,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In CitrixResourceBase.java,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,In class com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,5335,5371,0,1574,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,"In method com.cloud.hypervisor.xenserver.resource.CitrixResourceBase.copyConfigDriveIsoToHost(Connection, SR, String)",com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,copyConfigDriveIsoToHost,(Lcom/xensource/xenapi/Connection;Lcom/xensource/xenapi/SR;Ljava/lang/String;)Z,false,true,At CitrixResourceBase.java:[line 5365],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,5365,5365,770,770,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,At CitrixResourceBase.java:[line 5365],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,5365,5365,767,767,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,4bae4712f511740ac3b6b9841c639d73,4,5,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In CitrixResourceBase.java,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,In class com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,5335,5371,0,1574,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,"In method com.cloud.hypervisor.xenserver.resource.CitrixResourceBase.copyConfigDriveIsoToHost(Connection, SR, String)",com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,copyConfigDriveIsoToHost,(Lcom/xensource/xenapi/Connection;Lcom/xensource/xenapi/SR;Ljava/lang/String;)Z,false,true,At CitrixResourceBase.java:[line 5367],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,5367,5367,826,826,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,At CitrixResourceBase.java:[line 5367],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,5367,5367,823,823,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,4bae4712f511740ac3b6b9841c639d73,5,5,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In CitrixResourceBase.java,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,In class com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,943,962,0,424,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,"In method com.cloud.hypervisor.xenserver.resource.CitrixResourceBase.copyVhdFromSecondaryStorage(Connection, String, String, int)",com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,copyVhdFromSecondaryStorage,(Lcom/xensource/xenapi/Connection;Ljava/lang/String;Ljava/lang/String;I)Ljava/lang/String;,false,true,At CitrixResourceBase.java:[line 961],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,961,961,175,175,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,At CitrixResourceBase.java:[line 407],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,407,407,153,153,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,83e35e8ac5fd2160db2deff08f5e25db,0,0,117,At CitrixResourceBase.java:[line 411],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,411,411,213,213,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,At CitrixResourceBase.java:[line 944],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,944,944,72,72,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,At CitrixResourceBase.java:[line 949],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,949,949,106,106,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In CitrixResourceBase.java,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,In class com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,5218,5244,0,345,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,"In method com.cloud.hypervisor.xenserver.resource.CitrixResourceBase.createAndAttachConfigDriveIsoForVM(Connection, VM, List, String)",com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,createAndAttachConfigDriveIsoForVM,(Lcom/xensource/xenapi/Connection;Lcom/xensource/xenapi/VM;Ljava/util/List;Ljava/lang/String;)Z,false,true,At CitrixResourceBase.java:[line 5227],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,5227,5227,81,81,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,At CitrixResourceBase.java:[line 5227],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,5227,5227,78,78,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,a463941a73ba03a6ef7d85331653d1af,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In CitrixResourceBase.java,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,In class com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,5218,5244,0,345,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,"In method com.cloud.hypervisor.xenserver.resource.CitrixResourceBase.createAndAttachConfigDriveIsoForVM(Connection, VM, List, String)",com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,createAndAttachConfigDriveIsoForVM,(Lcom/xensource/xenapi/Connection;Lcom/xensource/xenapi/VM;Ljava/util/List;Ljava/lang/String;)Z,false,true,At CitrixResourceBase.java:[line 5230],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,5230,5230,120,120,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,At CitrixResourceBase.java:[line 5230],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,5230,5230,117,117,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,a463941a73ba03a6ef7d85331653d1af,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In CitrixResourceBase.java,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,In class com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,967,980,0,493,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,"In method com.cloud.hypervisor.xenserver.resource.CitrixResourceBase.createFileInVR(String, String, String, String)",com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,createFileInVR,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lcom/cloud/utils/ExecutionResult;,false,true,At CitrixResourceBase.java:[line 970],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,970,970,50,50,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,At CitrixResourceBase.java:[line 970],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,970,970,47,47,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,583c5e5f207bc2e4fc08d03d5c1d1642,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In CitrixResourceBase.java,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,In class com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,967,980,0,493,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,"In method com.cloud.hypervisor.xenserver.resource.CitrixResourceBase.createFileInVR(String, String, String, String)",com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,createFileInVR,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lcom/cloud/utils/ExecutionResult;,false,true,At CitrixResourceBase.java:[line 974],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,974,974,146,146,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,At CitrixResourceBase.java:[line 974],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,974,974,143,143,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,805e38d96106e62ff86c2a30659df1e2,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In CitrixResourceBase.java,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,In class com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,967,980,0,493,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,"In method com.cloud.hypervisor.xenserver.resource.CitrixResourceBase.createFileInVR(String, String, String, String)",com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,createFileInVR,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lcom/cloud/utils/ExecutionResult;,false,true,At CitrixResourceBase.java:[line 978],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,978,978,260,260,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,At CitrixResourceBase.java:[line 978],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,978,978,257,257,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,583c5e5f207bc2e4fc08d03d5c1d1642,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In CitrixResourceBase.java,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,In class com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,985,1003,0,616,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,"In method com.cloud.hypervisor.xenserver.resource.CitrixResourceBase.createIsoSRbyURI(Connection, URI, String, boolean)",com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,createIsoSRbyURI,(Lcom/xensource/xenapi/Connection;Ljava/net/URI;Ljava/lang/String;Z)Lcom/xensource/xenapi/SR;,false,true,At CitrixResourceBase.java:[line 998],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,true,998,998,249,249,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,At CitrixResourceBase.java:[line 997],com.cloud.hypervisor.xenserver.resource.CitrixResourceBase,997,997,237,237,CitrixResourceBase.java,com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,java/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,41b9475373a25198b7e0b0028baba0af,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
