ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,String/1/Message,String/1/_value,String/1/_role,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Ovm3HypervisorResource.java,com.cloud.hypervisor.ovm3.resources.Ovm3HypervisorResource,Ovm3HypervisorResource.java,com/cloud/hypervisor/ovm3/resources/Ovm3HypervisorResource.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3HypervisorResource.java,In class com.cloud.hypervisor.ovm3.resources.Ovm3HypervisorResource,com.cloud.hypervisor.ovm3.resources.Ovm3HypervisorResource,true,com.cloud.hypervisor.ovm3.resources.Ovm3HypervisorResource,346,348,0,93,Ovm3HypervisorResource.java,com/cloud/hypervisor/ovm3/resources/Ovm3HypervisorResource.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3HypervisorResource.java,In method com.cloud.hypervisor.ovm3.resources.Ovm3HypervisorResource.setConnection(Connection),com.cloud.hypervisor.ovm3.resources.Ovm3HypervisorResource,setConnection,(Lcom/cloud/hypervisor/ovm3/objects/Connection;)V,false,true,At Ovm3HypervisorResource.java:[line 346],com.cloud.hypervisor.ovm3.resources.Ovm3HypervisorResource,true,346,346,25,25,Ovm3HypervisorResource.java,com/cloud/hypervisor/ovm3/resources/Ovm3HypervisorResource.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3HypervisorResource.java,At Ovm3HypervisorResource.java:[line 346],com.cloud.hypervisor.ovm3.resources.Ovm3HypervisorResource,346,346,22,22,Ovm3HypervisorResource.java,com/cloud/hypervisor/ovm3/resources/Ovm3HypervisorResource.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3HypervisorResource.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,50c0fae5d52fff2b4f594bb24004c693,0,0,117,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Ovm3StorageProcessor.java,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In class com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,469,512,0,836,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,"In method com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor.attachDetach(Command, String, DiskTO, boolean)",com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,attachDetach,(Lcom/cloud/agent/api/Command;Ljava/lang/String;Lcom/cloud/agent/api/to/DiskTO;Z)Lorg/apache/cloudstack/storage/command/AttachAnswer;,false,true,At Ovm3StorageProcessor.java:[line 471],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,471,471,67,67,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,At Ovm3StorageProcessor.java:[line 471],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,471,471,64,64,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b1d3662ffaf5840cdbab721753907aea,0,3,117,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Ovm3StorageProcessor.java,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In class com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,469,512,0,836,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,"In method com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor.attachDetach(Command, String, DiskTO, boolean)",com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,attachDetach,(Lcom/cloud/agent/api/Command;Ljava/lang/String;Lcom/cloud/agent/api/to/DiskTO;Z)Lorg/apache/cloudstack/storage/command/AttachAnswer;,false,true,At Ovm3StorageProcessor.java:[line 479],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,479,479,123,123,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,At Ovm3StorageProcessor.java:[line 478],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,478,478,112,112,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b1d3662ffaf5840cdbab721753907aea,1,3,117,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Ovm3StorageProcessor.java,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In class com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,469,512,0,836,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,"In method com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor.attachDetach(Command, String, DiskTO, boolean)",com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,attachDetach,(Lcom/cloud/agent/api/Command;Ljava/lang/String;Lcom/cloud/agent/api/to/DiskTO;Z)Lorg/apache/cloudstack/storage/command/AttachAnswer;,false,true,At Ovm3StorageProcessor.java:[line 489],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,489,489,216,216,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,At Ovm3StorageProcessor.java:[line 488],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,488,488,205,205,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b1d3662ffaf5840cdbab721753907aea,2,3,117,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Ovm3StorageProcessor.java,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In class com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,469,512,0,836,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,"In method com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor.attachDetach(Command, String, DiskTO, boolean)",com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,attachDetach,(Lcom/cloud/agent/api/Command;Ljava/lang/String;Lcom/cloud/agent/api/to/DiskTO;Z)Lorg/apache/cloudstack/storage/command/AttachAnswer;,false,true,At Ovm3StorageProcessor.java:[line 502],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,502,502,328,328,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,At Ovm3StorageProcessor.java:[line 500],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,500,500,317,317,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b1d3662ffaf5840cdbab721753907aea,3,3,117,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In Ovm3StorageProcessor.java,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In class com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,469,512,0,836,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,"In method com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor.attachDetach(Command, String, DiskTO, boolean)",com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,attachDetach,(Lcom/cloud/agent/api/Command;Ljava/lang/String;Lcom/cloud/agent/api/to/DiskTO;Z)Lorg/apache/cloudstack/storage/command/AttachAnswer;,false,true,At Ovm3StorageProcessor.java:[line 511],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,511,511,422,422,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,At Ovm3StorageProcessor.java:[line 510],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,510,510,409,409,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,581c14390a8074c2e509b4368e678f7a,0,0,117,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Ovm3StorageProcessor.java,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In class com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,405,408,0,131,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In method com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor.attachIso(AttachCommand),com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,attachIso,(Lorg/apache/cloudstack/storage/command/AttachCommand;)Lorg/apache/cloudstack/storage/command/AttachAnswer;,false,true,At Ovm3StorageProcessor.java:[line 405],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,405,405,26,26,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,At Ovm3StorageProcessor.java:[line 405],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,405,405,23,23,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,f05c91f0a5f0d5b134d9c66d53277f0c,0,0,117,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Ovm3StorageProcessor.java,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In class com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,520,523,0,131,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In method com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor.attachVolume(AttachCommand),com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,attachVolume,(Lorg/apache/cloudstack/storage/command/AttachCommand;)Lorg/apache/cloudstack/storage/command/AttachAnswer;,false,true,At Ovm3StorageProcessor.java:[line 520],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,520,520,26,26,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,At Ovm3StorageProcessor.java:[line 520],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,520,520,23,23,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d406787f388733c8045bf3f15bab1074,0,0,117,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Ovm3StorageProcessor.java,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In class com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,345,383,0,753,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In method com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor.backupSnapshot(CopyCommand),com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,backupSnapshot,(Lorg/apache/cloudstack/storage/command/CopyCommand;)Lorg/apache/cloudstack/storage/command/CopyCmdAnswer;,false,true,At Ovm3StorageProcessor.java:[line 345],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,345,345,26,26,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,At Ovm3StorageProcessor.java:[line 345],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,345,345,23,23,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,cba7fd02f988841dce0d0478fee3a2a3,0,1,117,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Ovm3StorageProcessor.java,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In class com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,345,383,0,753,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In method com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor.backupSnapshot(CopyCommand),com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,backupSnapshot,(Lorg/apache/cloudstack/storage/command/CopyCommand;)Lorg/apache/cloudstack/storage/command/CopyCmdAnswer;,false,true,At Ovm3StorageProcessor.java:[line 367],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,367,367,275,275,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,At Ovm3StorageProcessor.java:[line 368],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,368,368,272,272,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,cba7fd02f988841dce0d0478fee3a2a3,1,1,117,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Ovm3StorageProcessor.java,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In class com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,345,383,0,753,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In method com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor.backupSnapshot(CopyCommand),com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,backupSnapshot,(Lorg/apache/cloudstack/storage/command/CopyCommand;)Lorg/apache/cloudstack/storage/command/CopyCmdAnswer;,false,true,At Ovm3StorageProcessor.java:[line 382],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,382,382,406,406,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,At Ovm3StorageProcessor.java:[line 381],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,381,381,397,397,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,ae9121facea9a6259d511b47300d4427,0,0,117,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Ovm3StorageProcessor.java,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In class com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,255,280,0,547,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In method com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor.cloneVolumeFromBaseTemplate(CopyCommand),com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,cloneVolumeFromBaseTemplate,(Lorg/apache/cloudstack/storage/command/CopyCommand;)Lorg/apache/cloudstack/storage/command/CopyCmdAnswer;,false,true,At Ovm3StorageProcessor.java:[line 255],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,255,255,26,26,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,At Ovm3StorageProcessor.java:[line 255],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,255,255,23,23,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5fcb65bb158b64157c6eeb18ac7c4f23,0,1,117,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In Ovm3StorageProcessor.java,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In class com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,255,280,0,547,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,In method com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor.cloneVolumeFromBaseTemplate(CopyCommand),com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,cloneVolumeFromBaseTemplate,(Lorg/apache/cloudstack/storage/command/CopyCommand;)Lorg/apache/cloudstack/storage/command/CopyCmdAnswer;,false,true,At Ovm3StorageProcessor.java:[line 267],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,true,267,267,189,189,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,At Ovm3StorageProcessor.java:[line 268],com.cloud.hypervisor.ovm3.resources.Ovm3StorageProcessor,268,268,186,186,Ovm3StorageProcessor.java,com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,java/com/cloud/hypervisor/ovm3/resources/Ovm3StorageProcessor.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5fcb65bb158b64157c6eeb18ac7c4f23,1,1,117,,,,,,,,,,,,,,,,,,,,,
