ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,String/0/Message,String/0/_value,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/_role,String/1/Message,String/1/_value,String/1/_role,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ServerResourceBase.java,com.cloud.resource.ServerResourceBase,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,In class com.cloud.resource.ServerResourceBase,com.cloud.resource.ServerResourceBase,true,com.cloud.resource.ServerResourceBase,163,216,0,663,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,In method com.cloud.resource.ServerResourceBase.fillNetworkInformation(StartupCommand),com.cloud.resource.ServerResourceBase,fillNetworkInformation,(Lcom/cloud/agent/api/StartupCommand;)V,false,true,At ServerResourceBase.java:[line 168],com.cloud.resource.ServerResourceBase,true,168,168,76,76,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,84956c36866180df67754228304196c8,0,4,117,At ServerResourceBase.java:[line 168],com.cloud.resource.ServerResourceBase,168,168,73,73,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ServerResourceBase.java,com.cloud.resource.ServerResourceBase,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,In class com.cloud.resource.ServerResourceBase,com.cloud.resource.ServerResourceBase,true,com.cloud.resource.ServerResourceBase,163,216,0,663,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,In method com.cloud.resource.ServerResourceBase.fillNetworkInformation(StartupCommand),com.cloud.resource.ServerResourceBase,fillNetworkInformation,(Lcom/cloud/agent/api/StartupCommand;)V,false,true,At ServerResourceBase.java:[line 178],com.cloud.resource.ServerResourceBase,true,178,178,144,144,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,84956c36866180df67754228304196c8,1,4,117,At ServerResourceBase.java:[line 178],com.cloud.resource.ServerResourceBase,178,178,141,141,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ServerResourceBase.java,com.cloud.resource.ServerResourceBase,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,In class com.cloud.resource.ServerResourceBase,com.cloud.resource.ServerResourceBase,true,com.cloud.resource.ServerResourceBase,163,216,0,663,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,In method com.cloud.resource.ServerResourceBase.fillNetworkInformation(StartupCommand),com.cloud.resource.ServerResourceBase,fillNetworkInformation,(Lcom/cloud/agent/api/StartupCommand;)V,false,true,At ServerResourceBase.java:[line 186],com.cloud.resource.ServerResourceBase,true,186,186,214,214,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,84956c36866180df67754228304196c8,2,4,117,At ServerResourceBase.java:[line 186],com.cloud.resource.ServerResourceBase,186,186,211,211,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ServerResourceBase.java,com.cloud.resource.ServerResourceBase,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,In class com.cloud.resource.ServerResourceBase,com.cloud.resource.ServerResourceBase,true,com.cloud.resource.ServerResourceBase,163,216,0,663,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,In method com.cloud.resource.ServerResourceBase.fillNetworkInformation(StartupCommand),com.cloud.resource.ServerResourceBase,fillNetworkInformation,(Lcom/cloud/agent/api/StartupCommand;)V,false,true,At ServerResourceBase.java:[line 197],com.cloud.resource.ServerResourceBase,true,197,197,312,312,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,84956c36866180df67754228304196c8,3,4,117,At ServerResourceBase.java:[line 197],com.cloud.resource.ServerResourceBase,197,197,309,309,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ServerResourceBase.java,com.cloud.resource.ServerResourceBase,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,In class com.cloud.resource.ServerResourceBase,com.cloud.resource.ServerResourceBase,true,com.cloud.resource.ServerResourceBase,163,216,0,663,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,In method com.cloud.resource.ServerResourceBase.fillNetworkInformation(StartupCommand),com.cloud.resource.ServerResourceBase,fillNetworkInformation,(Lcom/cloud/agent/api/StartupCommand;)V,false,true,At ServerResourceBase.java:[line 209],com.cloud.resource.ServerResourceBase,true,209,209,410,410,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,84956c36866180df67754228304196c8,4,4,117,At ServerResourceBase.java:[line 209],com.cloud.resource.ServerResourceBase,209,209,407,407,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ServerResourceBase.java,com.cloud.resource.ServerResourceBase,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,In class com.cloud.resource.ServerResourceBase,com.cloud.resource.ServerResourceBase,true,com.cloud.resource.ServerResourceBase,136,158,0,286,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,In method com.cloud.resource.ServerResourceBase.getNetworkInterface(String),com.cloud.resource.ServerResourceBase,getNetworkInterface,(Ljava/lang/String;)Ljava/net/NetworkInterface;,false,true,At ServerResourceBase.java:[line 136],com.cloud.resource.ServerResourceBase,true,136,136,22,22,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,aa0c5909b5cd7105b700eb22e20e243b,0,1,117,At ServerResourceBase.java:[line 136],com.cloud.resource.ServerResourceBase,136,136,19,19,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ServerResourceBase.java,com.cloud.resource.ServerResourceBase,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,In class com.cloud.resource.ServerResourceBase,com.cloud.resource.ServerResourceBase,true,com.cloud.resource.ServerResourceBase,136,158,0,286,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,In method com.cloud.resource.ServerResourceBase.getNetworkInterface(String),com.cloud.resource.ServerResourceBase,getNetworkInterface,(Ljava/lang/String;)Ljava/net/NetworkInterface;,false,true,At ServerResourceBase.java:[line 151],com.cloud.resource.ServerResourceBase,true,151,151,79,79,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,Sink method Logger.debug(...),Logger.debug(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,aa0c5909b5cd7105b700eb22e20e243b,1,1,117,At ServerResourceBase.java:[line 151],com.cloud.resource.ServerResourceBase,151,151,76,76,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In ServerResourceBase.java,com.cloud.resource.ServerResourceBase,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,In class com.cloud.resource.ServerResourceBase,com.cloud.resource.ServerResourceBase,true,com.cloud.resource.ServerResourceBase,136,158,0,286,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,In method com.cloud.resource.ServerResourceBase.getNetworkInterface(String),com.cloud.resource.ServerResourceBase,getNetworkInterface,(Ljava/lang/String;)Ljava/net/NetworkInterface;,false,true,At ServerResourceBase.java:[line 157],com.cloud.resource.ServerResourceBase,true,157,157,110,110,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,Sink method Logger.warn(...),Logger.warn(...),CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,fa0be776449074c5e884cc2f7a5f6579,0,0,117,At ServerResourceBase.java:[line 157],com.cloud.resource.ServerResourceBase,157,157,106,106,ServerResourceBase.java,com/cloud/resource/ServerResourceBase.java,java/com/cloud/resource/ServerResourceBase.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In JavaStorageLayer.java,com.cloud.storage.JavaStorageLayer,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In class com.cloud.storage.JavaStorageLayer,com.cloud.storage.JavaStorageLayer,true,com.cloud.storage.JavaStorageLayer,47,67,0,440,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,"In method com.cloud.storage.JavaStorageLayer.cleanup(String, String)",com.cloud.storage.JavaStorageLayer,cleanup,(Ljava/lang/String;Ljava/lang/String;)Z,false,true,At JavaStorageLayer.java:[line 50],com.cloud.storage.JavaStorageLayer,true,50,50,54,54,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,Sink method File(...),File(...),PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,1b982972136b73a1c85b390b98788d0b,0,1,22,,,,,,,,,,Sink method,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In JavaStorageLayer.java,com.cloud.storage.JavaStorageLayer,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In class com.cloud.storage.JavaStorageLayer,com.cloud.storage.JavaStorageLayer,true,com.cloud.storage.JavaStorageLayer,47,67,0,440,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,"In method com.cloud.storage.JavaStorageLayer.cleanup(String, String)",com.cloud.storage.JavaStorageLayer,cleanup,(Ljava/lang/String;Ljava/lang/String;)Z,false,true,At JavaStorageLayer.java:[line 57],com.cloud.storage.JavaStorageLayer,true,57,57,117,117,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,Sink method File(...),File(...),PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,1b982972136b73a1c85b390b98788d0b,1,1,22,At JavaStorageLayer.java:[line 57],com.cloud.storage.JavaStorageLayer,57,57,114,114,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,Sink method,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In JavaStorageLayer.java,com.cloud.storage.JavaStorageLayer,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In class com.cloud.storage.JavaStorageLayer,com.cloud.storage.JavaStorageLayer,true,com.cloud.storage.JavaStorageLayer,72,80,0,242,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,"In method com.cloud.storage.JavaStorageLayer.create(String, String)",com.cloud.storage.JavaStorageLayer,create,(Ljava/lang/String;Ljava/lang/String;)Z,false,true,At JavaStorageLayer.java:[line 74],com.cloud.storage.JavaStorageLayer,true,74,74,39,39,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,Sink method File(...),File(...),PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,474cbb38848410dd99991c44783fd78c,0,0,22,At JavaStorageLayer.java:[line 73],com.cloud.storage.JavaStorageLayer,73,73,28,28,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In JavaStorageLayer.java,com.cloud.storage.JavaStorageLayer,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In class com.cloud.storage.JavaStorageLayer,com.cloud.storage.JavaStorageLayer,true,com.cloud.storage.JavaStorageLayer,182,192,0,191,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In method com.cloud.storage.JavaStorageLayer.createUniqDir(),com.cloud.storage.JavaStorageLayer,createUniqDir,()Ljava/io/File;,false,true,At JavaStorageLayer.java:[line 188],com.cloud.storage.JavaStorageLayer,true,188,188,72,72,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,Sink method File(...),File(...),PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,8c57e27ea6e8fc580528b3c4db6d1696,0,0,22,At JavaStorageLayer.java:[line 186],com.cloud.storage.JavaStorageLayer,186,186,55,55,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,Sink method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In JavaStorageLayer.java,com.cloud.storage.JavaStorageLayer,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In class com.cloud.storage.JavaStorageLayer,com.cloud.storage.JavaStorageLayer,true,com.cloud.storage.JavaStorageLayer,85,88,0,146,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In method com.cloud.storage.JavaStorageLayer.delete(String),com.cloud.storage.JavaStorageLayer,delete,(Ljava/lang/String;)Z,false,true,At JavaStorageLayer.java:[line 86],com.cloud.storage.JavaStorageLayer,true,86,86,12,12,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,Sink method File(...),File(...),PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,2826d8533155c19ae17adc6348be0873,0,0,22,,,,,,,,,,Sink method,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In JavaStorageLayer.java,com.cloud.storage.JavaStorageLayer,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In class com.cloud.storage.JavaStorageLayer,com.cloud.storage.JavaStorageLayer,true,com.cloud.storage.JavaStorageLayer,93,106,0,302,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In method com.cloud.storage.JavaStorageLayer.deleteDir(String),com.cloud.storage.JavaStorageLayer,deleteDir,(Ljava/lang/String;)Z,false,true,At JavaStorageLayer.java:[line 93],com.cloud.storage.JavaStorageLayer,true,93,93,5,5,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,Sink method File(...),File(...),PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,9e2086beb7272e60e3fe93e86a8abe0,0,0,22,,,,,,,,,,Sink method,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In JavaStorageLayer.java,com.cloud.storage.JavaStorageLayer,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In class com.cloud.storage.JavaStorageLayer,com.cloud.storage.JavaStorageLayer,true,com.cloud.storage.JavaStorageLayer,111,114,0,146,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In method com.cloud.storage.JavaStorageLayer.exists(String),com.cloud.storage.JavaStorageLayer,exists,(Ljava/lang/String;)Z,false,true,At JavaStorageLayer.java:[line 112],com.cloud.storage.JavaStorageLayer,true,112,112,12,12,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,Sink method File(...),File(...),PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,46c22e8f2dddc4ac9b7046507a05c145,0,0,22,,,,,,,,,,Sink method,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In JavaStorageLayer.java,com.cloud.storage.JavaStorageLayer,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In class com.cloud.storage.JavaStorageLayer,com.cloud.storage.JavaStorageLayer,true,com.cloud.storage.JavaStorageLayer,255,255,0,60,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In method com.cloud.storage.JavaStorageLayer.getFile(String),com.cloud.storage.JavaStorageLayer,getFile,(Ljava/lang/String;)Ljava/io/File;,false,true,At JavaStorageLayer.java:[line 255],com.cloud.storage.JavaStorageLayer,true,255,255,5,5,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,Sink method File(...),File(...),PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,93a35c6a263ad9b9a790752ed7bad2bb,0,0,22,,,,,,,,,,Sink method,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In JavaStorageLayer.java,com.cloud.storage.JavaStorageLayer,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In class com.cloud.storage.JavaStorageLayer,com.cloud.storage.JavaStorageLayer,true,com.cloud.storage.JavaStorageLayer,176,177,0,79,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In method com.cloud.storage.JavaStorageLayer.getSize(String),com.cloud.storage.JavaStorageLayer,getSize,(Ljava/lang/String;)J,false,true,At JavaStorageLayer.java:[line 176],com.cloud.storage.JavaStorageLayer,true,176,176,5,5,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,Sink method File(...),File(...),PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,739d25e56b38afe6f8b9251e07ce3e27,0,0,22,,,,,,,,,,Sink method,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In JavaStorageLayer.java,com.cloud.storage.JavaStorageLayer,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In class com.cloud.storage.JavaStorageLayer,com.cloud.storage.JavaStorageLayer,true,com.cloud.storage.JavaStorageLayer,119,120,0,79,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In method com.cloud.storage.JavaStorageLayer.getTotalSpace(String),com.cloud.storage.JavaStorageLayer,getTotalSpace,(Ljava/lang/String;)J,false,true,At JavaStorageLayer.java:[line 119],com.cloud.storage.JavaStorageLayer,true,119,119,5,5,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,Sink method File(...),File(...),PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,64077c23445c5a3ada7b34c1e885f6fc,0,0,22,,,,,,,,,,Sink method,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In JavaStorageLayer.java,com.cloud.storage.JavaStorageLayer,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In class com.cloud.storage.JavaStorageLayer,com.cloud.storage.JavaStorageLayer,true,com.cloud.storage.JavaStorageLayer,125,126,0,79,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In method com.cloud.storage.JavaStorageLayer.getUsableSpace(String),com.cloud.storage.JavaStorageLayer,getUsableSpace,(Ljava/lang/String;)J,false,true,At JavaStorageLayer.java:[line 125],com.cloud.storage.JavaStorageLayer,true,125,125,5,5,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,Sink method File(...),File(...),PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,2ad248899e774bfb91bdf3d656e82869,0,0,22,,,,,,,,,,Sink method,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In JavaStorageLayer.java,com.cloud.storage.JavaStorageLayer,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In class com.cloud.storage.JavaStorageLayer,com.cloud.storage.JavaStorageLayer,true,com.cloud.storage.JavaStorageLayer,281,282,0,84,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In method com.cloud.storage.JavaStorageLayer.getUsedSpace(String),com.cloud.storage.JavaStorageLayer,getUsedSpace,(Ljava/lang/String;)J,false,true,At JavaStorageLayer.java:[line 281],com.cloud.storage.JavaStorageLayer,true,281,281,5,5,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,Sink method File(...),File(...),PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,5ad5067e2541931cd1ec42536da002bf,0,0,22,,,,,,,,,,Sink method,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In JavaStorageLayer.java,com.cloud.storage.JavaStorageLayer,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In class com.cloud.storage.JavaStorageLayer,com.cloud.storage.JavaStorageLayer,true,com.cloud.storage.JavaStorageLayer,243,244,0,79,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,In method com.cloud.storage.JavaStorageLayer.isDirectory(String),com.cloud.storage.JavaStorageLayer,isDirectory,(Ljava/lang/String;)Z,false,true,At JavaStorageLayer.java:[line 243],com.cloud.storage.JavaStorageLayer,true,243,243,5,5,JavaStorageLayer.java,com/cloud/storage/JavaStorageLayer.java,java/com/cloud/storage/JavaStorageLayer.java,Sink method File(...),File(...),PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,c959dc7fb1c1d597e13e6098ab81e8e2,0,0,22,,,,,,,,,,Sink method,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,
