ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,String/1/Message,String/1/_value,String/1/_role,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,Method/SourceLine/0/_synthetic,SourceLine/0/_synthetic,Class/SourceLine/0/_start,Class/SourceLine/0/_end,Class/SourceLine/0/_synthetic,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath,SourceLine/5/Message,SourceLine/5/_classname,SourceLine/5/_start,SourceLine/5/_end,SourceLine/5/_startBytecode,SourceLine/5/_endBytecode,SourceLine/5/_sourcefile,SourceLine/5/_sourcepath,SourceLine/5/_relSourcepath
XML parsing vulnerable to XXE (DocumentBuilder),The use of DocumentBuilder.parse(...) is vulnerable to XML External Entity attacks,In UriUtils.java,com.cloud.utils.UriUtils,UriUtils.java,com/cloud/utils/UriUtils.java,java/com/cloud/utils/UriUtils.java,In class com.cloud.utils.UriUtils,com.cloud.utils.UriUtils,true,com.cloud.utils.UriUtils,368,391,0,560,UriUtils.java,com/cloud/utils/UriUtils.java,java/com/cloud/utils/UriUtils.java,"In method com.cloud.utils.UriUtils.getMultipleValuesFromXML(InputStream, String[])",com.cloud.utils.UriUtils,getMultipleValuesFromXML,(Ljava/io/InputStream;[Ljava/lang/String;)Ljava/util/Map;,true,true,At UriUtils.java:[line 372],com.cloud.utils.UriUtils,true,372,372,21,21,UriUtils.java,com/cloud/utils/UriUtils.java,java/com/cloud/utils/UriUtils.java,,,,,,,,,,Value DocumentBuilder.parse(...),DocumentBuilder.parse(...),,XXE_DOCUMENT,2,7,SECXXEDOC,SECURITY,398ba3c0466f8e74f206b366b2e39707,0,0,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Log.info(...) might be used to include CRLF characters into log messages,In ConstantTimeBackoff.java,com.cloud.utils.backoff.impl.ConstantTimeBackoff,ConstantTimeBackoff.java,com/cloud/utils/backoff/impl/ConstantTimeBackoff.java,java/com/cloud/utils/backoff/impl/ConstantTimeBackoff.java,In class com.cloud.utils.backoff.impl.ConstantTimeBackoff,com.cloud.utils.backoff.impl.ConstantTimeBackoff,true,com.cloud.utils.backoff.impl.ConstantTimeBackoff,51,62,0,272,ConstantTimeBackoff.java,com/cloud/utils/backoff/impl/ConstantTimeBackoff.java,java/com/cloud/utils/backoff/impl/ConstantTimeBackoff.java,In method com.cloud.utils.backoff.impl.ConstantTimeBackoff.waitBeforeRetry(),com.cloud.utils.backoff.impl.ConstantTimeBackoff,waitBeforeRetry,()V,false,true,At ConstantTimeBackoff.java:[line 58],com.cloud.utils.backoff.impl.ConstantTimeBackoff,true,58,58,74,74,ConstantTimeBackoff.java,com/cloud/utils/backoff/impl/ConstantTimeBackoff.java,java/com/cloud/utils/backoff/impl/ConstantTimeBackoff.java,At ConstantTimeBackoff.java:[line 58],com.cloud.utils.backoff.impl.ConstantTimeBackoff,58,58,71,71,ConstantTimeBackoff.java,com/cloud/utils/backoff/impl/ConstantTimeBackoff.java,java/com/cloud/utils/backoff/impl/ConstantTimeBackoff.java,Sink method Log.info(...),Log.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,6b3df7cdb8a29753ea327c6bb1ddc895,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In NetconfHelper.java,com.cloud.utils.cisco.n1kv.vsm.NetconfHelper,NetconfHelper.java,com/cloud/utils/cisco/n1kv/vsm/NetconfHelper.java,java/com/cloud/utils/cisco/n1kv/vsm/NetconfHelper.java,In class com.cloud.utils.cisco.n1kv.vsm.NetconfHelper,com.cloud.utils.cisco.n1kv.vsm.NetconfHelper,true,com.cloud.utils.cisco.n1kv.vsm.NetconfHelper,47,62,0,298,NetconfHelper.java,com/cloud/utils/cisco/n1kv/vsm/NetconfHelper.java,java/com/cloud/utils/cisco/n1kv/vsm/NetconfHelper.java,"In method new com.cloud.utils.cisco.n1kv.vsm.NetconfHelper(String, String, String)",com.cloud.utils.cisco.n1kv.vsm.NetconfHelper,<init>,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V,false,true,At NetconfHelper.java:[line 59],com.cloud.utils.cisco.n1kv.vsm.NetconfHelper,true,59,59,90,90,NetconfHelper.java,com/cloud/utils/cisco/n1kv/vsm/NetconfHelper.java,java/com/cloud/utils/cisco/n1kv/vsm/NetconfHelper.java,At NetconfHelper.java:[line 59],com.cloud.utils.cisco.n1kv.vsm.NetconfHelper,59,59,87,87,NetconfHelper.java,com/cloud/utils/cisco/n1kv/vsm/NetconfHelper.java,java/com/cloud/utils/cisco/n1kv/vsm/NetconfHelper.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,265c13d7ef58ef44f1dc2959ac896eff,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In NetconfHelper.java,com.cloud.utils.cisco.n1kv.vsm.NetconfHelper,NetconfHelper.java,com/cloud/utils/cisco/n1kv/vsm/NetconfHelper.java,java/com/cloud/utils/cisco/n1kv/vsm/NetconfHelper.java,In class com.cloud.utils.cisco.n1kv.vsm.NetconfHelper,com.cloud.utils.cisco.n1kv.vsm.NetconfHelper,true,com.cloud.utils.cisco.n1kv.vsm.NetconfHelper,227,234,0,203,NetconfHelper.java,com/cloud/utils/cisco/n1kv/vsm/NetconfHelper.java,java/com/cloud/utils/cisco/n1kv/vsm/NetconfHelper.java,In method com.cloud.utils.cisco.n1kv.vsm.NetconfHelper.send(String),com.cloud.utils.cisco.n1kv.vsm.NetconfHelper,send,(Ljava/lang/String;)V,false,true,At NetconfHelper.java:[line 231],com.cloud.utils.cisco.n1kv.vsm.NetconfHelper,true,231,231,49,49,NetconfHelper.java,com/cloud/utils/cisco/n1kv/vsm/NetconfHelper.java,java/com/cloud/utils/cisco/n1kv/vsm/NetconfHelper.java,At NetconfHelper.java:[line 231],com.cloud.utils.cisco.n1kv.vsm.NetconfHelper,231,231,46,46,NetconfHelper.java,com/cloud/utils/cisco/n1kv/vsm/NetconfHelper.java,java/com/cloud/utils/cisco/n1kv/vsm/NetconfHelper.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,2c6a999be8088807fc45843480f6931e,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In VsmCommand.java,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,In class com.cloud.utils.cisco.n1kv.vsm.VsmCommand,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,201,227,0,487,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,"In method com.cloud.utils.cisco.n1kv.vsm.VsmCommand.getAddPolicyMap(String, int, int, int)",com.cloud.utils.cisco.n1kv.vsm.VsmCommand,getAddPolicyMap,(Ljava/lang/String;III)Ljava/lang/String;,true,true,At VsmCommand.java:[line 223],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,223,223,168,168,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,At VsmCommand.java:[line 223],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,223,223,165,165,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,a8ad950145e62f01263667a88483c086,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In VsmCommand.java,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,In class com.cloud.utils.cisco.n1kv.vsm.VsmCommand,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,201,227,0,487,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,"In method com.cloud.utils.cisco.n1kv.vsm.VsmCommand.getAddPolicyMap(String, int, int, int)",com.cloud.utils.cisco.n1kv.vsm.VsmCommand,getAddPolicyMap,(Ljava/lang/String;III)Ljava/lang/String;,true,true,At VsmCommand.java:[line 226],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,226,226,201,201,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,At VsmCommand.java:[line 226],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,226,226,198,198,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,a8ad950145e62f01263667a88483c086,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In VsmCommand.java,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,In class com.cloud.utils.cisco.n1kv.vsm.VsmCommand,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,102,128,0,499,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,"In method com.cloud.utils.cisco.n1kv.vsm.VsmCommand.getAddPortProfile(String, VsmCommand$PortProfileType, VsmCommand$BindingType, VsmCommand$SwitchPortMode, int)",com.cloud.utils.cisco.n1kv.vsm.VsmCommand,getAddPortProfile,(Ljava/lang/String;Lcom/cloud/utils/cisco/n1kv/vsm/VsmCommand$PortProfileType;Lcom/cloud/utils/cisco/n1kv/vsm/VsmCommand$BindingType;Lcom/cloud/utils/cisco/n1kv/vsm/VsmCommand$SwitchPortMode;I)Ljava/lang/String;,true,true,At VsmCommand.java:[line 124],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,124,124,170,170,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,At VsmCommand.java:[line 124],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,124,124,167,167,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,2ab871f2d06d70146d468a1b006ab87e,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In VsmCommand.java,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,In class com.cloud.utils.cisco.n1kv.vsm.VsmCommand,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,102,128,0,499,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,"In method com.cloud.utils.cisco.n1kv.vsm.VsmCommand.getAddPortProfile(String, VsmCommand$PortProfileType, VsmCommand$BindingType, VsmCommand$SwitchPortMode, int)",com.cloud.utils.cisco.n1kv.vsm.VsmCommand,getAddPortProfile,(Ljava/lang/String;Lcom/cloud/utils/cisco/n1kv/vsm/VsmCommand$PortProfileType;Lcom/cloud/utils/cisco/n1kv/vsm/VsmCommand$BindingType;Lcom/cloud/utils/cisco/n1kv/vsm/VsmCommand$SwitchPortMode;I)Ljava/lang/String;,true,true,At VsmCommand.java:[line 127],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,127,127,203,203,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,At VsmCommand.java:[line 127],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,127,127,200,200,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,2ab871f2d06d70146d468a1b006ab87e,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In VsmCommand.java,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,In class com.cloud.utils.cisco.n1kv.vsm.VsmCommand,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,69,95,0,523,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,"In method com.cloud.utils.cisco.n1kv.vsm.VsmCommand.getAddPortProfile(String, VsmCommand$PortProfileType, VsmCommand$BindingType, VsmCommand$SwitchPortMode, int, String, String)",com.cloud.utils.cisco.n1kv.vsm.VsmCommand,getAddPortProfile,(Ljava/lang/String;Lcom/cloud/utils/cisco/n1kv/vsm/VsmCommand$PortProfileType;Lcom/cloud/utils/cisco/n1kv/vsm/VsmCommand$BindingType;Lcom/cloud/utils/cisco/n1kv/vsm/VsmCommand$SwitchPortMode;ILjava/lang/String;Ljava/lang/String;)Ljava/lang/String;,true,true,At VsmCommand.java:[line 91],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,91,91,174,174,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,At VsmCommand.java:[line 91],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,91,91,171,171,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,da038d5ca66d45c11aea168564d1cd7d,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In VsmCommand.java,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,In class com.cloud.utils.cisco.n1kv.vsm.VsmCommand,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,69,95,0,523,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,"In method com.cloud.utils.cisco.n1kv.vsm.VsmCommand.getAddPortProfile(String, VsmCommand$PortProfileType, VsmCommand$BindingType, VsmCommand$SwitchPortMode, int, String, String)",com.cloud.utils.cisco.n1kv.vsm.VsmCommand,getAddPortProfile,(Ljava/lang/String;Lcom/cloud/utils/cisco/n1kv/vsm/VsmCommand$PortProfileType;Lcom/cloud/utils/cisco/n1kv/vsm/VsmCommand$BindingType;Lcom/cloud/utils/cisco/n1kv/vsm/VsmCommand$SwitchPortMode;ILjava/lang/String;Ljava/lang/String;)Ljava/lang/String;,true,true,At VsmCommand.java:[line 94],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,94,94,207,207,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,At VsmCommand.java:[line 94],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,94,94,204,204,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,da038d5ca66d45c11aea168564d1cd7d,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In VsmCommand.java,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,In class com.cloud.utils.cisco.n1kv.vsm.VsmCommand,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,234,260,0,443,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,In method com.cloud.utils.cisco.n1kv.vsm.VsmCommand.getDeletePolicyMap(String),com.cloud.utils.cisco.n1kv.vsm.VsmCommand,getDeletePolicyMap,(Ljava/lang/String;)Ljava/lang/String;,true,true,At VsmCommand.java:[line 256],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,256,256,156,156,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,At VsmCommand.java:[line 256],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,256,256,153,153,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,2c4d3035a0480c671eb1f0f7f3a379f1,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In VsmCommand.java,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,In class com.cloud.utils.cisco.n1kv.vsm.VsmCommand,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,234,260,0,443,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,In method com.cloud.utils.cisco.n1kv.vsm.VsmCommand.getDeletePolicyMap(String),com.cloud.utils.cisco.n1kv.vsm.VsmCommand,getDeletePolicyMap,(Ljava/lang/String;)Ljava/lang/String;,true,true,At VsmCommand.java:[line 259],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,259,259,187,187,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,At VsmCommand.java:[line 259],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,259,259,184,184,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,2c4d3035a0480c671eb1f0f7f3a379f1,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In VsmCommand.java,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,In class com.cloud.utils.cisco.n1kv.vsm.VsmCommand,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,168,194,0,443,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,In method com.cloud.utils.cisco.n1kv.vsm.VsmCommand.getDeletePortProfile(String),com.cloud.utils.cisco.n1kv.vsm.VsmCommand,getDeletePortProfile,(Ljava/lang/String;)Ljava/lang/String;,true,true,At VsmCommand.java:[line 190],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,190,190,156,156,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,At VsmCommand.java:[line 190],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,190,190,153,153,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,daa5bc8771a587bc66d48d5865639979,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In VsmCommand.java,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,In class com.cloud.utils.cisco.n1kv.vsm.VsmCommand,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,168,194,0,443,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,In method com.cloud.utils.cisco.n1kv.vsm.VsmCommand.getDeletePortProfile(String),com.cloud.utils.cisco.n1kv.vsm.VsmCommand,getDeletePortProfile,(Ljava/lang/String;)Ljava/lang/String;,true,true,At VsmCommand.java:[line 193],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,193,193,187,187,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,At VsmCommand.java:[line 193],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,193,193,184,184,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,daa5bc8771a587bc66d48d5865639979,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In VsmCommand.java,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,In class com.cloud.utils.cisco.n1kv.vsm.VsmCommand,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,com.cloud.utils.cisco.n1kv.vsm.VsmCommand,369,390,0,352,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,In method com.cloud.utils.cisco.n1kv.vsm.VsmCommand.getHello(),com.cloud.utils.cisco.n1kv.vsm.VsmCommand,getHello,()Ljava/lang/String;,true,true,At VsmCommand.java:[line 386],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,true,386,386,111,111,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,At VsmCommand.java:[line 386],com.cloud.utils.cisco.n1kv.vsm.VsmCommand,386,386,108,108,VsmCommand.java,com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,java/com/cloud/utils/cisco/n1kv/vsm/VsmCommand.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,21f0b92de0365d8064edfc95816e371c,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
