ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/Message,String/_value,String/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/1/_primary
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1504,1555,0,961,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In method com.cloud.usage.UsageManagerImpl.createTemplateHelperEvent(UsageEventVO),com.cloud.usage.UsageManagerImpl,createTemplateHelperEvent,(Lcom/cloud/event/UsageEventVO;)V,false,true,At UsageManagerImpl.java:[line 1528],com.cloud.usage.UsageManagerImpl,true,1528,1528,280,280,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1528],com.cloud.usage.UsageManagerImpl,1528,1528,277,277,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3aba2d6bee2a4f8fdbccfaebf3f5361f,0,1,117,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1504,1555,0,961,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In method com.cloud.usage.UsageManagerImpl.createTemplateHelperEvent(UsageEventVO),com.cloud.usage.UsageManagerImpl,createTemplateHelperEvent,(Lcom/cloud/event/UsageEventVO;)V,false,true,At UsageManagerImpl.java:[line 1544],com.cloud.usage.UsageManagerImpl,true,1544,1544,473,473,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1544],com.cloud.usage.UsageManagerImpl,1544,1544,470,470,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3aba2d6bee2a4f8fdbccfaebf3f5361f,1,1,117,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1504,1555,0,961,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In method com.cloud.usage.UsageManagerImpl.createTemplateHelperEvent(UsageEventVO),com.cloud.usage.UsageManagerImpl,createTemplateHelperEvent,(Lcom/cloud/event/UsageEventVO;)V,false,true,At UsageManagerImpl.java:[line 1549],com.cloud.usage.UsageManagerImpl,true,1549,1549,557,557,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1549],com.cloud.usage.UsageManagerImpl,1549,1549,554,554,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,2b12f3c8ccdd752b66939a0b1bf9cd29,1,1,117,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1076,1247,0,3016,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In method com.cloud.usage.UsageManagerImpl.createVMHelperEvent(UsageEventVO),com.cloud.usage.UsageManagerImpl,createVMHelperEvent,(Lcom/cloud/event/UsageEventVO;)V,false,true,At UsageManagerImpl.java:[line 1093],com.cloud.usage.UsageManagerImpl,true,1093,1093,164,164,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1093],com.cloud.usage.UsageManagerImpl,1093,1093,161,161,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,db08f1e66b3e4f21eed0374b4aaf3ba7,0,4,117,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1076,1247,0,3016,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In method com.cloud.usage.UsageManagerImpl.createVMHelperEvent(UsageEventVO),com.cloud.usage.UsageManagerImpl,createVMHelperEvent,(Lcom/cloud/event/UsageEventVO;)V,false,true,At UsageManagerImpl.java:[line 1107],com.cloud.usage.UsageManagerImpl,true,1107,1107,343,343,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1107],com.cloud.usage.UsageManagerImpl,1107,1107,340,340,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,db08f1e66b3e4f21eed0374b4aaf3ba7,1,4,117,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1076,1247,0,3016,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In method com.cloud.usage.UsageManagerImpl.createVMHelperEvent(UsageEventVO),com.cloud.usage.UsageManagerImpl,createVMHelperEvent,(Lcom/cloud/event/UsageEventVO;)V,false,true,At UsageManagerImpl.java:[line 1131],com.cloud.usage.UsageManagerImpl,true,1131,1131,536,536,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1131],com.cloud.usage.UsageManagerImpl,1131,1131,531,531,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,db08f1e66b3e4f21eed0374b4aaf3ba7,2,4,117,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1076,1247,0,3016,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In method com.cloud.usage.UsageManagerImpl.createVMHelperEvent(UsageEventVO),com.cloud.usage.UsageManagerImpl,createVMHelperEvent,(Lcom/cloud/event/UsageEventVO;)V,false,true,At UsageManagerImpl.java:[line 1143],com.cloud.usage.UsageManagerImpl,true,1143,1143,684,684,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1143],com.cloud.usage.UsageManagerImpl,1143,1143,681,681,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,8de794f678db810664356c272e274659,0,3,117,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1076,1247,0,3016,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In method com.cloud.usage.UsageManagerImpl.createVMHelperEvent(UsageEventVO),com.cloud.usage.UsageManagerImpl,createVMHelperEvent,(Lcom/cloud/event/UsageEventVO;)V,false,true,At UsageManagerImpl.java:[line 1162],com.cloud.usage.UsageManagerImpl,true,1162,1162,848,848,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1162],com.cloud.usage.UsageManagerImpl,1162,1162,843,843,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,db08f1e66b3e4f21eed0374b4aaf3ba7,3,4,117,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1076,1247,0,3016,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In method com.cloud.usage.UsageManagerImpl.createVMHelperEvent(UsageEventVO),com.cloud.usage.UsageManagerImpl,createVMHelperEvent,(Lcom/cloud/event/UsageEventVO;)V,false,true,At UsageManagerImpl.java:[line 1172],com.cloud.usage.UsageManagerImpl,true,1172,1172,996,996,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1172],com.cloud.usage.UsageManagerImpl,1172,1172,993,993,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,8de794f678db810664356c272e274659,1,3,117,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1076,1247,0,3016,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In method com.cloud.usage.UsageManagerImpl.createVMHelperEvent(UsageEventVO),com.cloud.usage.UsageManagerImpl,createVMHelperEvent,(Lcom/cloud/event/UsageEventVO;)V,false,true,At UsageManagerImpl.java:[line 1187],com.cloud.usage.UsageManagerImpl,true,1187,1187,1198,1198,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1187],com.cloud.usage.UsageManagerImpl,1187,1187,1195,1195,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,8de794f678db810664356c272e274659,2,3,117,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1076,1247,0,3016,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In method com.cloud.usage.UsageManagerImpl.createVMHelperEvent(UsageEventVO),com.cloud.usage.UsageManagerImpl,createVMHelperEvent,(Lcom/cloud/event/UsageEventVO;)V,false,true,At UsageManagerImpl.java:[line 1210],com.cloud.usage.UsageManagerImpl,true,1210,1210,1461,1461,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1210],com.cloud.usage.UsageManagerImpl,1210,1210,1458,1458,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,8de794f678db810664356c272e274659,3,3,117,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1076,1247,0,3016,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In method com.cloud.usage.UsageManagerImpl.createVMHelperEvent(UsageEventVO),com.cloud.usage.UsageManagerImpl,createVMHelperEvent,(Lcom/cloud/event/UsageEventVO;)V,false,true,At UsageManagerImpl.java:[line 1224],com.cloud.usage.UsageManagerImpl,true,1224,1224,1640,1640,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1224],com.cloud.usage.UsageManagerImpl,1224,1224,1637,1637,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,db08f1e66b3e4f21eed0374b4aaf3ba7,4,4,117,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1752,1781,0,697,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In method com.cloud.usage.UsageManagerImpl.createVPNUserEvent(UsageEventVO),com.cloud.usage.UsageManagerImpl,createVPNUserEvent,(Lcom/cloud/event/UsageEventVO;)V,false,true,At UsageManagerImpl.java:[line 1758],com.cloud.usage.UsageManagerImpl,true,1758,1758,67,67,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1758],com.cloud.usage.UsageManagerImpl,1758,1758,64,64,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,838ba8df0802061be25d3074e763d007,0,1,117,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1752,1781,0,697,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In method com.cloud.usage.UsageManagerImpl.createVPNUserEvent(UsageEventVO),com.cloud.usage.UsageManagerImpl,createVPNUserEvent,(Lcom/cloud/event/UsageEventVO;)V,false,true,At UsageManagerImpl.java:[line 1771],com.cloud.usage.UsageManagerImpl,true,1771,1771,297,297,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1771],com.cloud.usage.UsageManagerImpl,1771,1771,294,294,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,cdf105351ad7f22a1bb04794abec39b6,0,0,117,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1752,1781,0,697,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In method com.cloud.usage.UsageManagerImpl.createVPNUserEvent(UsageEventVO),com.cloud.usage.UsageManagerImpl,createVPNUserEvent,(Lcom/cloud/event/UsageEventVO;)V,false,true,At UsageManagerImpl.java:[line 1775],com.cloud.usage.UsageManagerImpl,true,1775,1775,367,367,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1775],com.cloud.usage.UsageManagerImpl,1775,1775,364,364,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,838ba8df0802061be25d3074e763d007,1,1,117,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1318,1375,0,1107,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,"In method com.cloud.usage.UsageManagerImpl.createVmDiskHelperEntry(VmDiskStatisticsVO, UsageVmDiskVO, long)",com.cloud.usage.UsageManagerImpl,createVmDiskHelperEntry,(Lcom/cloud/user/VmDiskStatisticsVO;Lcom/cloud/usage/UsageVmDiskVO;J)V,false,true,At UsageManagerImpl.java:[line 1324],com.cloud.usage.UsageManagerImpl,true,1324,1324,116,116,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1326],com.cloud.usage.UsageManagerImpl,1326,1326,113,113,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,1867f1cb865132d885280357cf7c64c6,0,1,117,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1318,1375,0,1107,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,"In method com.cloud.usage.UsageManagerImpl.createVmDiskHelperEntry(VmDiskStatisticsVO, UsageVmDiskVO, long)",com.cloud.usage.UsageManagerImpl,createVmDiskHelperEntry,(Lcom/cloud/user/VmDiskStatisticsVO;Lcom/cloud/usage/UsageVmDiskVO;J)V,false,true,At UsageManagerImpl.java:[line 1339],com.cloud.usage.UsageManagerImpl,true,1339,1339,234,234,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1339],com.cloud.usage.UsageManagerImpl,1339,1339,231,231,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,333c6975cf8aded22dbb4a73620c6e52,0,3,117,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1318,1375,0,1107,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,"In method com.cloud.usage.UsageManagerImpl.createVmDiskHelperEntry(VmDiskStatisticsVO, UsageVmDiskVO, long)",com.cloud.usage.UsageManagerImpl,createVmDiskHelperEntry,(Lcom/cloud/user/VmDiskStatisticsVO;Lcom/cloud/usage/UsageVmDiskVO;J)V,false,true,At UsageManagerImpl.java:[line 1344],com.cloud.usage.UsageManagerImpl,true,1344,1344,295,295,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1344],com.cloud.usage.UsageManagerImpl,1344,1344,292,292,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,333c6975cf8aded22dbb4a73620c6e52,1,3,117,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In UsageManagerImpl.java,com.cloud.usage.UsageManagerImpl,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,In class com.cloud.usage.UsageManagerImpl,com.cloud.usage.UsageManagerImpl,true,com.cloud.usage.UsageManagerImpl,1318,1375,0,1107,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,"In method com.cloud.usage.UsageManagerImpl.createVmDiskHelperEntry(VmDiskStatisticsVO, UsageVmDiskVO, long)",com.cloud.usage.UsageManagerImpl,createVmDiskHelperEntry,(Lcom/cloud/user/VmDiskStatisticsVO;Lcom/cloud/usage/UsageVmDiskVO;J)V,false,true,At UsageManagerImpl.java:[line 1349],com.cloud.usage.UsageManagerImpl,true,1349,1349,356,356,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,At UsageManagerImpl.java:[line 1349],com.cloud.usage.UsageManagerImpl,1349,1349,353,353,UsageManagerImpl.java,com/cloud/usage/UsageManagerImpl.java,java/com/cloud/usage/UsageManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,333c6975cf8aded22dbb4a73620c6e52,2,3,117,
