ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath,String/1/Message,String/1/_value,String/1/_role,SourceLine/5/Message,SourceLine/5/_classname,SourceLine/5/_start,SourceLine/5/_end,SourceLine/5/_startBytecode,SourceLine/5/_endBytecode,SourceLine/5/_sourcefile,SourceLine/5/_sourcepath,SourceLine/5/_relSourcepath,SourceLine/6/Message,SourceLine/6/_classname,SourceLine/6/_start,SourceLine/6/_end,SourceLine/6/_startBytecode,SourceLine/6/_endBytecode,SourceLine/6/_sourcefile,SourceLine/6/_sourcepath,SourceLine/6/_relSourcepath,SourceLine/7/Message,SourceLine/7/_classname,SourceLine/7/_start,SourceLine/7/_end,SourceLine/7/_startBytecode,SourceLine/7/_endBytecode,SourceLine/7/_sourcefile,SourceLine/7/_sourcepath,SourceLine/7/_relSourcepath,SourceLine/8/Message,SourceLine/8/_classname,SourceLine/8/_start,SourceLine/8/_end,SourceLine/8/_startBytecode,SourceLine/8/_endBytecode,SourceLine/8/_sourcefile,SourceLine/8/_sourcepath,SourceLine/8/_relSourcepath
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In KubernetesDeployments.java,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesDeployments,KubernetesDeployments.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesDeployments.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesDeployments.java,In class org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesDeployments,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesDeployments,true,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesDeployments,587,607,0,254,KubernetesDeployments.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesDeployments.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesDeployments.java,In method org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesDeployments.stopWatch(),org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesDeployments,stopWatch,()V,false,true,At KubernetesDeployments.java:[line 601],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesDeployments,true,601,601,80,80,KubernetesDeployments.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesDeployments.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesDeployments.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,cc81a7d9526cbca548b49cdae3bfcd8d,1,1,117,At KubernetesDeployments.java:[line 604],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesDeployments,604,604,77,77,KubernetesDeployments.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesDeployments.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesDeployments.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In KubernetesDeployments.java,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesDeployments$4,KubernetesDeployments.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesDeployments.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesDeployments.java,In class org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesDeployments$4,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesDeployments$4,true,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesDeployments$4,512,540,0,353,KubernetesDeployments.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesDeployments.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesDeployments.java,"In method org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesDeployments$4.eventReceived(Watcher$Action, Event)",org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesDeployments$4,eventReceived,(Lio/fabric8/kubernetes/client/Watcher$Action;Lio/fabric8/kubernetes/api/model/Event;)V,false,true,At KubernetesDeployments.java:[line 534],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesDeployments$4,true,534,534,128,128,KubernetesDeployments.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesDeployments.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesDeployments.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,9bd9f780f28a59689b1d3f2c7674ea7d,0,0,117,At KubernetesDeployments.java:[line 527],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesDeployments$4,527,527,80,80,KubernetesDeployments.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesDeployments.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesDeployments.java,At KubernetesDeployments.java:[line 530],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesDeployments$4,530,530,88,88,KubernetesDeployments.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesDeployments.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesDeployments.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In KubernetesNamespace.java,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,KubernetesNamespace.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespace.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesNamespace.java,In class org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,true,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,317,331,0,248,KubernetesNamespace.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespace.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesNamespace.java,"In method org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace.delete(String, KubernetesClient)",org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,delete,(Ljava/lang/String;Lio/fabric8/kubernetes/client/KubernetesClient;)V,false,true,At KubernetesNamespace.java:[line 320],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,true,320,320,53,53,KubernetesNamespace.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespace.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesNamespace.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,bcf0164ec1bf4710b2410a541d3ea54e,0,0,117,At KubernetesNamespace.java:[line 164],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,164,164,57,57,KubernetesNamespace.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespace.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesNamespace.java,At KubernetesNamespace.java:[line 321],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,321,321,49,49,KubernetesNamespace.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespace.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesNamespace.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In KubernetesNamespace.java,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,KubernetesNamespace.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespace.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesNamespace.java,In class org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,true,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,317,331,0,248,KubernetesNamespace.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespace.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesNamespace.java,"In method org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace.delete(String, KubernetesClient)",org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,delete,(Ljava/lang/String;Lio/fabric8/kubernetes/client/KubernetesClient;)V,false,true,At KubernetesNamespace.java:[line 326],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,true,326,326,89,89,KubernetesNamespace.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespace.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesNamespace.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,fe2e79ca696aa29ddb47bb01a004aa53,0,0,117,At KubernetesNamespace.java:[line 164],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,164,164,57,57,KubernetesNamespace.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespace.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesNamespace.java,At KubernetesNamespace.java:[line 326],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,326,326,85,85,KubernetesNamespace.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespace.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesNamespace.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In KubernetesNamespace.java,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,KubernetesNamespace.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespace.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesNamespace.java,In class org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,true,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,256,275,0,383,KubernetesNamespace.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespace.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesNamespace.java,In method org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace.doRemove(KubernetesNamespace$RemoveOperation[]),org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,doRemove,([Lorg/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespace$RemoveOperation;)V,false,true,At KubernetesNamespace.java:[line 261],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,true,261,261,69,69,KubernetesNamespace.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespace.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesNamespace.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d617472594ece58ea482e38953ef75ca,0,0,117,At KubernetesNamespace.java:[line 261],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespace,261,261,64,64,KubernetesNamespace.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespace.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesNamespace.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In KubernetesNamespaceFactory.java,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespaceFactory,KubernetesNamespaceFactory.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespaceFactory.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesNamespaceFactory.java,In class org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespaceFactory,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespaceFactory,true,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespaceFactory,396,403,0,105,KubernetesNamespaceFactory.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespaceFactory.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesNamespaceFactory.java,In method org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespaceFactory.evaluateNamespaceName(NamespaceResolutionContext),org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespaceFactory,evaluateNamespaceName,(Lorg/eclipse/che/api/workspace/server/spi/NamespaceResolutionContext;)Ljava/lang/String;,false,true,At KubernetesNamespaceFactory.java:[line 398],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespaceFactory,true,398,398,21,21,KubernetesNamespaceFactory.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespaceFactory.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesNamespaceFactory.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b803865a3011cc859b8c3ddab8b16f1d,0,0,117,At KubernetesNamespaceFactory.java:[line 396],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesNamespaceFactory,396,396,6,6,KubernetesNamespaceFactory.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesNamespaceFactory.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesNamespaceFactory.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In KubernetesPersistentVolumeClaims.java,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesPersistentVolumeClaims$1,KubernetesPersistentVolumeClaims.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesPersistentVolumeClaims.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesPersistentVolumeClaims.java,In class org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesPersistentVolumeClaims$1,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesPersistentVolumeClaims$1,true,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesPersistentVolumeClaims$1,219,223,0,145,KubernetesPersistentVolumeClaims.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesPersistentVolumeClaims.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesPersistentVolumeClaims.java,"In method org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesPersistentVolumeClaims$1.eventReceived(Watcher$Action, PersistentVolumeClaim)",org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesPersistentVolumeClaims$1,eventReceived,(Lio/fabric8/kubernetes/client/Watcher$Action;Lio/fabric8/kubernetes/api/model/PersistentVolumeClaim;)V,false,true,At KubernetesPersistentVolumeClaims.java:[line 220],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesPersistentVolumeClaims$1,true,220,220,48,48,KubernetesPersistentVolumeClaims.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesPersistentVolumeClaims.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesPersistentVolumeClaims.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,49cd08218c9966a3f7ac6f91c9990bd,0,0,117,At KubernetesPersistentVolumeClaims.java:[line 220],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesPersistentVolumeClaims$1,220,220,45,45,KubernetesPersistentVolumeClaims.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesPersistentVolumeClaims.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesPersistentVolumeClaims.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In KubernetesPersistentVolumeClaims.java,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesPersistentVolumeClaims$2,KubernetesPersistentVolumeClaims.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesPersistentVolumeClaims.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesPersistentVolumeClaims.java,In class org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesPersistentVolumeClaims$2,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesPersistentVolumeClaims$2,true,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesPersistentVolumeClaims$2,248,253,0,131,KubernetesPersistentVolumeClaims.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesPersistentVolumeClaims.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesPersistentVolumeClaims.java,"In method org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesPersistentVolumeClaims$2.eventReceived(Watcher$Action, Event)",org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesPersistentVolumeClaims$2,eventReceived,(Lio/fabric8/kubernetes/client/Watcher$Action;Lio/fabric8/kubernetes/api/model/Event;)V,false,true,At KubernetesPersistentVolumeClaims.java:[line 248],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesPersistentVolumeClaims$2,true,248,248,36,36,KubernetesPersistentVolumeClaims.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesPersistentVolumeClaims.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesPersistentVolumeClaims.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,4a6d911b20ac76c603c8c3853b4ea4e8,0,0,117,At KubernetesPersistentVolumeClaims.java:[line 250],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesPersistentVolumeClaims$2,250,250,33,33,KubernetesPersistentVolumeClaims.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesPersistentVolumeClaims.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesPersistentVolumeClaims.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In KubernetesWorkspaceServiceAccount.java,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesWorkspaceServiceAccount,KubernetesWorkspaceServiceAccount.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesWorkspaceServiceAccount.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesWorkspaceServiceAccount.java,In class org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesWorkspaceServiceAccount,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesWorkspaceServiceAccount,true,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesWorkspaceServiceAccount,69,116,0,554,KubernetesWorkspaceServiceAccount.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesWorkspaceServiceAccount.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesWorkspaceServiceAccount.java,In method org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesWorkspaceServiceAccount.prepare(),org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesWorkspaceServiceAccount,prepare,()V,false,true,At KubernetesWorkspaceServiceAccount.java:[line 111],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesWorkspaceServiceAccount,true,111,111,334,334,KubernetesWorkspaceServiceAccount.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesWorkspaceServiceAccount.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesWorkspaceServiceAccount.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b34f3eb91d577cb6a08fbb35ad6c355d,0,0,117,At KubernetesWorkspaceServiceAccount.java:[line 111],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.KubernetesWorkspaceServiceAccount,111,111,331,331,KubernetesWorkspaceServiceAccount.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/KubernetesWorkspaceServiceAccount.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\KubernetesWorkspaceServiceAccount.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In RemoveNamespaceOnWorkspaceRemove.java,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.RemoveNamespaceOnWorkspaceRemove,RemoveNamespaceOnWorkspaceRemove.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/RemoveNamespaceOnWorkspaceRemove.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\RemoveNamespaceOnWorkspaceRemove.java,In class org.eclipse.che.workspace.infrastructure.kubernetes.namespace.RemoveNamespaceOnWorkspaceRemove,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.RemoveNamespaceOnWorkspaceRemove,true,org.eclipse.che.workspace.infrastructure.kubernetes.namespace.RemoveNamespaceOnWorkspaceRemove,46,55,0,176,RemoveNamespaceOnWorkspaceRemove.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/RemoveNamespaceOnWorkspaceRemove.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\RemoveNamespaceOnWorkspaceRemove.java,In method org.eclipse.che.workspace.infrastructure.kubernetes.namespace.RemoveNamespaceOnWorkspaceRemove.onEvent(WorkspaceRemovedEvent),org.eclipse.che.workspace.infrastructure.kubernetes.namespace.RemoveNamespaceOnWorkspaceRemove,onEvent,(Lorg/eclipse/che/api/workspace/shared/event/WorkspaceRemovedEvent;)V,false,true,At RemoveNamespaceOnWorkspaceRemove.java:[line 50],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.RemoveNamespaceOnWorkspaceRemove,true,50,50,35,35,RemoveNamespaceOnWorkspaceRemove.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/RemoveNamespaceOnWorkspaceRemove.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\RemoveNamespaceOnWorkspaceRemove.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,53638b3104fa1a49df5620bfe8345ac,0,0,117,At RemoveNamespaceOnWorkspaceRemove.java:[line 53],org.eclipse.che.workspace.infrastructure.kubernetes.namespace.RemoveNamespaceOnWorkspaceRemove,53,53,32,32,RemoveNamespaceOnWorkspaceRemove.java,org/eclipse/che/workspace/infrastructure/kubernetes/namespace/RemoveNamespaceOnWorkspaceRemove.java,org\eclipse\che\workspace\infrastructure\kubernetes\namespace\RemoveNamespaceOnWorkspaceRemove.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
