ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,String/Message,String/_value,String/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath,SourceLine/5/Message,SourceLine/5/_classname,SourceLine/5/_start,SourceLine/5/_end,SourceLine/5/_startBytecode,SourceLine/5/_endBytecode,SourceLine/5/_sourcefile,SourceLine/5/_sourcepath,SourceLine/5/_relSourcepath,SourceLine/0/_synthetic
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In WorkspaceActivityChecker.java,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,In class org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,265,313,0,561,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,In method org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker.rectifyCreatedTime(WorkspaceActivity),org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,rectifyCreatedTime,(Lorg/eclipse/che/api/workspace/activity/WorkspaceActivity;)V,false,true,At WorkspaceActivityChecker.java:[line 295],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,295,295,153,153,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,At WorkspaceActivityChecker.java:[line 298],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,298,298,139,139,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5b83ed1e8814beab5f219911d079cdce,1,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In WorkspaceActivityChecker.java,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,In class org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,265,313,0,561,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,In method org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker.rectifyCreatedTime(WorkspaceActivity),org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,rectifyCreatedTime,(Lorg/eclipse/che/api/workspace/activity/WorkspaceActivity;)V,false,true,At WorkspaceActivityChecker.java:[line 308],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,308,308,198,198,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,,,,,,,,,,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5b83ed1e8814beab5f219911d079cdce,2,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In WorkspaceActivityChecker.java,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,In class org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,334,390,0,516,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,"In method org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker.rectifyExpirationTime(WorkspaceActivity, long, boolean, Long, long)",org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,rectifyExpirationTime,(Lorg/eclipse/che/api/workspace/activity/WorkspaceActivity;JZLjava/lang/Long;J)V,false,true,At WorkspaceActivityChecker.java:[line 367],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,367,367,79,79,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,At WorkspaceActivityChecker.java:[line 338],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,338,338,16,16,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,,,,,,,,,,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,acc091a5122acbe87186a7f11db3eb20,0,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In WorkspaceActivityChecker.java,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,In class org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,334,390,0,516,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,"In method org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker.rectifyExpirationTime(WorkspaceActivity, long, boolean, Long, long)",org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,rectifyExpirationTime,(Lorg/eclipse/che/api/workspace/activity/WorkspaceActivity;JZLjava/lang/Long;J)V,false,true,At WorkspaceActivityChecker.java:[line 374],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,374,374,116,116,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,At WorkspaceActivityChecker.java:[line 338],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,338,338,16,16,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,,,,,,,,,,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,acc091a5122acbe87186a7f11db3eb20,1,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In WorkspaceActivityChecker.java,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,In class org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,334,390,0,516,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,"In method org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker.rectifyExpirationTime(WorkspaceActivity, long, boolean, Long, long)",org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,rectifyExpirationTime,(Lorg/eclipse/che/api/workspace/activity/WorkspaceActivity;JZLjava/lang/Long;J)V,false,true,At WorkspaceActivityChecker.java:[line 385],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,385,385,181,181,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,At WorkspaceActivityChecker.java:[line 338],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,338,338,16,16,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,,,,,,,,,,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,acc091a5122acbe87186a7f11db3eb20,2,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In WorkspaceActivityChecker.java,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,In class org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,334,390,0,516,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,"In method org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker.rectifyExpirationTime(WorkspaceActivity, long, boolean, Long, long)",org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,rectifyExpirationTime,(Lorg/eclipse/che/api/workspace/activity/WorkspaceActivity;JZLjava/lang/Long;J)V,false,true,At WorkspaceActivityChecker.java:[line 387],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,387,387,220,220,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,At WorkspaceActivityChecker.java:[line 338],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,338,338,16,16,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,ae4544ccc08b29c72b4dd8a957e65a7e,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In WorkspaceActivityChecker.java,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,In class org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,412,428,0,231,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,"In method org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker.rectifyLastRunningTime(WorkspaceActivity, long, Long)",org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,rectifyLastRunningTime,(Lorg/eclipse/che/api/workspace/activity/WorkspaceActivity;JLjava/lang/Long;)Z,false,true,At WorkspaceActivityChecker.java:[line 417],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,417,417,58,58,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,At WorkspaceActivityChecker.java:[line 422],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,422,422,55,55,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,,,,,,,,,,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,18a3e14f1d0a38c9413bdd805ab764c3,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In WorkspaceActivityChecker.java,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,In class org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,446,479,0,252,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,"In method org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker.rectifyNoLastRunningTime(String, WorkspaceActivity, long, Long)",org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,rectifyNoLastRunningTime,(Ljava/lang/String;Lorg/eclipse/che/api/workspace/activity/WorkspaceActivity;JLjava/lang/Long;)V,false,true,At WorkspaceActivityChecker.java:[line 450],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,450,450,35,35,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,At WorkspaceActivityChecker.java:[line 412],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,412,412,1,1,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,At WorkspaceActivityChecker.java:[line 414],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,414,414,20,20,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,43369802b1ecedf30d42c495afd7a591,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In WorkspaceActivityChecker.java,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,In class org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,446,479,0,252,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,"In method org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker.rectifyNoLastRunningTime(String, WorkspaceActivity, long, Long)",org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,rectifyNoLastRunningTime,(Ljava/lang/String;Lorg/eclipse/che/api/workspace/activity/WorkspaceActivity;JLjava/lang/Long;)V,false,true,At WorkspaceActivityChecker.java:[line 461],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,461,461,90,90,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,At WorkspaceActivityChecker.java:[line 168],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,168,168,59,59,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,At WorkspaceActivityChecker.java:[line 412],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,412,412,1,1,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,43369802b1ecedf30d42c495afd7a591,1,1,117,At WorkspaceActivityChecker.java:[line 414],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,414,414,20,20,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In WorkspaceActivityChecker.java,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,In class org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,446,479,0,252,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,"In method org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker.rectifyNoLastRunningTime(String, WorkspaceActivity, long, Long)",org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,rectifyNoLastRunningTime,(Ljava/lang/String;Lorg/eclipse/che/api/workspace/activity/WorkspaceActivity;JLjava/lang/Long;)V,false,true,At WorkspaceActivityChecker.java:[line 472],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,472,472,106,106,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,At WorkspaceActivityChecker.java:[line 148],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,148,148,5,5,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,At WorkspaceActivityChecker.java:[line 155],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,155,155,35,35,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,f6308259824f67e670b2a00699aae198,0,0,117,At WorkspaceActivityChecker.java:[line 165],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,165,165,48,48,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,At WorkspaceActivityChecker.java:[line 168],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,168,168,59,59,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,At WorkspaceActivityChecker.java:[line 414],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,414,414,20,20,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In WorkspaceActivityChecker.java,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,In class org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,104,108,0,135,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,In method org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker.stopAllExpired(),org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,stopAllExpired,()V,false,true,At WorkspaceActivityChecker.java:[line 106],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,106,106,41,41,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,,,,,,,,,,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,c6db994f222793b81a9d3846298189be,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In WorkspaceActivityChecker.java,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,In class org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,112,131,0,679,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,In method org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker.stopExpiredQuietly(String),org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,stopExpiredQuietly,(Ljava/lang/String;)V,false,true,At WorkspaceActivityChecker.java:[line 120],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,120,120,119,119,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,At WorkspaceActivityChecker.java:[line 120],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,120,120,116,116,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,,,,,,,,,,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,4c7704cda3d8c90395083570a6a4f93,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In WorkspaceActivityChecker.java,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,In class org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,112,131,0,679,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,In method org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker.stopExpiredQuietly(String),org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,stopExpiredQuietly,(Ljava/lang/String;)V,false,true,At WorkspaceActivityChecker.java:[line 122],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,true,122,122,162,162,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,At WorkspaceActivityChecker.java:[line 122],org.eclipse.che.api.workspace.activity.WorkspaceActivityChecker,122,122,159,159,WorkspaceActivityChecker.java,org/eclipse/che/api/workspace/activity/WorkspaceActivityChecker.java,org\eclipse\che\api\workspace\activity\WorkspaceActivityChecker.java,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3fd175d33674d9cc0e85343c7564576c,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
