ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,String/1/Message,String/1/_value,String/1/_role,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ParamsConfigurator.java,org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ParamsConfigurator.java,In class org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,true,org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,39,49,0,140,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ParamsConfigurator.java,In method org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator.paramsAsListOfDto(Class),org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,paramsAsListOfDto,(Ljava/lang/Class;)Lorg/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany;,false,true,At ParamsConfigurator.java:[line 41],org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,true,41,41,41,41,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ParamsConfigurator.java,At ParamsConfigurator.java:[line 41],org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,41,41,38,38,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ParamsConfigurator.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,9004c950400cef5e379301947eb552e,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ParamsConfigurator.java,org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ParamsConfigurator.java,In class org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,true,org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,65,73,0,103,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ParamsConfigurator.java,In method org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator.paramsAsListOfString(),org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,paramsAsListOfString,()Lorg/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany;,false,true,At ParamsConfigurator.java:[line 65],org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,true,65,65,35,35,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ParamsConfigurator.java,At ParamsConfigurator.java:[line 65],org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,65,65,32,32,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ParamsConfigurator.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,9435fad6b6bee1b6e537a0eadc06b5ac,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ParamsConfigurator.java,org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ParamsConfigurator.java,In class org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,true,org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,115,123,0,103,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ParamsConfigurator.java,In method org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator.paramsAsString(),org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,paramsAsString,()Lorg/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromOne;,false,true,At ParamsConfigurator.java:[line 115],org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,true,115,115,35,35,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ParamsConfigurator.java,At ParamsConfigurator.java:[line 115],org.eclipse.che.api.core.jsonrpc.commons.reception.ParamsConfigurator,115,115,32,32,ParamsConfigurator.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ParamsConfigurator.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ParamsConfigurator.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,bedee37844797a46fadebf27f963a562,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In PromiseConfigurationOneToOne.java,org.eclipse.che.api.core.jsonrpc.commons.reception.PromiseConfigurationOneToOne,PromiseConfigurationOneToOne.java,org/eclipse/che/api/core/jsonrpc/commons/reception/PromiseConfigurationOneToOne.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\PromiseConfigurationOneToOne.java,In class org.eclipse.che.api.core.jsonrpc.commons.reception.PromiseConfigurationOneToOne,org.eclipse.che.api.core.jsonrpc.commons.reception.PromiseConfigurationOneToOne,true,org.eclipse.che.api.core.jsonrpc.commons.reception.PromiseConfigurationOneToOne,55,69,0,173,PromiseConfigurationOneToOne.java,org/eclipse/che/api/core/jsonrpc/commons/reception/PromiseConfigurationOneToOne.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\PromiseConfigurationOneToOne.java,In method org.eclipse.che.api.core.jsonrpc.commons.reception.PromiseConfigurationOneToOne.withPromiseBiFunction(BiFunction),org.eclipse.che.api.core.jsonrpc.commons.reception.PromiseConfigurationOneToOne,withPromiseBiFunction,(Ljava/util/function/BiFunction;)V,false,true,At PromiseConfigurationOneToOne.java:[line 57],org.eclipse.che.api.core.jsonrpc.commons.reception.PromiseConfigurationOneToOne,true,57,57,56,56,PromiseConfigurationOneToOne.java,org/eclipse/che/api/core/jsonrpc/commons/reception/PromiseConfigurationOneToOne.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\PromiseConfigurationOneToOne.java,At PromiseConfigurationOneToOne.java:[line 57],org.eclipse.che.api.core.jsonrpc.commons.reception.PromiseConfigurationOneToOne,57,57,53,53,PromiseConfigurationOneToOne.java,org/eclipse/che/api/core/jsonrpc/commons/reception/PromiseConfigurationOneToOne.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\PromiseConfigurationOneToOne.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,cc61a88ec2ce272d838ef224c2a8b9b2,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ResultConfiguratorFromMany.java,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,In class org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,true,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,119,125,0,125,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,In method org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany.resultAsBoolean(),org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,resultAsBoolean,()Lorg/eclipse/che/api/core/jsonrpc/commons/reception/FunctionConfiguratorManyToOne;,false,true,At ResultConfiguratorFromMany.java:[line 119],org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,true,119,119,35,35,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,At ResultConfiguratorFromMany.java:[line 119],org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,119,119,32,32,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5d909d7ef9d1b0632ac12cecc10068d1,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ResultConfiguratorFromMany.java,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,In class org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,true,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,109,115,0,125,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,In method org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany.resultAsDouble(),org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,resultAsDouble,()Lorg/eclipse/che/api/core/jsonrpc/commons/reception/FunctionConfiguratorManyToOne;,false,true,At ResultConfiguratorFromMany.java:[line 109],org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,true,109,109,35,35,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,At ResultConfiguratorFromMany.java:[line 109],org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,109,109,32,32,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,4cc7ed398d37e010a0e6797a25cdb9f5,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ResultConfiguratorFromMany.java,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,In class org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,true,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,87,95,0,154,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,In method org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany.resultAsDto(Class),org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,resultAsDto,(Ljava/lang/Class;)Lorg/eclipse/che/api/core/jsonrpc/commons/reception/FunctionConfiguratorManyToOne;,false,true,At ResultConfiguratorFromMany.java:[line 89],org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,true,89,89,41,41,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,At ResultConfiguratorFromMany.java:[line 89],org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,89,89,38,38,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,6af1a1a566aa42aa0192398843d0913d,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ResultConfiguratorFromMany.java,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,In class org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,true,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,76,82,0,125,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,In method org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany.resultAsListOfBoolean(),org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,resultAsListOfBoolean,()Lorg/eclipse/che/api/core/jsonrpc/commons/reception/FunctionConfiguratorManyToMany;,false,true,At ResultConfiguratorFromMany.java:[line 76],org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,true,76,76,35,35,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,At ResultConfiguratorFromMany.java:[line 76],org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,76,76,32,32,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,984351360f2a6821206f8f70d68372bd,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ResultConfiguratorFromMany.java,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,In class org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,true,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,65,71,0,125,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,In method org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany.resultAsListOfDouble(),org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,resultAsListOfDouble,()Lorg/eclipse/che/api/core/jsonrpc/commons/reception/FunctionConfiguratorManyToMany;,false,true,At ResultConfiguratorFromMany.java:[line 65],org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,true,65,65,35,35,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,At ResultConfiguratorFromMany.java:[line 65],org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,65,65,32,32,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,778359928c7b369a210e9abd21123272,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ResultConfiguratorFromMany.java,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,In class org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,true,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,42,50,0,154,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,In method org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany.resultAsListOfDto(Class),org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,resultAsListOfDto,(Ljava/lang/Class;)Lorg/eclipse/che/api/core/jsonrpc/commons/reception/FunctionConfiguratorManyToMany;,false,true,At ResultConfiguratorFromMany.java:[line 44],org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,true,44,44,41,41,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,At ResultConfiguratorFromMany.java:[line 44],org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,44,44,38,38,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,6a623b9515f077ee1a057e3e53ed103c,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ResultConfiguratorFromMany.java,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,In class org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,true,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,54,60,0,125,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,In method org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany.resultAsListOfString(),org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,resultAsListOfString,()Lorg/eclipse/che/api/core/jsonrpc/commons/reception/FunctionConfiguratorManyToMany;,false,true,At ResultConfiguratorFromMany.java:[line 54],org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,true,54,54,35,35,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,At ResultConfiguratorFromMany.java:[line 54],org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,54,54,32,32,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,82aef2cf65796f69d089a4edaa3ffacd,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ResultConfiguratorFromMany.java,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,In class org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,true,org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,99,105,0,125,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,In method org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany.resultAsString(),org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,resultAsString,()Lorg/eclipse/che/api/core/jsonrpc/commons/reception/FunctionConfiguratorManyToOne;,false,true,At ResultConfiguratorFromMany.java:[line 99],org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,true,99,99,35,35,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,At ResultConfiguratorFromMany.java:[line 99],org.eclipse.che.api.core.jsonrpc.commons.reception.ResultConfiguratorFromMany,99,99,32,32,ResultConfiguratorFromMany.java,org/eclipse/che/api/core/jsonrpc/commons/reception/ResultConfiguratorFromMany.java,java\org\eclipse\che\api\core\jsonrpc\commons\reception\ResultConfiguratorFromMany.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d912edbc42fed4a95c6e2dfef6dc5eb3,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
