ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath,String/1/Message,String/1/_value,String/1/_role,SourceLine/5/Message,SourceLine/5/_classname,SourceLine/5/_start,SourceLine/5/_end,SourceLine/5/_startBytecode,SourceLine/5/_endBytecode,SourceLine/5/_sourcefile,SourceLine/5/_sourcepath,SourceLine/5/_relSourcepath,SourceLine/6/Message,SourceLine/6/_classname,SourceLine/6/_start,SourceLine/6/_end,SourceLine/6/_startBytecode,SourceLine/6/_endBytecode,SourceLine/6/_sourcefile,SourceLine/6/_sourcepath,SourceLine/6/_relSourcepath,SourceLine/0/_synthetic
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In WorkspaceRuntimes.java,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,In class org.eclipse.che.api.workspace.server.WorkspaceRuntimes,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,162,184,0,464,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,"In method new org.eclipse.che.api.workspace.server.WorkspaceRuntimes(EventService, Map, RuntimeInfrastructure, WorkspaceSharedPool, WorkspaceDao, DBInitializer, ProbeScheduler, WorkspaceStatusCache, WorkspaceLockService, DevfileConverter)",org.eclipse.che.api.workspace.server.WorkspaceRuntimes,<init>,(Lorg/eclipse/che/api/core/notification/EventService;Ljava/util/Map;Lorg/eclipse/che/api/workspace/server/spi/RuntimeInfrastructure;Lorg/eclipse/che/api/workspace/server/WorkspaceSharedPool;Lorg/eclipse/che/api/workspace/server/spi/WorkspaceDao;Lorg/eclipse/che/core/db/DBInitializer;Lorg/eclipse/che/api/workspace/server/hc/probe/ProbeScheduler;Lorg/eclipse/che/api/workspace/server/WorkspaceStatusCache;Lorg/eclipse/che/api/workspace/server/WorkspaceLockService;Lorg/eclipse/che/api/workspace/server/devfile/convert/DevfileConverter;)V,false,true,At WorkspaceRuntimes.java:[line 179],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,179,179,141,141,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 177],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,177,177,121,121,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,44c409f7b1a7e5dbdbcb2a77b234fb2b,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In WorkspaceRuntimes.java,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,In class org.eclipse.che.api.workspace.server.WorkspaceRuntimes,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,789,799,0,215,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,In method org.eclipse.che.api.workspace.server.WorkspaceRuntimes.containsThisRuntimesId(String),org.eclipse.che.api.workspace.server.WorkspaceRuntimes,containsThisRuntimesId,(Ljava/lang/String;)Z,false,true,At WorkspaceRuntimes.java:[line 795],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,795,795,63,63,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 796],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,796,796,60,60,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e176a0d89eb9e02d152a31066e1d38c2,0,0,117,At WorkspaceRuntimes.java:[line 797],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,797,797,56,56,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,,,,,,,,,,,,,,,,,,,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In WorkspaceRuntimes.java,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,In class org.eclipse.che.api.workspace.server.WorkspaceRuntimes,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,343,343,0,534,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,In method org.eclipse.che.api.workspace.server.WorkspaceRuntimes.getInternalRuntime(String),org.eclipse.che.api.workspace.server.WorkspaceRuntimes,getInternalRuntime,(Ljava/lang/String;)Lorg/eclipse/che/api/workspace/server/spi/InternalRuntime;,false,true,At WorkspaceRuntimes.java:[line 355],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,355,355,74,74,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 306],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,306,306,55,55,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,de580425b9a76377bb59f3e14fe94766,0,0,117,At WorkspaceRuntimes.java:[line 344],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,344,344,16,16,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 929],org.eclipse.che.api.workspace.server.WorkspaceRuntimes$StopRuntimeTask,929,929,4,4,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 934],org.eclipse.che.api.workspace.server.WorkspaceRuntimes$StopRuntimeTask,934,934,26,26,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In WorkspaceRuntimes.java,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,In class org.eclipse.che.api.workspace.server.WorkspaceRuntimes,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,633,666,0,613,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,In method org.eclipse.che.api.workspace.server.WorkspaceRuntimes.recover(),org.eclipse.che.api.workspace.server.WorkspaceRuntimes,recover,()V,false,true,At WorkspaceRuntimes.java:[line 641],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,641,641,47,47,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 641],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,641,641,44,44,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,affd598d35fe4cd2568621b156ca7363,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In WorkspaceRuntimes.java,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,In class org.eclipse.che.api.workspace.server.WorkspaceRuntimes,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,633,666,0,613,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,In method org.eclipse.che.api.workspace.server.WorkspaceRuntimes.recover(),org.eclipse.che.api.workspace.server.WorkspaceRuntimes,recover,()V,false,true,At WorkspaceRuntimes.java:[line 644],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,644,644,71,71,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 647],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,647,647,68,68,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d7dc9b6f2cb7358e8f94bce926070b67,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In WorkspaceRuntimes.java,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,In class org.eclipse.che.api.workspace.server.WorkspaceRuntimes,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,671,726,0,908,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,"In method org.eclipse.che.api.workspace.server.WorkspaceRuntimes.recoverOne(RuntimeInfrastructure, RuntimeIdentity)",org.eclipse.che.api.workspace.server.WorkspaceRuntimes,recoverOne,(Lorg/eclipse/che/api/workspace/server/spi/RuntimeInfrastructure;Lorg/eclipse/che/api/core/model/workspace/runtime/RuntimeIdentity;)Lorg/eclipse/che/api/workspace/server/spi/InternalRuntime;,false,true,At WorkspaceRuntimes.java:[line 719],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,719,719,343,343,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 714],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,714,714,229,229,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,cf58183ed53d9d08bbbdcc50eeebcba5,0,0,117,At WorkspaceRuntimes.java:[line 716],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,716,716,261,261,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In WorkspaceRuntimes.java,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,In class org.eclipse.che.api.workspace.server.WorkspaceRuntimes,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,775,784,0,217,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,In method org.eclipse.che.api.workspace.server.WorkspaceRuntimes.setRuntimesId(String),org.eclipse.che.api.workspace.server.WorkspaceRuntimes,setRuntimesId,(Ljava/lang/String;)V,false,true,At WorkspaceRuntimes.java:[line 779],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,779,779,67,67,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 411],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,411,411,11,11,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,6524c0dc1fc94a36ae4b4e27982f281d,0,0,117,At WorkspaceRuntimes.java:[line 466],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,466,466,279,279,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 509],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,509,509,22,22,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 525],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,525,525,190,190,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,,,,At WorkspaceRuntimes.java:[line 780],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,780,780,64,64,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 782],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,782,782,60,60,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In WorkspaceRuntimes.java,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,In class org.eclipse.che.api.workspace.server.WorkspaceRuntimes,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,409,485,0,1132,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,"In method org.eclipse.che.api.workspace.server.WorkspaceRuntimes.startAsync(WorkspaceImpl, String, Map)",org.eclipse.che.api.workspace.server.WorkspaceRuntimes,startAsync,(Lorg/eclipse/che/api/workspace/server/model/impl/WorkspaceImpl;Ljava/lang/String;Ljava/util/Map;)Ljava/util/concurrent/CompletableFuture;,false,true,At WorkspaceRuntimes.java:[line 469],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,469,469,381,381,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 471],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,471,471,353,353,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,147c234c63774273d6c4b592cec7ce8b,0,0,117,At WorkspaceRuntimes.java:[line 472],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,472,472,360,360,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 473],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,473,473,367,367,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 474],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,474,474,377,377,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In WorkspaceRuntimes.java,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,In class org.eclipse.che.api.workspace.server.WorkspaceRuntimes,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,409,485,0,1132,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,"In method org.eclipse.che.api.workspace.server.WorkspaceRuntimes.startAsync(WorkspaceImpl, String, Map)",org.eclipse.che.api.workspace.server.WorkspaceRuntimes,startAsync,(Lorg/eclipse/che/api/workspace/server/model/impl/WorkspaceImpl;Ljava/lang/String;Ljava/util/Map;)Ljava/util/concurrent/CompletableFuture;,false,true,At WorkspaceRuntimes.java:[line 481],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,481,481,437,437,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 481],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,481,481,432,432,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,7e080b71e7a67fe97c54bc574ba1ed23,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In WorkspaceRuntimes.java,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,In class org.eclipse.che.api.workspace.server.WorkspaceRuntimes,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,409,485,0,1132,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,"In method org.eclipse.che.api.workspace.server.WorkspaceRuntimes.startAsync(WorkspaceImpl, String, Map)",org.eclipse.che.api.workspace.server.WorkspaceRuntimes,startAsync,(Lorg/eclipse/che/api/workspace/server/model/impl/WorkspaceImpl;Ljava/lang/String;Ljava/util/Map;)Ljava/util/concurrent/CompletableFuture;,false,true,At WorkspaceRuntimes.java:[line 484],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,484,484,467,467,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 484],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,484,484,462,462,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,7e080b71e7a67fe97c54bc574ba1ed23,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In WorkspaceRuntimes.java,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,In class org.eclipse.che.api.workspace.server.WorkspaceRuntimes,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,org.eclipse.che.api.workspace.server.WorkspaceRuntimes,506,537,0,645,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,"In method org.eclipse.che.api.workspace.server.WorkspaceRuntimes.stopAsync(WorkspaceImpl, Map)",org.eclipse.che.api.workspace.server.WorkspaceRuntimes,stopAsync,(Lorg/eclipse/che/api/workspace/server/model/impl/WorkspaceImpl;Ljava/util/Map;)Ljava/util/concurrent/CompletableFuture;,false,true,At WorkspaceRuntimes.java:[line 530],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,true,530,530,259,259,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 528],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,528,528,215,215,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d0d26fce4624aec4ca78895c048c33df,0,0,117,At WorkspaceRuntimes.java:[line 532],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,532,532,236,236,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 533],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,533,533,243,243,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,At WorkspaceRuntimes.java:[line 534],org.eclipse.che.api.workspace.server.WorkspaceRuntimes,534,534,250,250,WorkspaceRuntimes.java,org/eclipse/che/api/workspace/server/WorkspaceRuntimes.java,java\org\eclipse\che\api\workspace\server\WorkspaceRuntimes.java,,,,,,,,,,,,,,,,,,,,,,
