ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,String/1/Message,String/1/_value,String/1/_role
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In JournalCrashTest.java,alluxio.cli.JournalCrashTest,JournalCrashTest.java,alluxio/cli/JournalCrashTest.java,alluxio\cli\JournalCrashTest.java,In class alluxio.cli.JournalCrashTest,alluxio.cli.JournalCrashTest,true,alluxio.cli.JournalCrashTest,189,218,0,491,JournalCrashTest.java,alluxio/cli/JournalCrashTest.java,alluxio\cli\JournalCrashTest.java,In method alluxio.cli.JournalCrashTest.checkStatus(),alluxio.cli.JournalCrashTest,checkStatus,()Z,true,true,At JournalCrashTest.java:[line 205],alluxio.cli.JournalCrashTest,true,205,205,173,173,JournalCrashTest.java,alluxio/cli/JournalCrashTest.java,alluxio\cli\JournalCrashTest.java,At JournalCrashTest.java:[line 196],alluxio.cli.JournalCrashTest,196,196,107,107,JournalCrashTest.java,alluxio/cli/JournalCrashTest.java,alluxio\cli\JournalCrashTest.java,At JournalCrashTest.java:[line 204],alluxio.cli.JournalCrashTest,204,204,158,158,JournalCrashTest.java,alluxio/cli/JournalCrashTest.java,alluxio\cli\JournalCrashTest.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,fb225dbf55fcadf6ca814f1fc82cdbed,1,2,117,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In JournalCrashTest.java,alluxio.cli.JournalCrashTest,JournalCrashTest.java,alluxio/cli/JournalCrashTest.java,alluxio\cli\JournalCrashTest.java,In class alluxio.cli.JournalCrashTest,alluxio.cli.JournalCrashTest,true,alluxio.cli.JournalCrashTest,189,218,0,491,JournalCrashTest.java,alluxio/cli/JournalCrashTest.java,alluxio\cli\JournalCrashTest.java,In method alluxio.cli.JournalCrashTest.checkStatus(),alluxio.cli.JournalCrashTest,checkStatus,()Z,true,true,At JournalCrashTest.java:[line 211],alluxio.cli.JournalCrashTest,true,211,211,232,232,JournalCrashTest.java,alluxio/cli/JournalCrashTest.java,alluxio\cli\JournalCrashTest.java,At JournalCrashTest.java:[line 196],alluxio.cli.JournalCrashTest,196,196,107,107,JournalCrashTest.java,alluxio/cli/JournalCrashTest.java,alluxio\cli\JournalCrashTest.java,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,fb225dbf55fcadf6ca814f1fc82cdbed,2,2,117,,,
Predictable pseudorandom number generator,The use of java.lang.Math.random() is predictable,In JournalCrashTest.java,alluxio.cli.JournalCrashTest,JournalCrashTest.java,alluxio/cli/JournalCrashTest.java,alluxio\cli\JournalCrashTest.java,In class alluxio.cli.JournalCrashTest,alluxio.cli.JournalCrashTest,true,alluxio.cli.JournalCrashTest,243,307,0,905,JournalCrashTest.java,alluxio/cli/JournalCrashTest.java,alluxio\cli\JournalCrashTest.java,In method alluxio.cli.JournalCrashTest.main(String[]),alluxio.cli.JournalCrashTest,main,([Ljava/lang/String;)V,true,true,At JournalCrashTest.java:[line 262],alluxio.cli.JournalCrashTest,true,262,262,72,72,JournalCrashTest.java,alluxio/cli/JournalCrashTest.java,alluxio\cli\JournalCrashTest.java,,,,,,,,,,,,,,,,,,,Value java.lang.Math.random(),java.lang.Math.random(),,PREDICTABLE_RANDOM,2,7,SECPR,SECURITY,11ca90d56c19b7ae26ddbc759a96bf99,0,0,330,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BasicCheckpoint.java,alluxio.examples.BasicCheckpoint,BasicCheckpoint.java,alluxio/examples/BasicCheckpoint.java,alluxio\examples\BasicCheckpoint.java,In class alluxio.examples.BasicCheckpoint,alluxio.examples.BasicCheckpoint,true,alluxio.examples.BasicCheckpoint,64,78,0,399,BasicCheckpoint.java,alluxio/examples/BasicCheckpoint.java,alluxio\examples\BasicCheckpoint.java,In method alluxio.examples.BasicCheckpoint.readFile(FileSystem),alluxio.examples.BasicCheckpoint,readFile,(Lalluxio/client/file/FileSystem;)Z,false,true,At BasicCheckpoint.java:[line 67],alluxio.examples.BasicCheckpoint,true,67,67,54,54,BasicCheckpoint.java,alluxio/examples/BasicCheckpoint.java,alluxio\examples\BasicCheckpoint.java,At BasicCheckpoint.java:[line 66],alluxio.examples.BasicCheckpoint,66,66,42,42,BasicCheckpoint.java,alluxio/examples/BasicCheckpoint.java,alluxio\examples\BasicCheckpoint.java,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,dc0a387c0d1da11483e41711a3970d7f,0,0,117,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In BasicCheckpoint.java,alluxio.examples.BasicCheckpoint,BasicCheckpoint.java,alluxio/examples/BasicCheckpoint.java,alluxio\examples\BasicCheckpoint.java,In class alluxio.examples.BasicCheckpoint,alluxio.examples.BasicCheckpoint,true,alluxio.examples.BasicCheckpoint,82,96,0,324,BasicCheckpoint.java,alluxio/examples/BasicCheckpoint.java,alluxio\examples\BasicCheckpoint.java,In method alluxio.examples.BasicCheckpoint.writeFile(FileSystem),alluxio.examples.BasicCheckpoint,writeFile,(Lalluxio/client/file/FileSystem;)V,false,true,At BasicCheckpoint.java:[line 90],alluxio.examples.BasicCheckpoint,true,90,90,96,96,BasicCheckpoint.java,alluxio/examples/BasicCheckpoint.java,alluxio\examples\BasicCheckpoint.java,At BasicCheckpoint.java:[line 89],alluxio.examples.BasicCheckpoint,89,89,84,84,BasicCheckpoint.java,alluxio/examples/BasicCheckpoint.java,alluxio\examples\BasicCheckpoint.java,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,70bbb94e2ed638b651f6f122d2495e34,0,0,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In BasicNonByteBufferOperations.java,alluxio.examples.BasicNonByteBufferOperations,BasicNonByteBufferOperations.java,alluxio/examples/BasicNonByteBufferOperations.java,alluxio\examples\BasicNonByteBufferOperations.java,In class alluxio.examples.BasicNonByteBufferOperations,alluxio.examples.BasicNonByteBufferOperations,true,alluxio.examples.BasicNonByteBufferOperations,114,127,0,519,BasicNonByteBufferOperations.java,alluxio/examples/BasicNonByteBufferOperations.java,alluxio\examples\BasicNonByteBufferOperations.java,In method alluxio.examples.BasicNonByteBufferOperations.read(FileSystem),alluxio.examples.BasicNonByteBufferOperations,read,(Lalluxio/client/file/FileSystem;)Z,false,true,At BasicNonByteBufferOperations.java:[line 126],alluxio.examples.BasicNonByteBufferOperations,true,126,126,202,202,BasicNonByteBufferOperations.java,alluxio/examples/BasicNonByteBufferOperations.java,alluxio\examples\BasicNonByteBufferOperations.java,At BasicNonByteBufferOperations.java:[line 126],alluxio.examples.BasicNonByteBufferOperations,126,126,199,199,BasicNonByteBufferOperations.java,alluxio/examples/BasicNonByteBufferOperations.java,alluxio\examples\BasicNonByteBufferOperations.java,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e57bbfb3b9c997de02977ce475f077ce,0,0,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In BasicNonByteBufferOperations.java,alluxio.examples.BasicNonByteBufferOperations,BasicNonByteBufferOperations.java,alluxio/examples/BasicNonByteBufferOperations.java,alluxio\examples\BasicNonByteBufferOperations.java,In class alluxio.examples.BasicNonByteBufferOperations,alluxio.examples.BasicNonByteBufferOperations,true,alluxio.examples.BasicNonByteBufferOperations,85,94,0,459,BasicNonByteBufferOperations.java,alluxio/examples/BasicNonByteBufferOperations.java,alluxio\examples\BasicNonByteBufferOperations.java,In method alluxio.examples.BasicNonByteBufferOperations.write(FileSystem),alluxio.examples.BasicNonByteBufferOperations,write,(Lalluxio/client/file/FileSystem;)V,false,true,At BasicNonByteBufferOperations.java:[line 93],alluxio.examples.BasicNonByteBufferOperations,true,93,93,181,181,BasicNonByteBufferOperations.java,alluxio/examples/BasicNonByteBufferOperations.java,alluxio\examples\BasicNonByteBufferOperations.java,At BasicNonByteBufferOperations.java:[line 93],alluxio.examples.BasicNonByteBufferOperations,93,93,178,178,BasicNonByteBufferOperations.java,alluxio/examples/BasicNonByteBufferOperations.java,alluxio\examples\BasicNonByteBufferOperations.java,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,bc3d293bedefb093fc1d37f64e520a57,0,0,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In BasicOperations.java,alluxio.examples.BasicOperations,BasicOperations.java,alluxio/examples/BasicOperations.java,alluxio\examples\BasicOperations.java,In class alluxio.examples.BasicOperations,alluxio.examples.BasicOperations,true,alluxio.examples.BasicOperations,93,106,0,325,BasicOperations.java,alluxio/examples/BasicOperations.java,alluxio\examples\BasicOperations.java,In method alluxio.examples.BasicOperations.readFile(FileSystem),alluxio.examples.BasicOperations,readFile,(Lalluxio/client/file/FileSystem;)Z,false,true,At BasicOperations.java:[line 105],alluxio.examples.BasicOperations,true,105,105,133,133,BasicOperations.java,alluxio/examples/BasicOperations.java,alluxio\examples\BasicOperations.java,At BasicOperations.java:[line 105],alluxio.examples.BasicOperations,105,105,130,130,BasicOperations.java,alluxio/examples/BasicOperations.java,alluxio\examples\BasicOperations.java,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,2b23b5bd9252a7418f842e5c27dff14b,0,0,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In BasicOperations.java,alluxio.examples.BasicOperations,BasicOperations.java,alluxio/examples/BasicOperations.java,alluxio\examples\BasicOperations.java,In class alluxio.examples.BasicOperations,alluxio.examples.BasicOperations,true,alluxio.examples.BasicOperations,77,89,0,266,BasicOperations.java,alluxio/examples/BasicOperations.java,alluxio\examples\BasicOperations.java,In method alluxio.examples.BasicOperations.writeFile(FileSystem),alluxio.examples.BasicOperations,writeFile,(Lalluxio/client/file/FileSystem;)V,false,true,At BasicOperations.java:[line 88],alluxio.examples.BasicOperations,true,88,88,107,107,BasicOperations.java,alluxio/examples/BasicOperations.java,alluxio\examples\BasicOperations.java,At BasicOperations.java:[line 88],alluxio.examples.BasicOperations,88,88,104,104,BasicOperations.java,alluxio/examples/BasicOperations.java,alluxio\examples\BasicOperations.java,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e463e085d4c287b7df06bb4b2f703604,0,0,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Performance.java,alluxio.examples.Performance,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In class alluxio.examples.Performance,alluxio.examples.Performance,true,alluxio.examples.Performance,486,524,0,771,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,"In method alluxio.examples.Performance.AlluxioTest(boolean, FileSystem)",alluxio.examples.Performance,AlluxioTest,(ZLalluxio/client/file/FileSystem;)V,true,true,At Performance.java:[line 522],alluxio.examples.Performance,true,522,522,334,334,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,At Performance.java:[line 523],alluxio.examples.Performance,523,523,331,331,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,1ed7cae29db366412fb31c02505f0b65,0,0,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Performance.java,alluxio.examples.Performance,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In class alluxio.examples.Performance,alluxio.examples.Performance,true,alluxio.examples.Performance,527,561,0,746,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In method alluxio.examples.Performance.HdfsTest(boolean),alluxio.examples.Performance,HdfsTest,(Z)V,true,true,At Performance.java:[line 559],alluxio.examples.Performance,true,559,559,305,305,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,At Performance.java:[line 560],alluxio.examples.Performance,560,560,302,302,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,c5335117255fc664d8e2991918011a34,0,0,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Performance.java,alluxio.examples.Performance,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In class alluxio.examples.Performance,alluxio.examples.Performance,true,alluxio.examples.Performance,76,79,0,189,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,"In method alluxio.examples.Performance.logPerIteration(long, int, String, int)",alluxio.examples.Performance,logPerIteration,(JILjava/lang/String;I)V,true,true,At Performance.java:[line 78],alluxio.examples.Performance,true,78,78,80,80,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,At Performance.java:[line 78],alluxio.examples.Performance,78,78,77,77,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5d6de605f5cccad93c2cda97f5bb38fe,0,0,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Performance.java,alluxio.examples.Performance,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In class alluxio.examples.Performance,alluxio.examples.Performance,true,alluxio.examples.Performance,574,657,0,1179,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In method alluxio.examples.Performance.main(String[]),alluxio.examples.Performance,main,([Ljava/lang/String;)V,true,true,At Performance.java:[line 617],alluxio.examples.Performance,true,617,617,315,315,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,,,,,,,,,,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,7ec8ea5b4217476a1f3a9ca4056547b8,0,7,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Performance.java,alluxio.examples.Performance,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In class alluxio.examples.Performance,alluxio.examples.Performance,true,alluxio.examples.Performance,574,657,0,1179,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In method alluxio.examples.Performance.main(String[]),alluxio.examples.Performance,main,([Ljava/lang/String;)V,true,true,At Performance.java:[line 621],alluxio.examples.Performance,true,621,621,373,373,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,,,,,,,,,,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,7ec8ea5b4217476a1f3a9ca4056547b8,1,7,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Performance.java,alluxio.examples.Performance,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In class alluxio.examples.Performance,alluxio.examples.Performance,true,alluxio.examples.Performance,574,657,0,1179,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In method alluxio.examples.Performance.main(String[]),alluxio.examples.Performance,main,([Ljava/lang/String;)V,true,true,At Performance.java:[line 626],alluxio.examples.Performance,true,626,626,439,439,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,,,,,,,,,,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,7ec8ea5b4217476a1f3a9ca4056547b8,2,7,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Performance.java,alluxio.examples.Performance,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In class alluxio.examples.Performance,alluxio.examples.Performance,true,alluxio.examples.Performance,574,657,0,1179,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In method alluxio.examples.Performance.main(String[]),alluxio.examples.Performance,main,([Ljava/lang/String;)V,true,true,At Performance.java:[line 630],alluxio.examples.Performance,true,630,630,487,487,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,,,,,,,,,,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,7ec8ea5b4217476a1f3a9ca4056547b8,3,7,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Performance.java,alluxio.examples.Performance,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In class alluxio.examples.Performance,alluxio.examples.Performance,true,alluxio.examples.Performance,574,657,0,1179,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In method alluxio.examples.Performance.main(String[]),alluxio.examples.Performance,main,([Ljava/lang/String;)V,true,true,At Performance.java:[line 634],alluxio.examples.Performance,true,634,634,535,535,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,,,,,,,,,,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,7ec8ea5b4217476a1f3a9ca4056547b8,4,7,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Performance.java,alluxio.examples.Performance,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In class alluxio.examples.Performance,alluxio.examples.Performance,true,alluxio.examples.Performance,574,657,0,1179,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In method alluxio.examples.Performance.main(String[]),alluxio.examples.Performance,main,([Ljava/lang/String;)V,true,true,At Performance.java:[line 638],alluxio.examples.Performance,true,638,638,584,584,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,,,,,,,,,,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,7ec8ea5b4217476a1f3a9ca4056547b8,5,7,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Performance.java,alluxio.examples.Performance,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In class alluxio.examples.Performance,alluxio.examples.Performance,true,alluxio.examples.Performance,574,657,0,1179,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In method alluxio.examples.Performance.main(String[]),alluxio.examples.Performance,main,([Ljava/lang/String;)V,true,true,At Performance.java:[line 642],alluxio.examples.Performance,true,642,642,633,633,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,,,,,,,,,,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,7ec8ea5b4217476a1f3a9ca4056547b8,6,7,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Performance.java,alluxio.examples.Performance,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In class alluxio.examples.Performance,alluxio.examples.Performance,true,alluxio.examples.Performance,574,657,0,1179,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In method alluxio.examples.Performance.main(String[]),alluxio.examples.Performance,main,([Ljava/lang/String;)V,true,true,At Performance.java:[line 646],alluxio.examples.Performance,true,646,646,681,681,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,,,,,,,,,,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,7ec8ea5b4217476a1f3a9ca4056547b8,7,7,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Performance.java,alluxio.examples.Performance,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In class alluxio.examples.Performance,alluxio.examples.Performance,true,alluxio.examples.Performance,447,483,0,772,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,"In method alluxio.examples.Performance.memoryCopyTest(boolean, boolean)",alluxio.examples.Performance,memoryCopyTest,(ZZ)V,true,true,At Performance.java:[line 481],alluxio.examples.Performance,true,481,481,332,332,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,At Performance.java:[line 482],alluxio.examples.Performance,482,482,329,329,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,87b26a48b006d7003de0098903a45174,0,0,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Performance.java,alluxio.examples.Performance$AlluxioReadWorker,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In class alluxio.examples.Performance$AlluxioReadWorker,alluxio.examples.Performance$AlluxioReadWorker,true,alluxio.examples.Performance$AlluxioReadWorker,280,340,0,1076,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In method alluxio.examples.Performance$AlluxioReadWorker.readPartition(),alluxio.examples.Performance$AlluxioReadWorker,readPartition,()V,false,true,At Performance.java:[line 332],alluxio.examples.Performance$AlluxioReadWorker,true,332,332,535,535,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,At Performance.java:[line 332],alluxio.examples.Performance$AlluxioReadWorker,332,332,532,532,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,4951c0afc97ee5f89c7bd600b0b00a7a,0,0,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Performance.java,alluxio.examples.Performance$AlluxioReadWorker,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In class alluxio.examples.Performance$AlluxioReadWorker,alluxio.examples.Performance$AlluxioReadWorker,true,alluxio.examples.Performance$AlluxioReadWorker,345,350,0,141,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In method alluxio.examples.Performance$AlluxioReadWorker.run(),alluxio.examples.Performance$AlluxioReadWorker,run,()V,false,true,At Performance.java:[line 349],alluxio.examples.Performance$AlluxioReadWorker,true,349,349,43,43,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,At Performance.java:[line 349],alluxio.examples.Performance$AlluxioReadWorker,349,349,40,40,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,eab29436f6c4ff30ae9344b57d4b24bc,0,0,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Performance.java,alluxio.examples.Performance$AlluxioWriterWorker,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In class alluxio.examples.Performance$AlluxioWriterWorker,alluxio.examples.Performance$AlluxioWriterWorker,true,alluxio.examples.Performance$AlluxioWriterWorker,250,255,0,141,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In method alluxio.examples.Performance$AlluxioWriterWorker.run(),alluxio.examples.Performance$AlluxioWriterWorker,run,()V,false,true,At Performance.java:[line 254],alluxio.examples.Performance$AlluxioWriterWorker,true,254,254,43,43,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,At Performance.java:[line 254],alluxio.examples.Performance$AlluxioWriterWorker,254,254,40,40,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,311c31847699973aef4018c49b63aa91,0,0,117,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Performance.java,alluxio.examples.Performance$AlluxioWriterWorker,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In class alluxio.examples.Performance$AlluxioWriterWorker,alluxio.examples.Performance$AlluxioWriterWorker,true,alluxio.examples.Performance$AlluxioWriterWorker,227,245,0,349,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,In method alluxio.examples.Performance$AlluxioWriterWorker.writePartition(),alluxio.examples.Performance$AlluxioWriterWorker,writePartition,()V,false,true,At Performance.java:[line 229],alluxio.examples.Performance$AlluxioWriterWorker,true,229,229,24,24,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,At Performance.java:[line 229],alluxio.examples.Performance$AlluxioWriterWorker,229,229,21,21,Performance.java,alluxio/examples/Performance.java,alluxio\examples\Performance.java,,,,,,,,,,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,7eb0596b04822912b4745622d3f3c8cf,0,0,117,,,
