ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,String/1/Message,String/1/_value,String/1/_role,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath,SourceLine/5/Message,SourceLine/5/_classname,SourceLine/5/_start,SourceLine/5/_end,SourceLine/5/_startBytecode,SourceLine/5/_endBytecode,SourceLine/5/_sourcefile,SourceLine/5/_sourcepath,SourceLine/5/_relSourcepath
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In HdfsUnderFileSystem.java,alluxio.underfs.hdfs.HdfsUnderFileSystem,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,In class alluxio.underfs.hdfs.HdfsUnderFileSystem,alluxio.underfs.hdfs.HdfsUnderFileSystem,true,alluxio.underfs.hdfs.HdfsUnderFileSystem,556,601,0,667,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,"In method alluxio.underfs.hdfs.HdfsUnderFileSystem.open(String, OpenOptions)",alluxio.underfs.hdfs.HdfsUnderFileSystem,open,(Ljava/lang/String;Lalluxio/underfs/options/OpenOptions;)Ljava/io/InputStream;,false,true,At HdfsUnderFileSystem.java:[line 596],alluxio.underfs.hdfs.HdfsUnderFileSystem,true,596,596,258,258,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,At HdfsUnderFileSystem.java:[line 596],alluxio.underfs.hdfs.HdfsUnderFileSystem,596,596,255,255,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,9783e2c147c5138085354dfd64bab97b,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In HdfsUnderFileSystem.java,alluxio.underfs.hdfs.HdfsUnderFileSystem,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,In class alluxio.underfs.hdfs.HdfsUnderFileSystem,alluxio.underfs.hdfs.HdfsUnderFileSystem,true,alluxio.underfs.hdfs.HdfsUnderFileSystem,746,758,0,281,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,"In method alluxio.underfs.hdfs.HdfsUnderFileSystem.rename(String, String)",alluxio.underfs.hdfs.HdfsUnderFileSystem,rename,(Ljava/lang/String;Ljava/lang/String;)Z,false,true,At HdfsUnderFileSystem.java:[line 753],alluxio.underfs.hdfs.HdfsUnderFileSystem,true,753,753,90,90,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,At HdfsUnderFileSystem.java:[line 610],alluxio.underfs.hdfs.HdfsUnderFileSystem,610,610,25,25,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,de73825e52d04c11820b741120bad70b,0,0,117,Method usage not detected,not detected,Method usage,At HdfsUnderFileSystem.java:[line 620],alluxio.underfs.hdfs.HdfsUnderFileSystem,620,620,25,25,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,At HdfsUnderFileSystem.java:[line 754],alluxio.underfs.hdfs.HdfsUnderFileSystem,754,754,86,86,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In HdfsUnderFileSystem.java,alluxio.underfs.hdfs.HdfsUnderFileSystem,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,In class alluxio.underfs.hdfs.HdfsUnderFileSystem,alluxio.underfs.hdfs.HdfsUnderFileSystem,true,alluxio.underfs.hdfs.HdfsUnderFileSystem,606,610,0,111,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,"In method alluxio.underfs.hdfs.HdfsUnderFileSystem.renameDirectory(String, String)",alluxio.underfs.hdfs.HdfsUnderFileSystem,renameDirectory,(Ljava/lang/String;Ljava/lang/String;)Z,false,true,At HdfsUnderFileSystem.java:[line 607],alluxio.underfs.hdfs.HdfsUnderFileSystem,true,607,607,15,15,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,,,,,,,,,,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,894dcd40a1c036fe27920b3c58bcf1a,0,0,117,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In HdfsUnderFileSystem.java,alluxio.underfs.hdfs.HdfsUnderFileSystem,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,In class alluxio.underfs.hdfs.HdfsUnderFileSystem,alluxio.underfs.hdfs.HdfsUnderFileSystem,true,alluxio.underfs.hdfs.HdfsUnderFileSystem,615,620,0,111,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,"In method alluxio.underfs.hdfs.HdfsUnderFileSystem.renameFile(String, String)",alluxio.underfs.hdfs.HdfsUnderFileSystem,renameFile,(Ljava/lang/String;Ljava/lang/String;)Z,false,true,At HdfsUnderFileSystem.java:[line 616],alluxio.underfs.hdfs.HdfsUnderFileSystem,true,616,616,15,15,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,,,,,,,,,,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,fecd8b2601ee94cd0d0bae6069359dd9,0,0,117,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In HdfsUnderFileSystem.java,alluxio.underfs.hdfs.HdfsUnderFileSystem,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,In class alluxio.underfs.hdfs.HdfsUnderFileSystem,alluxio.underfs.hdfs.HdfsUnderFileSystem,true,alluxio.underfs.hdfs.HdfsUnderFileSystem,648,656,0,234,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,"In method alluxio.underfs.hdfs.HdfsUnderFileSystem.setMode(String, short)",alluxio.underfs.hdfs.HdfsUnderFileSystem,setMode,(Ljava/lang/String;S)V,false,true,At HdfsUnderFileSystem.java:[line 653],alluxio.underfs.hdfs.HdfsUnderFileSystem,true,653,653,69,69,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,At HdfsUnderFileSystem.java:[line 653],alluxio.underfs.hdfs.HdfsUnderFileSystem,653,653,65,65,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,449ea5894dcb9e9a2f6aef9aba8f8346,0,0,117,Method usage not detected,not detected,Method usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In HdfsUnderFileSystem.java,alluxio.underfs.hdfs.HdfsUnderFileSystem,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,In class alluxio.underfs.hdfs.HdfsUnderFileSystem,alluxio.underfs.hdfs.HdfsUnderFileSystem,true,alluxio.underfs.hdfs.HdfsUnderFileSystem,625,644,0,332,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,"In method alluxio.underfs.hdfs.HdfsUnderFileSystem.setOwner(String, String, String)",alluxio.underfs.hdfs.HdfsUnderFileSystem,setOwner,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V,false,true,At HdfsUnderFileSystem.java:[line 633],alluxio.underfs.hdfs.HdfsUnderFileSystem,true,633,633,68,68,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,At HdfsUnderFileSystem.java:[line 539],alluxio.underfs.hdfs.HdfsUnderFileSystem,539,539,171,171,HdfsUnderFileSystem.java,alluxio/underfs/hdfs/HdfsUnderFileSystem.java,main\java\alluxio\underfs\hdfs\HdfsUnderFileSystem.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d6304d839db0ad295e400277c3a45796,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SupportedHdfsActiveSyncProvider.java,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,In class alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,true,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,330,367,0,954,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,In method alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider.getActivitySyncInfo(),alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,getActivitySyncInfo,()Lalluxio/SyncInfo;,false,true,At SupportedHdfsActiveSyncProvider.java:[line 345],alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,true,345,345,127,127,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,At SupportedHdfsActiveSyncProvider.java:[line 346],alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,346,346,124,124,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,c95f0cd65ba63c6a5d39551a95ac89e1,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In SupportedHdfsActiveSyncProvider.java,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,In class alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,true,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,262,308,0,830,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,In method alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider.pollEvent(DFSInotifyEventInputStream),alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,pollEvent,(Lorg/apache/hadoop/hdfs/DFSInotifyEventInputStream;)V,false,true,At SupportedHdfsActiveSyncProvider.java:[line 295],alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,true,295,295,315,315,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,At SupportedHdfsActiveSyncProvider.java:[line 295],alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,295,295,312,312,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,99439beb814e5568887c670daf0454aa,0,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In SupportedHdfsActiveSyncProvider.java,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,In class alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,true,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,262,308,0,830,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,In method alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider.pollEvent(DFSInotifyEventInputStream),alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,pollEvent,(Lorg/apache/hadoop/hdfs/DFSInotifyEventInputStream;)V,false,true,At SupportedHdfsActiveSyncProvider.java:[line 300],alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,true,300,300,347,347,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,At SupportedHdfsActiveSyncProvider.java:[line 300],alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,300,300,344,344,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,99439beb814e5568887c670daf0454aa,1,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In SupportedHdfsActiveSyncProvider.java,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,In class alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,true,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,262,308,0,830,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,In method alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider.pollEvent(DFSInotifyEventInputStream),alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,pollEvent,(Lorg/apache/hadoop/hdfs/DFSInotifyEventInputStream;)V,false,true,At SupportedHdfsActiveSyncProvider.java:[line 304],alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,true,304,304,372,372,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,At SupportedHdfsActiveSyncProvider.java:[line 304],alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,304,304,369,369,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,99439beb814e5568887c670daf0454aa,2,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In SupportedHdfsActiveSyncProvider.java,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,In class alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,true,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,146,203,0,987,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,"In method alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider.processEvent(Event, List, long)",alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,processEvent,(Lorg/apache/hadoop/hdfs/inotify/Event;Ljava/util/List;J)Z,false,true,At SupportedHdfsActiveSyncProvider.java:[line 186],alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,true,186,186,223,223,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,At SupportedHdfsActiveSyncProvider.java:[line 153],alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,153,153,64,64,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,fa29fcf2907088656a19cd56f54c81f8,0,1,117,,,,At SupportedHdfsActiveSyncProvider.java:[line 157],alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,157,157,80,80,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,At SupportedHdfsActiveSyncProvider.java:[line 161],alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,161,161,96,96,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,At SupportedHdfsActiveSyncProvider.java:[line 165],alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,165,165,112,112,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,At SupportedHdfsActiveSyncProvider.java:[line 170],alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,170,170,135,135,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In SupportedHdfsActiveSyncProvider.java,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,In class alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,true,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,146,203,0,987,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,"In method alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider.processEvent(Event, List, long)",alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,processEvent,(Lorg/apache/hadoop/hdfs/inotify/Event;Ljava/util/List;J)Z,false,true,At SupportedHdfsActiveSyncProvider.java:[line 197],alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,true,197,197,276,276,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,At SupportedHdfsActiveSyncProvider.java:[line 166],alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,166,166,119,119,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,fa29fcf2907088656a19cd56f54c81f8,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In SupportedHdfsActiveSyncProvider.java,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,In class alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,true,alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,241,243,0,85,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,In method alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider.startSync(AlluxioURI),alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,startSync,(Lalluxio/AlluxioURI;)V,false,true,At SupportedHdfsActiveSyncProvider.java:[line 241],alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,true,241,241,9,9,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,At SupportedHdfsActiveSyncProvider.java:[line 241],alluxio.underfs.hdfs.activesync.SupportedHdfsActiveSyncProvider,241,241,6,6,SupportedHdfsActiveSyncProvider.java,alluxio/underfs/hdfs/activesync/SupportedHdfsActiveSyncProvider.java,main\java\alluxio\underfs\hdfs\activesync\SupportedHdfsActiveSyncProvider.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,fc936107076aa0a3342869ce8232636c,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
