ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,String/1/Message,String/1/_value,String/1/_role,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In LocalUnderFileSystem.java,alluxio.underfs.local.LocalUnderFileSystem,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,In class alluxio.underfs.local.LocalUnderFileSystem,alluxio.underfs.local.LocalUnderFileSystem,true,alluxio.underfs.local.LocalUnderFileSystem,209,224,0,369,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,In method alluxio.underfs.local.LocalUnderFileSystem.getFileStatus(String),alluxio.underfs.local.LocalUnderFileSystem,getFileStatus,(Ljava/lang/String;)Lalluxio/underfs/UfsFileStatus;,false,true,At LocalUnderFileSystem.java:[line 210],alluxio.underfs.local.LocalUnderFileSystem,true,210,210,11,11,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,At LocalUnderFileSystem.java:[line 209],alluxio.underfs.local.LocalUnderFileSystem,209,209,2,2,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,74853e6b43d8e013b42410346a1736fc,0,0,22,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In LocalUnderFileSystem.java,alluxio.underfs.local.LocalUnderFileSystem,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,In class alluxio.underfs.local.LocalUnderFileSystem,alluxio.underfs.local.LocalUnderFileSystem,true,alluxio.underfs.local.LocalUnderFileSystem,230,240,0,207,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,"In method alluxio.underfs.local.LocalUnderFileSystem.getSpace(String, UnderFileSystem$SpaceType)",alluxio.underfs.local.LocalUnderFileSystem,getSpace,(Ljava/lang/String;Lalluxio/underfs/UnderFileSystem$SpaceType;)J,false,true,At LocalUnderFileSystem.java:[line 231],alluxio.underfs.local.LocalUnderFileSystem,true,231,231,11,11,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,At LocalUnderFileSystem.java:[line 230],alluxio.underfs.local.LocalUnderFileSystem,230,230,2,2,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,12a0c7c9dbb5eb41f81081640900235c,0,0,22,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In LocalUnderFileSystem.java,alluxio.underfs.local.LocalUnderFileSystem,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,In class alluxio.underfs.local.LocalUnderFileSystem,alluxio.underfs.local.LocalUnderFileSystem,true,alluxio.underfs.local.LocalUnderFileSystem,246,264,0,411,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,In method alluxio.underfs.local.LocalUnderFileSystem.getStatus(String),alluxio.underfs.local.LocalUnderFileSystem,getStatus,(Ljava/lang/String;)Lalluxio/underfs/UfsStatus;,false,true,At LocalUnderFileSystem.java:[line 247],alluxio.underfs.local.LocalUnderFileSystem,true,247,247,11,11,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,At LocalUnderFileSystem.java:[line 246],alluxio.underfs.local.LocalUnderFileSystem,246,246,2,2,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,3455793e4b3e167c9ddcfcacba93e708,0,0,22,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In LocalUnderFileSystem.java,alluxio.underfs.local.LocalUnderFileSystem,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,In class alluxio.underfs.local.LocalUnderFileSystem,alluxio.underfs.local.LocalUnderFileSystem,true,alluxio.underfs.local.LocalUnderFileSystem,270,272,0,89,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,In method alluxio.underfs.local.LocalUnderFileSystem.isDirectory(String),alluxio.underfs.local.LocalUnderFileSystem,isDirectory,(Ljava/lang/String;)Z,false,true,At LocalUnderFileSystem.java:[line 271],alluxio.underfs.local.LocalUnderFileSystem,true,271,271,11,11,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,At LocalUnderFileSystem.java:[line 270],alluxio.underfs.local.LocalUnderFileSystem,270,270,2,2,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,b3526d480d5a2ace4dc2b1667ee02c36,0,0,22,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In LocalUnderFileSystem.java,alluxio.underfs.local.LocalUnderFileSystem,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,In class alluxio.underfs.local.LocalUnderFileSystem,alluxio.underfs.local.LocalUnderFileSystem,true,alluxio.underfs.local.LocalUnderFileSystem,277,279,0,89,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,In method alluxio.underfs.local.LocalUnderFileSystem.isFile(String),alluxio.underfs.local.LocalUnderFileSystem,isFile,(Ljava/lang/String;)Z,false,true,At LocalUnderFileSystem.java:[line 278],alluxio.underfs.local.LocalUnderFileSystem,true,278,278,11,11,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,At LocalUnderFileSystem.java:[line 277],alluxio.underfs.local.LocalUnderFileSystem,277,277,2,2,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,e09d6439085a2b009775ac7063e153cb,0,0,22,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In LocalUnderFileSystem.java,alluxio.underfs.local.LocalUnderFileSystem,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,In class alluxio.underfs.local.LocalUnderFileSystem,alluxio.underfs.local.LocalUnderFileSystem,true,alluxio.underfs.local.LocalUnderFileSystem,284,310,0,567,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,In method alluxio.underfs.local.LocalUnderFileSystem.listStatus(String),alluxio.underfs.local.LocalUnderFileSystem,listStatus,(Ljava/lang/String;)[Lalluxio/underfs/UfsStatus;,false,true,At LocalUnderFileSystem.java:[line 285],alluxio.underfs.local.LocalUnderFileSystem,true,285,285,11,11,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,At LocalUnderFileSystem.java:[line 284],alluxio.underfs.local.LocalUnderFileSystem,284,284,2,2,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,820dc6bed8049be0e61bcfcdaa6d7c5,0,0,22,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In LocalUnderFileSystem.java,alluxio.underfs.local.LocalUnderFileSystem,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,In class alluxio.underfs.local.LocalUnderFileSystem,alluxio.underfs.local.LocalUnderFileSystem,true,alluxio.underfs.local.LocalUnderFileSystem,316,359,0,605,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,"In method alluxio.underfs.local.LocalUnderFileSystem.mkdirs(String, MkdirsOptions)",alluxio.underfs.local.LocalUnderFileSystem,mkdirs,(Ljava/lang/String;Lalluxio/underfs/options/MkdirsOptions;)Z,false,true,At LocalUnderFileSystem.java:[line 317],alluxio.underfs.local.LocalUnderFileSystem,true,317,317,11,11,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,At LocalUnderFileSystem.java:[line 316],alluxio.underfs.local.LocalUnderFileSystem,316,316,2,2,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,63bb1ba981739bfd7621ffbd14c5e798,0,0,22,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),FileInputStream(...) reads a file whose location might be specified by user input,In LocalUnderFileSystem.java,alluxio.underfs.local.LocalUnderFileSystem,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,In class alluxio.underfs.local.LocalUnderFileSystem,alluxio.underfs.local.LocalUnderFileSystem,true,alluxio.underfs.local.LocalUnderFileSystem,364,372,0,192,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,"In method alluxio.underfs.local.LocalUnderFileSystem.open(String, OpenOptions)",alluxio.underfs.local.LocalUnderFileSystem,open,(Ljava/lang/String;Lalluxio/underfs/options/OpenOptions;)Ljava/io/InputStream;,false,true,At LocalUnderFileSystem.java:[line 365],alluxio.underfs.local.LocalUnderFileSystem,true,365,365,15,15,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,At LocalUnderFileSystem.java:[line 364],alluxio.underfs.local.LocalUnderFileSystem,364,364,2,2,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,Sink method FileInputStream(...),FileInputStream(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,df4bd70c8ed58a590264d9f9a481333,0,0,22,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In LocalUnderFileSystem.java,alluxio.underfs.local.LocalUnderFileSystem,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,In class alluxio.underfs.local.LocalUnderFileSystem,alluxio.underfs.local.LocalUnderFileSystem,true,alluxio.underfs.local.LocalUnderFileSystem,448,451,0,117,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,"In method alluxio.underfs.local.LocalUnderFileSystem.rename(String, String)",alluxio.underfs.local.LocalUnderFileSystem,rename,(Ljava/lang/String;Ljava/lang/String;)Z,false,true,At LocalUnderFileSystem.java:[line 450],alluxio.underfs.local.LocalUnderFileSystem,true,450,450,17,17,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,At LocalUnderFileSystem.java:[line 448],alluxio.underfs.local.LocalUnderFileSystem,448,448,2,2,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,14802c5ee81fa41e54c0032742ccc365,0,1,22,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In LocalUnderFileSystem.java,alluxio.underfs.local.LocalUnderFileSystem,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,In class alluxio.underfs.local.LocalUnderFileSystem,alluxio.underfs.local.LocalUnderFileSystem,true,alluxio.underfs.local.LocalUnderFileSystem,448,451,0,117,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,"In method alluxio.underfs.local.LocalUnderFileSystem.rename(String, String)",alluxio.underfs.local.LocalUnderFileSystem,rename,(Ljava/lang/String;Ljava/lang/String;)Z,false,true,At LocalUnderFileSystem.java:[line 451],alluxio.underfs.local.LocalUnderFileSystem,true,451,451,27,27,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,At LocalUnderFileSystem.java:[line 449],alluxio.underfs.local.LocalUnderFileSystem,449,449,8,8,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,14802c5ee81fa41e54c0032742ccc365,1,1,22,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file write),FileOutputStream(...) writes to a file whose location might be specified by user input,In LocalUnderFileSystem.java,alluxio.underfs.local.LocalUnderFileSystem,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,In class alluxio.underfs.local.LocalUnderFileSystem,alluxio.underfs.local.LocalUnderFileSystem,true,alluxio.underfs.local.LocalUnderFileSystem,108,122,0,284,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,"In method alluxio.underfs.local.LocalUnderFileSystem.createDirect(String, CreateOptions)",alluxio.underfs.local.LocalUnderFileSystem,createDirect,(Ljava/lang/String;Lalluxio/underfs/options/CreateOptions;)Ljava/io/OutputStream;,false,true,At LocalUnderFileSystem.java:[line 115],alluxio.underfs.local.LocalUnderFileSystem,true,115,115,74,74,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,At LocalUnderFileSystem.java:[line 108],alluxio.underfs.local.LocalUnderFileSystem,108,108,2,2,LocalUnderFileSystem.java,alluxio/underfs/local/LocalUnderFileSystem.java,main\java\alluxio\underfs\local\LocalUnderFileSystem.java,Sink method FileOutputStream(...),FileOutputStream(...),Sink method,PATH_TRAVERSAL_OUT,2,7,SECPTO,SECURITY,aa6f87430f31af4ddae526af25f958d0,0,0,22,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In LocalUnderFileSystemTest.java,alluxio.underfs.local.LocalUnderFileSystemTest,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,In class alluxio.underfs.local.LocalUnderFileSystemTest,alluxio.underfs.local.LocalUnderFileSystemTest,true,alluxio.underfs.local.LocalUnderFileSystemTest,84,92,0,152,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,In method alluxio.underfs.local.LocalUnderFileSystemTest.create(),alluxio.underfs.local.LocalUnderFileSystemTest,create,()V,false,true,At LocalUnderFileSystemTest.java:[line 90],alluxio.underfs.local.LocalUnderFileSystemTest,true,90,90,45,45,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,At LocalUnderFileSystemTest.java:[line 84],alluxio.underfs.local.LocalUnderFileSystemTest,84,84,8,8,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,b2d43c781b4ec6a7047bbd934a835532,0,0,22,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In LocalUnderFileSystemTest.java,alluxio.underfs.local.LocalUnderFileSystemTest,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,In class alluxio.underfs.local.LocalUnderFileSystemTest,alluxio.underfs.local.LocalUnderFileSystemTest,true,alluxio.underfs.local.LocalUnderFileSystemTest,96,104,0,151,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,In method alluxio.underfs.local.LocalUnderFileSystemTest.deleteFile(),alluxio.underfs.local.LocalUnderFileSystemTest,deleteFile,()V,false,true,At LocalUnderFileSystemTest.java:[line 102],alluxio.underfs.local.LocalUnderFileSystemTest,true,102,102,54,54,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,At LocalUnderFileSystemTest.java:[line 96],alluxio.underfs.local.LocalUnderFileSystemTest,96,96,8,8,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,3e5a9ee95e6f2eb07fc0a7a9b8e9bc47,0,0,22,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In LocalUnderFileSystemTest.java,alluxio.underfs.local.LocalUnderFileSystemTest,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,In class alluxio.underfs.local.LocalUnderFileSystemTest,alluxio.underfs.local.LocalUnderFileSystemTest,true,alluxio.underfs.local.LocalUnderFileSystemTest,136,144,0,157,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,In method alluxio.underfs.local.LocalUnderFileSystemTest.mkdirs(),alluxio.underfs.local.LocalUnderFileSystemTest,mkdirs,()V,false,true,At LocalUnderFileSystemTest.java:[line 142],alluxio.underfs.local.LocalUnderFileSystemTest,true,142,142,50,50,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,At LocalUnderFileSystemTest.java:[line 137],alluxio.underfs.local.LocalUnderFileSystemTest,137,137,17,17,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,abea04f79cfb19a2a6df34065ded10d5,0,0,22,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In LocalUnderFileSystemTest.java,alluxio.underfs.local.LocalUnderFileSystemTest,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,In class alluxio.underfs.local.LocalUnderFileSystemTest,alluxio.underfs.local.LocalUnderFileSystemTest,true,alluxio.underfs.local.LocalUnderFileSystemTest,148,156,0,167,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,In method alluxio.underfs.local.LocalUnderFileSystemTest.mkdirsWithCreateParentEqualToFalse(),alluxio.underfs.local.LocalUnderFileSystemTest,mkdirsWithCreateParentEqualToFalse,()V,false,true,At LocalUnderFileSystemTest.java:[line 154],alluxio.underfs.local.LocalUnderFileSystemTest,true,154,154,60,60,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,At LocalUnderFileSystemTest.java:[line 149],alluxio.underfs.local.LocalUnderFileSystemTest,149,149,17,17,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,d98abfa48c592643d5dab0e551db0a1e,0,0,22,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In LocalUnderFileSystemTest.java,alluxio.underfs.local.LocalUnderFileSystemTest,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,In class alluxio.underfs.local.LocalUnderFileSystemTest,alluxio.underfs.local.LocalUnderFileSystemTest,true,alluxio.underfs.local.LocalUnderFileSystemTest,122,132,0,196,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,In method alluxio.underfs.local.LocalUnderFileSystemTest.nonRecursiveDelete(),alluxio.underfs.local.LocalUnderFileSystemTest,nonRecursiveDelete,()V,false,true,At LocalUnderFileSystemTest.java:[line 130],alluxio.underfs.local.LocalUnderFileSystemTest,true,130,130,81,81,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,At LocalUnderFileSystemTest.java:[line 124],alluxio.underfs.local.LocalUnderFileSystemTest,124,124,28,28,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,541384c74efc196ce57eb0db4e7d0d85,0,0,22,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In LocalUnderFileSystemTest.java,alluxio.underfs.local.LocalUnderFileSystemTest,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,In class alluxio.underfs.local.LocalUnderFileSystemTest,alluxio.underfs.local.LocalUnderFileSystemTest,true,alluxio.underfs.local.LocalUnderFileSystemTest,108,118,0,196,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,In method alluxio.underfs.local.LocalUnderFileSystemTest.recursiveDelete(),alluxio.underfs.local.LocalUnderFileSystemTest,recursiveDelete,()V,false,true,At LocalUnderFileSystemTest.java:[line 116],alluxio.underfs.local.LocalUnderFileSystemTest,true,116,116,81,81,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,At LocalUnderFileSystemTest.java:[line 110],alluxio.underfs.local.LocalUnderFileSystemTest,110,110,28,28,LocalUnderFileSystemTest.java,alluxio/underfs/local/LocalUnderFileSystemTest.java,test\java\alluxio\underfs\local\LocalUnderFileSystemTest.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,f55a5ee8b99efd7d1969107ce416c44d,0,0,22,,,,,,,,,,,,,,,,,,,,,
