ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,String/1/Message,String/1/_value,String/1/_role
"MD2, MD4 and MD5 are weak hash functions",MD5 is not a recommended cryptographic hash function,In S3ALowLevelOutputStream.java,alluxio.underfs.s3a.S3ALowLevelOutputStream,S3ALowLevelOutputStream.java,alluxio/underfs/s3a/S3ALowLevelOutputStream.java,main\java\alluxio\underfs\s3a\S3ALowLevelOutputStream.java,In class alluxio.underfs.s3a.S3ALowLevelOutputStream,alluxio.underfs.s3a.S3ALowLevelOutputStream,true,alluxio.underfs.s3a.S3ALowLevelOutputStream,163,182,0,429,S3ALowLevelOutputStream.java,alluxio/underfs/s3a/S3ALowLevelOutputStream.java,main\java\alluxio\underfs\s3a\S3ALowLevelOutputStream.java,"In method new alluxio.underfs.s3a.S3ALowLevelOutputStream(String, String, AmazonS3, ListeningExecutorService, long, List, boolean)",alluxio.underfs.s3a.S3ALowLevelOutputStream,<init>,(Ljava/lang/String;Ljava/lang/String;Lcom/amazonaws/services/s3/AmazonS3;Lcom/google/common/util/concurrent/ListeningExecutorService;JLjava/util/List;Z)V,false,true,At S3ALowLevelOutputStream.java:[line 172],alluxio.underfs.s3a.S3ALowLevelOutputStream,true,172,172,102,102,S3ALowLevelOutputStream.java,alluxio/underfs/s3a/S3ALowLevelOutputStream.java,main\java\alluxio\underfs\s3a\S3ALowLevelOutputStream.java,,,,,,,,,,Value MD5,MD5,,WEAK_MESSAGE_DIGEST_MD5,1,5,SECMD5,SECURITY,dd32ff41e2f85ad9ddc0bf344aacea99,0,0,328,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In S3AOutputStream.java,alluxio.underfs.s3a.S3AOutputStream,S3AOutputStream.java,alluxio/underfs/s3a/S3AOutputStream.java,main\java\alluxio\underfs\s3a\S3AOutputStream.java,In class alluxio.underfs.s3a.S3AOutputStream,alluxio.underfs.s3a.S3AOutputStream,true,alluxio.underfs.s3a.S3AOutputStream,131,163,0,379,S3AOutputStream.java,alluxio/underfs/s3a/S3AOutputStream.java,main\java\alluxio\underfs\s3a\S3AOutputStream.java,In method alluxio.underfs.s3a.S3AOutputStream.close(),alluxio.underfs.s3a.S3AOutputStream,close,()V,false,true,At S3AOutputStream.java:[line 154],alluxio.underfs.s3a.S3AOutputStream,true,154,154,144,144,S3AOutputStream.java,alluxio/underfs/s3a/S3AOutputStream.java,main\java\alluxio\underfs\s3a\S3AOutputStream.java,At S3AOutputStream.java:[line 154],alluxio.underfs.s3a.S3AOutputStream,154,154,141,141,S3AOutputStream.java,alluxio/underfs/s3a/S3AOutputStream.java,main\java\alluxio\underfs\s3a\S3AOutputStream.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,648a96a8773edde2be4bafe4602df3cd,0,1,117,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In S3AOutputStream.java,alluxio.underfs.s3a.S3AOutputStream,S3AOutputStream.java,alluxio/underfs/s3a/S3AOutputStream.java,main\java\alluxio\underfs\s3a\S3AOutputStream.java,In class alluxio.underfs.s3a.S3AOutputStream,alluxio.underfs.s3a.S3AOutputStream,true,alluxio.underfs.s3a.S3AOutputStream,131,163,0,379,S3AOutputStream.java,alluxio/underfs/s3a/S3AOutputStream.java,main\java\alluxio\underfs\s3a\S3AOutputStream.java,In method alluxio.underfs.s3a.S3AOutputStream.close(),alluxio.underfs.s3a.S3AOutputStream,close,()V,false,true,At S3AOutputStream.java:[line 157],alluxio.underfs.s3a.S3AOutputStream,true,157,157,163,163,S3AOutputStream.java,alluxio/underfs/s3a/S3AOutputStream.java,main\java\alluxio\underfs\s3a\S3AOutputStream.java,At S3AOutputStream.java:[line 157],alluxio.underfs.s3a.S3AOutputStream,157,157,160,160,S3AOutputStream.java,alluxio/underfs/s3a/S3AOutputStream.java,main\java\alluxio\underfs\s3a\S3AOutputStream.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,648a96a8773edde2be4bafe4602df3cd,1,1,117,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In S3AOutputStream.java,alluxio.underfs.s3a.S3AOutputStream,S3AOutputStream.java,alluxio/underfs/s3a/S3AOutputStream.java,main\java\alluxio\underfs\s3a\S3AOutputStream.java,In class alluxio.underfs.s3a.S3AOutputStream,alluxio.underfs.s3a.S3AOutputStream,true,alluxio.underfs.s3a.S3AOutputStream,90,107,0,387,S3AOutputStream.java,alluxio/underfs/s3a/S3AOutputStream.java,main\java\alluxio\underfs\s3a\S3AOutputStream.java,"In method new alluxio.underfs.s3a.S3AOutputStream(String, String, TransferManager, List, boolean)",alluxio.underfs.s3a.S3AOutputStream,<init>,(Ljava/lang/String;Ljava/lang/String;Lcom/amazonaws/services/s3/transfer/TransferManager;Ljava/util/List;Z)V,false,true,At S3AOutputStream.java:[line 97],alluxio.underfs.s3a.S3AOutputStream,true,97,97,67,67,S3AOutputStream.java,alluxio/underfs/s3a/S3AOutputStream.java,main\java\alluxio\underfs\s3a\S3AOutputStream.java,At S3AOutputStream.java:[line 97],alluxio.underfs.s3a.S3AOutputStream,97,97,64,64,S3AOutputStream.java,alluxio/underfs/s3a/S3AOutputStream.java,main\java\alluxio\underfs\s3a\S3AOutputStream.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,dc16b11a56f16f94f35652de2055fd7e,0,0,22,,,,,,,,,,,,
"MD2, MD4 and MD5 are weak hash functions",MD5 is not a recommended cryptographic hash function,In S3AOutputStream.java,alluxio.underfs.s3a.S3AOutputStream,S3AOutputStream.java,alluxio/underfs/s3a/S3AOutputStream.java,main\java\alluxio\underfs\s3a\S3AOutputStream.java,In class alluxio.underfs.s3a.S3AOutputStream,alluxio.underfs.s3a.S3AOutputStream,true,alluxio.underfs.s3a.S3AOutputStream,90,107,0,387,S3AOutputStream.java,alluxio/underfs/s3a/S3AOutputStream.java,main\java\alluxio\underfs\s3a\S3AOutputStream.java,"In method new alluxio.underfs.s3a.S3AOutputStream(String, String, TransferManager, List, boolean)",alluxio.underfs.s3a.S3AOutputStream,<init>,(Ljava/lang/String;Ljava/lang/String;Lcom/amazonaws/services/s3/transfer/TransferManager;Ljava/util/List;Z)V,false,true,At S3AOutputStream.java:[line 99],alluxio.underfs.s3a.S3AOutputStream,true,99,99,76,76,S3AOutputStream.java,alluxio/underfs/s3a/S3AOutputStream.java,main\java\alluxio\underfs\s3a\S3AOutputStream.java,,,,,,,,,,Value MD5,MD5,,WEAK_MESSAGE_DIGEST_MD5,1,5,SECMD5,SECURITY,32b92419b83115985f7d0a1bb5d21228,0,0,328,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In S3AUnderFileSystem.java,alluxio.underfs.s3a.S3AUnderFileSystem,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,In class alluxio.underfs.s3a.S3AUnderFileSystem,alluxio.underfs.s3a.S3AUnderFileSystem,true,alluxio.underfs.s3a.S3AUnderFileSystem,269,291,0,428,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,"In method alluxio.underfs.s3a.S3AUnderFileSystem.copyObject(String, String)",alluxio.underfs.s3a.S3AUnderFileSystem,copyObject,(Ljava/lang/String;Ljava/lang/String;)Z,false,true,At S3AUnderFileSystem.java:[line 269],alluxio.underfs.s3a.S3AUnderFileSystem,true,269,269,7,7,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,,,,,,,,,,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,982ec2fe9d7b4fa1acc89346a6a769fe,0,0,117,,,,,,,,,,Method usage not detected,not detected,Method usage
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In S3AUnderFileSystem.java,alluxio.underfs.s3a.S3AUnderFileSystem,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,In class alluxio.underfs.s3a.S3AUnderFileSystem,alluxio.underfs.s3a.S3AUnderFileSystem,true,alluxio.underfs.s3a.S3AUnderFileSystem,269,291,0,428,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,"In method alluxio.underfs.s3a.S3AUnderFileSystem.copyObject(String, String)",alluxio.underfs.s3a.S3AUnderFileSystem,copyObject,(Ljava/lang/String;Ljava/lang/String;)Z,false,true,At S3AUnderFileSystem.java:[line 284],alluxio.underfs.s3a.S3AUnderFileSystem,true,284,284,123,123,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,bc068d4074377f4948166b5b5a66b61e,0,2,117,,,,,,,,,,Method usage not detected,not detected,Method usage
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In S3AUnderFileSystem.java,alluxio.underfs.s3a.S3AUnderFileSystem,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,In class alluxio.underfs.s3a.S3AUnderFileSystem,alluxio.underfs.s3a.S3AUnderFileSystem,true,alluxio.underfs.s3a.S3AUnderFileSystem,269,291,0,428,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,"In method alluxio.underfs.s3a.S3AUnderFileSystem.copyObject(String, String)",alluxio.underfs.s3a.S3AUnderFileSystem,copyObject,(Ljava/lang/String;Ljava/lang/String;)Z,false,true,At S3AUnderFileSystem.java:[line 286],alluxio.underfs.s3a.S3AUnderFileSystem,true,286,286,143,143,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,bc068d4074377f4948166b5b5a66b61e,1,2,117,,,,,,,,,,Method usage not detected,not detected,Method usage
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In S3AUnderFileSystem.java,alluxio.underfs.s3a.S3AUnderFileSystem,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,In class alluxio.underfs.s3a.S3AUnderFileSystem,alluxio.underfs.s3a.S3AUnderFileSystem,true,alluxio.underfs.s3a.S3AUnderFileSystem,269,291,0,428,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,"In method alluxio.underfs.s3a.S3AUnderFileSystem.copyObject(String, String)",alluxio.underfs.s3a.S3AUnderFileSystem,copyObject,(Ljava/lang/String;Ljava/lang/String;)Z,false,true,At S3AUnderFileSystem.java:[line 290],alluxio.underfs.s3a.S3AUnderFileSystem,true,290,290,178,178,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,bc068d4074377f4948166b5b5a66b61e,2,2,117,,,,,,,,,,Method usage not detected,not detected,Method usage
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In S3AUnderFileSystem.java,alluxio.underfs.s3a.S3AUnderFileSystem,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,In class alluxio.underfs.s3a.S3AUnderFileSystem,alluxio.underfs.s3a.S3AUnderFileSystem,true,alluxio.underfs.s3a.S3AUnderFileSystem,297,306,0,197,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,In method alluxio.underfs.s3a.S3AUnderFileSystem.createEmptyObject(String),alluxio.underfs.s3a.S3AUnderFileSystem,createEmptyObject,(Ljava/lang/String;)Z,false,true,At S3AUnderFileSystem.java:[line 305],alluxio.underfs.s3a.S3AUnderFileSystem,true,305,305,67,67,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,2f2046d6a1c2d32877e40b829b598e0b,0,0,117,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In S3AUnderFileSystem.java,alluxio.underfs.s3a.S3AUnderFileSystem,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,In class alluxio.underfs.s3a.S3AUnderFileSystem,alluxio.underfs.s3a.S3AUnderFileSystem,true,alluxio.underfs.s3a.S3AUnderFileSystem,327,332,0,134,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,In method alluxio.underfs.s3a.S3AUnderFileSystem.deleteObject(String),alluxio.underfs.s3a.S3AUnderFileSystem,deleteObject,(Ljava/lang/String;)Z,false,true,At S3AUnderFileSystem.java:[line 329],alluxio.underfs.s3a.S3AUnderFileSystem,true,329,329,23,23,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,f4154aca76556656935cb6062154656f,0,0,117,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In S3AUnderFileSystem.java,alluxio.underfs.s3a.S3AUnderFileSystem,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,In class alluxio.underfs.s3a.S3AUnderFileSystem,alluxio.underfs.s3a.S3AUnderFileSystem,true,alluxio.underfs.s3a.S3AUnderFileSystem,540,563,0,350,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,In method alluxio.underfs.s3a.S3AUnderFileSystem.getPermissionsInternal(),alluxio.underfs.s3a.S3AUnderFileSystem,getPermissionsInternal,()Lalluxio/underfs/ObjectUnderFileSystem$ObjectPermissions;,false,true,At S3AUnderFileSystem.java:[line 559],alluxio.underfs.s3a.S3AUnderFileSystem,true,559,559,133,133,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,At S3AUnderFileSystem.java:[line 559],alluxio.underfs.s3a.S3AUnderFileSystem,559,559,130,130,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,507788aa05c9c4e06a21b67171749e53,0,0,117,,,,,,,,,,,,
"MD2, MD4 and MD5 are weak hash functions",MD5 is not a recommended cryptographic hash function,In S3AUnderFileSystem.java,alluxio.underfs.s3a.S3AUnderFileSystem,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,In class alluxio.underfs.s3a.S3AUnderFileSystem,alluxio.underfs.s3a.S3AUnderFileSystem,true,alluxio.underfs.s3a.S3AUnderFileSystem,80,113,0,83,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,In method alluxio.underfs.s3a.S3AUnderFileSystem.<static initializer for S3AUnderFileSystem>(),alluxio.underfs.s3a.S3AUnderFileSystem,<clinit>,()V,true,true,At S3AUnderFileSystem.java:[line 111],alluxio.underfs.s3a.S3AUnderFileSystem,true,111,111,11,11,S3AUnderFileSystem.java,alluxio/underfs/s3a/S3AUnderFileSystem.java,main\java\alluxio\underfs\s3a\S3AUnderFileSystem.java,,,,,,,,,,Value MD5,MD5,,WEAK_MESSAGE_DIGEST_MD5,1,5,SECMD5,SECURITY,e7f07d28c49edd0cd8f0c1416319a304,0,0,328,,,,,,,,,,,,
