ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,String/1/Message,String/1/_value,String/1/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath,SourceLine/5/Message,SourceLine/5/_classname,SourceLine/5/_start,SourceLine/5/_end,SourceLine/5/_startBytecode,SourceLine/5/_endBytecode,SourceLine/5/_sourcefile,SourceLine/5/_sourcepath,SourceLine/5/_relSourcepath,SourceLine/6/Message,SourceLine/6/_classname,SourceLine/6/_start,SourceLine/6/_end,SourceLine/6/_startBytecode,SourceLine/6/_endBytecode,SourceLine/6/_sourcefile,SourceLine/6/_sourcepath,SourceLine/6/_relSourcepath,SourceLine/7/Message,SourceLine/7/_classname,SourceLine/7/_start,SourceLine/7/_end,SourceLine/7/_startBytecode,SourceLine/7/_endBytecode,SourceLine/7/_sourcefile,SourceLine/7/_sourcepath,SourceLine/7/_relSourcepath
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In AbstractFileSystem.java,alluxio.hadoop.AbstractFileSystem,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,In class alluxio.hadoop.AbstractFileSystem,alluxio.hadoop.AbstractFileSystem,true,alluxio.hadoop.AbstractFileSystem,460,496,0,516,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,"In method alluxio.hadoop.AbstractFileSystem.initialize(URI, Configuration, AlluxioConfiguration)",alluxio.hadoop.AbstractFileSystem,initialize,(Ljava/net/URI;Lorg/apache/hadoop/conf/Configuration;Lalluxio/conf/AlluxioConfiguration;)V,false,true,At AbstractFileSystem.java:[line 485],alluxio.hadoop.AbstractFileSystem,true,485,485,158,158,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,At AbstractFileSystem.java:[line 484],alluxio.hadoop.AbstractFileSystem,484,484,146,146,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,,,,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,22570c552563dddee55a38336aa19749,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In AbstractFileSystem.java,alluxio.hadoop.AbstractFileSystem,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,In class alluxio.hadoop.AbstractFileSystem,alluxio.hadoop.AbstractFileSystem,true,alluxio.hadoop.AbstractFileSystem,460,496,0,516,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,"In method alluxio.hadoop.AbstractFileSystem.initialize(URI, Configuration, AlluxioConfiguration)",alluxio.hadoop.AbstractFileSystem,initialize,(Ljava/net/URI;Lorg/apache/hadoop/conf/Configuration;Lalluxio/conf/AlluxioConfiguration;)V,false,true,At AbstractFileSystem.java:[line 487],alluxio.hadoop.AbstractFileSystem,true,487,487,173,173,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,At AbstractFileSystem.java:[line 488],alluxio.hadoop.AbstractFileSystem,488,488,170,170,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,Sink method Logger.info(...),Logger.info(...),Sink method,,,,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3b588e0f85fc03750148a0b1c574ce05,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In AbstractFileSystem.java,alluxio.hadoop.AbstractFileSystem,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,In class alluxio.hadoop.AbstractFileSystem,alluxio.hadoop.AbstractFileSystem,true,alluxio.hadoop.AbstractFileSystem,565,590,0,494,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,In method alluxio.hadoop.AbstractFileSystem.listStatus(Path),alluxio.hadoop.AbstractFileSystem,listStatus,(Lorg/apache/hadoop/fs/Path;)[Lorg/apache/hadoop/fs/FileStatus;,false,true,At AbstractFileSystem.java:[line 565],alluxio.hadoop.AbstractFileSystem,true,565,565,6,6,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,At AbstractFileSystemTest.java:[line 350],alluxio.hadoop.AbstractFileSystemTest,350,350,86,86,AbstractFileSystemTest.java,alluxio/hadoop/AbstractFileSystemTest.java,test\java\alluxio\hadoop\AbstractFileSystemTest.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,,,,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,8273f165fcf4d2c3ceff249df0792023,0,0,117,At AbstractFileSystemTest.java:[line 353],alluxio.hadoop.AbstractFileSystemTest,353,353,107,107,AbstractFileSystemTest.java,alluxio/hadoop/AbstractFileSystemTest.java,test\java\alluxio\hadoop\AbstractFileSystemTest.java,At AbstractFileSystemTest.java:[line 357],alluxio.hadoop.AbstractFileSystemTest,357,357,170,170,AbstractFileSystemTest.java,alluxio/hadoop/AbstractFileSystemTest.java,test\java\alluxio\hadoop\AbstractFileSystemTest.java,At AbstractFileSystemTest.java:[line 371],alluxio.hadoop.AbstractFileSystemTest,371,371,8,8,AbstractFileSystemTest.java,alluxio/hadoop/AbstractFileSystemTest.java,test\java\alluxio\hadoop\AbstractFileSystemTest.java,At AbstractFileSystemTest.java:[line 373],alluxio.hadoop.AbstractFileSystemTest,373,373,27,27,AbstractFileSystemTest.java,alluxio/hadoop/AbstractFileSystemTest.java,test\java\alluxio\hadoop\AbstractFileSystemTest.java,At AbstractFileSystemTest.java:[line 376],alluxio.hadoop.AbstractFileSystemTest,376,376,74,74,AbstractFileSystemTest.java,alluxio/hadoop/AbstractFileSystemTest.java,test\java\alluxio\hadoop\AbstractFileSystemTest.java,At FileSystem.java:[line 41],alluxio.hadoop.FileSystem,41,41,2,2,FileSystem.java,alluxio/hadoop/FileSystem.java,main\java\alluxio\hadoop\FileSystem.java
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In AbstractFileSystem.java,alluxio.hadoop.AbstractFileSystem,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,In class alluxio.hadoop.AbstractFileSystem,alluxio.hadoop.AbstractFileSystem,true,alluxio.hadoop.AbstractFileSystem,602,613,0,261,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,"In method alluxio.hadoop.AbstractFileSystem.mkdirs(Path, FsPermission)",alluxio.hadoop.AbstractFileSystem,mkdirs,(Lorg/apache/hadoop/fs/Path;Lorg/apache/hadoop/fs/permission/FsPermission;)Z,false,true,At AbstractFileSystem.java:[line 602],alluxio.hadoop.AbstractFileSystem,true,602,602,7,7,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,At FileSystem.java:[line 41],alluxio.hadoop.FileSystem,41,41,3,3,FileSystem.java,alluxio/hadoop/FileSystem.java,main\java\alluxio\hadoop\FileSystem.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,Method usage not detected,not detected,Method usage,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,215751915b74392221babb4b6e414bec,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In AbstractFileSystem.java,alluxio.hadoop.AbstractFileSystem,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,In class alluxio.hadoop.AbstractFileSystem,alluxio.hadoop.AbstractFileSystem,true,alluxio.hadoop.AbstractFileSystem,627,633,0,156,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,"In method alluxio.hadoop.AbstractFileSystem.open(Path, int)",alluxio.hadoop.AbstractFileSystem,open,(Lorg/apache/hadoop/fs/Path;I)Lorg/apache/hadoop/fs/FSDataInputStream;,false,true,At AbstractFileSystem.java:[line 627],alluxio.hadoop.AbstractFileSystem,true,627,627,10,10,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,At FileSystem.java:[line 41],alluxio.hadoop.FileSystem,41,41,3,3,FileSystem.java,alluxio/hadoop/FileSystem.java,main\java\alluxio\hadoop\FileSystem.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,Method usage not detected,not detected,Method usage,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,b44cf96a768823d301f5f88b621fe5ac,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In AbstractFileSystem.java,alluxio.hadoop.AbstractFileSystem,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,In class alluxio.hadoop.AbstractFileSystem,alluxio.hadoop.AbstractFileSystem,true,alluxio.hadoop.AbstractFileSystem,638,676,0,655,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,"In method alluxio.hadoop.AbstractFileSystem.rename(Path, Path)",alluxio.hadoop.AbstractFileSystem,rename,(Lorg/apache/hadoop/fs/Path;Lorg/apache/hadoop/fs/Path;)Z,false,true,At AbstractFileSystem.java:[line 638],alluxio.hadoop.AbstractFileSystem,true,638,638,7,7,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,At FileSystem.java:[line 41],alluxio.hadoop.FileSystem,41,41,3,3,FileSystem.java,alluxio/hadoop/FileSystem.java,main\java\alluxio\hadoop\FileSystem.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,Method usage not detected,not detected,Method usage,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,fbf5f90efddac1caca3d1db2248eef65,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In AbstractFileSystem.java,alluxio.hadoop.AbstractFileSystem,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,In class alluxio.hadoop.AbstractFileSystem,alluxio.hadoop.AbstractFileSystem,true,alluxio.hadoop.AbstractFileSystem,638,676,0,655,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,"In method alluxio.hadoop.AbstractFileSystem.rename(Path, Path)",alluxio.hadoop.AbstractFileSystem,rename,(Lorg/apache/hadoop/fs/Path;Lorg/apache/hadoop/fs/Path;)Z,false,true,At AbstractFileSystem.java:[line 648],alluxio.hadoop.AbstractFileSystem,true,648,648,67,67,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,At AbstractFileSystem.java:[line 648],alluxio.hadoop.AbstractFileSystem,648,648,64,64,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,,,,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,68d39a6e7dcabdbbac29cb22d6e389ff,0,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In AbstractFileSystem.java,alluxio.hadoop.AbstractFileSystem,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,In class alluxio.hadoop.AbstractFileSystem,alluxio.hadoop.AbstractFileSystem,true,alluxio.hadoop.AbstractFileSystem,638,676,0,655,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,"In method alluxio.hadoop.AbstractFileSystem.rename(Path, Path)",alluxio.hadoop.AbstractFileSystem,rename,(Lorg/apache/hadoop/fs/Path;Lorg/apache/hadoop/fs/Path;)Z,false,true,At AbstractFileSystem.java:[line 656],alluxio.hadoop.AbstractFileSystem,true,656,656,109,109,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,At AbstractFileSystem.java:[line 656],alluxio.hadoop.AbstractFileSystem,656,656,106,106,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,,,,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,68d39a6e7dcabdbbac29cb22d6e389ff,1,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In AbstractFileSystem.java,alluxio.hadoop.AbstractFileSystem,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,In class alluxio.hadoop.AbstractFileSystem,alluxio.hadoop.AbstractFileSystem,true,alluxio.hadoop.AbstractFileSystem,638,676,0,655,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,"In method alluxio.hadoop.AbstractFileSystem.rename(Path, Path)",alluxio.hadoop.AbstractFileSystem,rename,(Lorg/apache/hadoop/fs/Path;Lorg/apache/hadoop/fs/Path;)Z,false,true,At AbstractFileSystem.java:[line 663],alluxio.hadoop.AbstractFileSystem,true,663,663,153,153,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,At AbstractFileSystem.java:[line 663],alluxio.hadoop.AbstractFileSystem,663,663,150,150,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,,,,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,68d39a6e7dcabdbbac29cb22d6e389ff,2,2,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In AbstractFileSystem.java,alluxio.hadoop.AbstractFileSystem,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,In class alluxio.hadoop.AbstractFileSystem,alluxio.hadoop.AbstractFileSystem,true,alluxio.hadoop.AbstractFileSystem,638,676,0,655,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,"In method alluxio.hadoop.AbstractFileSystem.rename(Path, Path)",alluxio.hadoop.AbstractFileSystem,rename,(Lorg/apache/hadoop/fs/Path;Lorg/apache/hadoop/fs/Path;)Z,false,true,At AbstractFileSystem.java:[line 669],alluxio.hadoop.AbstractFileSystem,true,669,669,199,199,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,At AbstractFileSystem.java:[line 643],alluxio.hadoop.AbstractFileSystem,643,643,29,29,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,Sink method Logger.error(...),Logger.error(...),Sink method,Method usage not detected,not detected,Method usage,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,68278c633454f101bf6dfd696f34c6cf,0,1,117,At AbstractFileSystem.java:[line 644],alluxio.hadoop.AbstractFileSystem,644,644,35,35,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,At FileSystem.java:[line 41],alluxio.hadoop.FileSystem,41,41,3,3,FileSystem.java,alluxio/hadoop/FileSystem.java,main\java\alluxio\hadoop\FileSystem.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In AbstractFileSystem.java,alluxio.hadoop.AbstractFileSystem,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,In class alluxio.hadoop.AbstractFileSystem,alluxio.hadoop.AbstractFileSystem,true,alluxio.hadoop.AbstractFileSystem,638,676,0,655,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,"In method alluxio.hadoop.AbstractFileSystem.rename(Path, Path)",alluxio.hadoop.AbstractFileSystem,rename,(Lorg/apache/hadoop/fs/Path;Lorg/apache/hadoop/fs/Path;)Z,false,true,At AbstractFileSystem.java:[line 673],alluxio.hadoop.AbstractFileSystem,true,673,673,233,233,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,At AbstractFileSystem.java:[line 643],alluxio.hadoop.AbstractFileSystem,643,643,29,29,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,Sink method Logger.error(...),Logger.error(...),Sink method,Method usage not detected,not detected,Method usage,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,68278c633454f101bf6dfd696f34c6cf,1,1,117,At AbstractFileSystem.java:[line 644],alluxio.hadoop.AbstractFileSystem,644,644,35,35,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,At FileSystem.java:[line 41],alluxio.hadoop.FileSystem,41,41,3,3,FileSystem.java,alluxio/hadoop/FileSystem.java,main\java\alluxio\hadoop\FileSystem.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In AbstractFileSystem.java,alluxio.hadoop.AbstractFileSystem,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,In class alluxio.hadoop.AbstractFileSystem,alluxio.hadoop.AbstractFileSystem,true,alluxio.hadoop.AbstractFileSystem,369,388,0,331,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,"In method alluxio.hadoop.AbstractFileSystem.setOwner(Path, String, String)",alluxio.hadoop.AbstractFileSystem,setOwner,(Lorg/apache/hadoop/fs/Path;Ljava/lang/String;Ljava/lang/String;)V,false,true,At AbstractFileSystem.java:[line 369],alluxio.hadoop.AbstractFileSystem,true,369,369,21,21,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,At FileSystem.java:[line 41],alluxio.hadoop.FileSystem,41,41,4,4,FileSystem.java,alluxio/hadoop/FileSystem.java,main\java\alluxio\hadoop\FileSystem.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,Method usage not detected,not detected,Method usage,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,784eff60a5fb78e5cd40032549aefc46,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In AbstractFileSystem.java,alluxio.hadoop.AbstractFileSystem,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,In class alluxio.hadoop.AbstractFileSystem,alluxio.hadoop.AbstractFileSystem,true,alluxio.hadoop.AbstractFileSystem,398,407,0,243,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,"In method alluxio.hadoop.AbstractFileSystem.setPermission(Path, FsPermission)",alluxio.hadoop.AbstractFileSystem,setPermission,(Lorg/apache/hadoop/fs/Path;Lorg/apache/hadoop/fs/permission/FsPermission;)V,false,true,At AbstractFileSystem.java:[line 398],alluxio.hadoop.AbstractFileSystem,true,398,398,10,10,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,At AbstractFileSystem.java:[line 398],alluxio.hadoop.AbstractFileSystem,398,398,7,7,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,,,,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e5b7b254c78aa938ed9e637f0d03529e,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In AbstractFileSystem.java,alluxio.hadoop.AbstractFileSystem,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,In class alluxio.hadoop.AbstractFileSystem,alluxio.hadoop.AbstractFileSystem,true,alluxio.hadoop.AbstractFileSystem,681,687,0,120,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,In method alluxio.hadoop.AbstractFileSystem.setWorkingDirectory(Path),alluxio.hadoop.AbstractFileSystem,setWorkingDirectory,(Lorg/apache/hadoop/fs/Path;)V,false,true,At AbstractFileSystem.java:[line 681],alluxio.hadoop.AbstractFileSystem,true,681,681,6,6,AbstractFileSystem.java,alluxio/hadoop/AbstractFileSystem.java,main\java\alluxio\hadoop\AbstractFileSystem.java,At FileSystem.java:[line 41],alluxio.hadoop.FileSystem,41,41,2,2,FileSystem.java,alluxio/hadoop/FileSystem.java,main\java\alluxio\hadoop\FileSystem.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,Method usage not detected,not detected,Method usage,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e0ece218eccca9caee4e576b5b76647f,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In AbstractFileSystemTest.java,alluxio.hadoop.AbstractFileSystemTest,AbstractFileSystemTest.java,alluxio/hadoop/AbstractFileSystemTest.java,test\java\alluxio\hadoop\AbstractFileSystemTest.java,In class alluxio.hadoop.AbstractFileSystemTest,alluxio.hadoop.AbstractFileSystemTest,true,alluxio.hadoop.AbstractFileSystemTest,104,114,0,158,AbstractFileSystemTest.java,alluxio/hadoop/AbstractFileSystemTest.java,test\java\alluxio\hadoop\AbstractFileSystemTest.java,In method alluxio.hadoop.AbstractFileSystemTest.before(),alluxio.hadoop.AbstractFileSystemTest,before,()V,false,true,At AbstractFileSystemTest.java:[line 111],alluxio.hadoop.AbstractFileSystemTest,true,111,111,68,68,AbstractFileSystemTest.java,alluxio/hadoop/AbstractFileSystemTest.java,test\java\alluxio\hadoop\AbstractFileSystemTest.java,At AbstractFileSystemTest.java:[line 112],alluxio.hadoop.AbstractFileSystemTest,112,112,65,65,AbstractFileSystemTest.java,alluxio/hadoop/AbstractFileSystemTest.java,test\java\alluxio\hadoop\AbstractFileSystemTest.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,,,,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3048f027f83f86efe442e4ac1c50eaa2,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
