ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/Message,String/_value,String/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In MultiMasterLocalAlluxioCluster.java,alluxio.master.MultiMasterLocalAlluxioCluster,MultiMasterLocalAlluxioCluster.java,alluxio/master/MultiMasterLocalAlluxioCluster.java,main\java\alluxio\master\MultiMasterLocalAlluxioCluster.java,In class alluxio.master.MultiMasterLocalAlluxioCluster,alluxio.master.MultiMasterLocalAlluxioCluster,true,alluxio.master.MultiMasterLocalAlluxioCluster,182,195,0,238,MultiMasterLocalAlluxioCluster.java,alluxio/master/MultiMasterLocalAlluxioCluster.java,main\java\alluxio\master\MultiMasterLocalAlluxioCluster.java,In method alluxio.master.MultiMasterLocalAlluxioCluster.stopLeader(),alluxio.master.MultiMasterLocalAlluxioCluster,stopLeader,()Z,false,true,At MultiMasterLocalAlluxioCluster.java:[line 189],alluxio.master.MultiMasterLocalAlluxioCluster,true,189,189,85,85,MultiMasterLocalAlluxioCluster.java,alluxio/master/MultiMasterLocalAlluxioCluster.java,main\java\alluxio\master\MultiMasterLocalAlluxioCluster.java,At MultiMasterLocalAlluxioCluster.java:[line 189],alluxio.master.MultiMasterLocalAlluxioCluster,189,189,81,81,MultiMasterLocalAlluxioCluster.java,alluxio/master/MultiMasterLocalAlluxioCluster.java,main\java\alluxio\master\MultiMasterLocalAlluxioCluster.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,89bc2e034e59a1b8be90a4da55057494,0,0,117,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In MultiMasterLocalAlluxioCluster.java,alluxio.master.MultiMasterLocalAlluxioCluster,MultiMasterLocalAlluxioCluster.java,alluxio/master/MultiMasterLocalAlluxioCluster.java,main\java\alluxio\master\MultiMasterLocalAlluxioCluster.java,In class alluxio.master.MultiMasterLocalAlluxioCluster,alluxio.master.MultiMasterLocalAlluxioCluster,true,alluxio.master.MultiMasterLocalAlluxioCluster,160,173,0,238,MultiMasterLocalAlluxioCluster.java,alluxio/master/MultiMasterLocalAlluxioCluster.java,main\java\alluxio\master\MultiMasterLocalAlluxioCluster.java,In method alluxio.master.MultiMasterLocalAlluxioCluster.stopStandby(),alluxio.master.MultiMasterLocalAlluxioCluster,stopStandby,()Z,false,true,At MultiMasterLocalAlluxioCluster.java:[line 167],alluxio.master.MultiMasterLocalAlluxioCluster,true,167,167,85,85,MultiMasterLocalAlluxioCluster.java,alluxio/master/MultiMasterLocalAlluxioCluster.java,main\java\alluxio\master\MultiMasterLocalAlluxioCluster.java,At MultiMasterLocalAlluxioCluster.java:[line 167],alluxio.master.MultiMasterLocalAlluxioCluster,167,167,81,81,MultiMasterLocalAlluxioCluster.java,alluxio/master/MultiMasterLocalAlluxioCluster.java,main\java\alluxio\master\MultiMasterLocalAlluxioCluster.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,c382f91fccb6ecdd571f11c4a67afaa0,0,0,117,,,,,,,,,
Potential Command Injection,This usage of ProcessBuilder(...) can be vulnerable to Command Injection,In ExternalProcess.java,alluxio.multi.process.ExternalProcess,ExternalProcess.java,alluxio/multi/process/ExternalProcess.java,main\java\alluxio\multi\process\ExternalProcess.java,In class alluxio.multi.process.ExternalProcess,alluxio.multi.process.ExternalProcess,true,alluxio.multi.process.ExternalProcess,55,67,0,414,ExternalProcess.java,alluxio/multi/process/ExternalProcess.java,main\java\alluxio\multi\process\ExternalProcess.java,In method alluxio.multi.process.ExternalProcess.start(),alluxio.multi.process.ExternalProcess,start,()V,false,true,At ExternalProcess.java:[line 63],alluxio.multi.process.ExternalProcess,true,63,63,176,176,ExternalProcess.java,alluxio/multi/process/ExternalProcess.java,main\java\alluxio\multi\process\ExternalProcess.java,At ExternalProcess.java:[line 56],alluxio.multi.process.ExternalProcess,56,56,36,36,ExternalProcess.java,alluxio/multi/process/ExternalProcess.java,main\java\alluxio\multi\process\ExternalProcess.java,Sink method ProcessBuilder(...),ProcessBuilder(...),Sink method,COMMAND_INJECTION,2,7,SECCI,SECURITY,bf226353cae20e31e38e64a884570511,0,0,78,At ExternalProcess.java:[line 58],alluxio.multi.process.ExternalProcess,58,58,70,70,ExternalProcess.java,alluxio/multi/process/ExternalProcess.java,main\java\alluxio\multi\process\ExternalProcess.java
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In Master.java,alluxio.multi.process.Master,Master.java,alluxio/multi/process/Master.java,main\java\alluxio\multi\process\Master.java,In class alluxio.multi.process.Master,alluxio.multi.process.Master,true,alluxio.multi.process.Master,69,78,0,195,Master.java,alluxio/multi/process/Master.java,main\java\alluxio\multi\process\Master.java,In method alluxio.multi.process.Master.start(),alluxio.multi.process.Master,start,()V,false,true,At Master.java:[line 70],alluxio.multi.process.Master,true,70,70,34,34,Master.java,alluxio/multi/process/Master.java,main\java\alluxio\multi\process\Master.java,At Master.java:[line 70],alluxio.multi.process.Master,70,70,23,23,Master.java,alluxio/multi/process/Master.java,main\java\alluxio\multi\process\Master.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,9b0dad9f2ce109b26b3b5e2071b25789,0,0,117,,,,,,,,,
Potential Command Injection,This usage of ProcessBuilder(...) can be vulnerable to Command Injection,In MultiProcessCluster.java,alluxio.multi.process.MultiProcessCluster,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In class alluxio.multi.process.MultiProcessCluster,alluxio.multi.process.MultiProcessCluster,true,alluxio.multi.process.MultiProcessCluster,407,429,0,414,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In method alluxio.multi.process.MultiProcessCluster.saveWorkdir(),alluxio.multi.process.MultiProcessCluster,saveWorkdir,()V,false,true,At MultiProcessCluster.java:[line 414],alluxio.multi.process.MultiProcessCluster,true,414,414,102,102,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,At MultiProcessCluster.java:[line 414],alluxio.multi.process.MultiProcessCluster,414,414,88,88,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,Sink method ProcessBuilder(...),ProcessBuilder(...),Sink method,COMMAND_INJECTION,2,7,SECCI,SECURITY,3cc02fc958f3b9de7fb98a337c40c1ee,0,0,78,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In MultiProcessCluster.java,alluxio.multi.process.MultiProcessCluster,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In class alluxio.multi.process.MultiProcessCluster,alluxio.multi.process.MultiProcessCluster,true,alluxio.multi.process.MultiProcessCluster,435,445,0,137,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In method alluxio.multi.process.MultiProcessCluster.destroy(),alluxio.multi.process.MultiProcessCluster,destroy,()V,false,true,At MultiProcessCluster.java:[line 443],alluxio.multi.process.MultiProcessCluster,true,443,443,41,41,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,At MultiProcessCluster.java:[line 443],alluxio.multi.process.MultiProcessCluster,443,443,38,38,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,45e0c022184c4fe16126f583c242d352,0,0,117,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In MultiProcessCluster.java,alluxio.multi.process.MultiProcessCluster,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In class alluxio.multi.process.MultiProcessCluster,alluxio.multi.process.MultiProcessCluster,true,alluxio.multi.process.MultiProcessCluster,407,429,0,414,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In method alluxio.multi.process.MultiProcessCluster.saveWorkdir(),alluxio.multi.process.MultiProcessCluster,saveWorkdir,()V,false,true,At MultiProcessCluster.java:[line 428],alluxio.multi.process.MultiProcessCluster,true,428,428,207,207,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,At MultiProcessCluster.java:[line 428],alluxio.multi.process.MultiProcessCluster,428,428,204,204,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e9b881a588833637e8825ad66b7ecff3,0,0,117,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In MultiProcessCluster.java,alluxio.multi.process.MultiProcessCluster,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In class alluxio.multi.process.MultiProcessCluster,alluxio.multi.process.MultiProcessCluster,true,alluxio.multi.process.MultiProcessCluster,167,244,0,1350,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In method alluxio.multi.process.MultiProcessCluster.start(),alluxio.multi.process.MultiProcessCluster,start,()V,false,true,At MultiProcessCluster.java:[line 173],alluxio.multi.process.MultiProcessCluster,true,173,173,79,79,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,At MultiProcessCluster.java:[line 173],alluxio.multi.process.MultiProcessCluster,173,173,76,76,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e0726a10e42dd031bef51d30b8b3ba9,0,3,117,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In MultiProcessCluster.java,alluxio.multi.process.MultiProcessCluster,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In class alluxio.multi.process.MultiProcessCluster,alluxio.multi.process.MultiProcessCluster,true,alluxio.multi.process.MultiProcessCluster,167,244,0,1350,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In method alluxio.multi.process.MultiProcessCluster.start(),alluxio.multi.process.MultiProcessCluster,start,()V,false,true,At MultiProcessCluster.java:[line 232],alluxio.multi.process.MultiProcessCluster,true,232,232,727,727,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,At MultiProcessCluster.java:[line 233],alluxio.multi.process.MultiProcessCluster,233,233,724,724,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e0726a10e42dd031bef51d30b8b3ba9,1,3,117,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In MultiProcessCluster.java,alluxio.multi.process.MultiProcessCluster,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In class alluxio.multi.process.MultiProcessCluster,alluxio.multi.process.MultiProcessCluster,true,alluxio.multi.process.MultiProcessCluster,167,244,0,1350,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In method alluxio.multi.process.MultiProcessCluster.start(),alluxio.multi.process.MultiProcessCluster,start,()V,false,true,At MultiProcessCluster.java:[line 240],alluxio.multi.process.MultiProcessCluster,true,240,240,792,792,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,At MultiProcessCluster.java:[line 240],alluxio.multi.process.MultiProcessCluster,240,240,789,789,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e0726a10e42dd031bef51d30b8b3ba9,2,3,117,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.info(...) might be used to include CRLF characters into log messages,In MultiProcessCluster.java,alluxio.multi.process.MultiProcessCluster,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In class alluxio.multi.process.MultiProcessCluster,alluxio.multi.process.MultiProcessCluster,true,alluxio.multi.process.MultiProcessCluster,167,244,0,1350,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In method alluxio.multi.process.MultiProcessCluster.start(),alluxio.multi.process.MultiProcessCluster,start,()V,false,true,At MultiProcessCluster.java:[line 242],alluxio.multi.process.MultiProcessCluster,true,242,242,820,820,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,At MultiProcessCluster.java:[line 242],alluxio.multi.process.MultiProcessCluster,242,242,811,811,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,Sink method Logger.info(...),Logger.info(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,e0726a10e42dd031bef51d30b8b3ba9,3,3,117,At MultiProcessCluster.java:[line 243],alluxio.multi.process.MultiProcessCluster,243,243,815,815,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In MultiProcessCluster.java,alluxio.multi.process.MultiProcessCluster,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In class alluxio.multi.process.MultiProcessCluster,alluxio.multi.process.MultiProcessCluster,true,alluxio.multi.process.MultiProcessCluster,580,604,0,646,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In method alluxio.multi.process.MultiProcessCluster.createMaster(int),alluxio.multi.process.MultiProcessCluster,createMaster,(I)Lalluxio/multi/process/Master;,false,true,At MultiProcessCluster.java:[line 583],alluxio.multi.process.MultiProcessCluster,true,583,583,61,61,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,At MultiProcessCluster.java:[line 583],alluxio.multi.process.MultiProcessCluster,583,583,58,58,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,1f0b6ea02a8fba3796a254e13bcec2d4,0,3,22,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In MultiProcessCluster.java,alluxio.multi.process.MultiProcessCluster,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In class alluxio.multi.process.MultiProcessCluster,alluxio.multi.process.MultiProcessCluster,true,alluxio.multi.process.MultiProcessCluster,580,604,0,646,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In method alluxio.multi.process.MultiProcessCluster.createMaster(int),alluxio.multi.process.MultiProcessCluster,createMaster,(I)Lalluxio/multi/process/Master;,false,true,At MultiProcessCluster.java:[line 584],alluxio.multi.process.MultiProcessCluster,true,584,584,92,92,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,At MultiProcessCluster.java:[line 584],alluxio.multi.process.MultiProcessCluster,584,584,89,89,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,1f0b6ea02a8fba3796a254e13bcec2d4,1,3,22,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In MultiProcessCluster.java,alluxio.multi.process.MultiProcessCluster,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In class alluxio.multi.process.MultiProcessCluster,alluxio.multi.process.MultiProcessCluster,true,alluxio.multi.process.MultiProcessCluster,580,604,0,646,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In method alluxio.multi.process.MultiProcessCluster.createMaster(int),alluxio.multi.process.MultiProcessCluster,createMaster,(I)Lalluxio/multi/process/Master;,false,true,At MultiProcessCluster.java:[line 585],alluxio.multi.process.MultiProcessCluster,true,585,585,124,124,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,At MultiProcessCluster.java:[line 585],alluxio.multi.process.MultiProcessCluster,585,585,121,121,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,1f0b6ea02a8fba3796a254e13bcec2d4,2,3,22,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In MultiProcessCluster.java,alluxio.multi.process.MultiProcessCluster,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In class alluxio.multi.process.MultiProcessCluster,alluxio.multi.process.MultiProcessCluster,true,alluxio.multi.process.MultiProcessCluster,580,604,0,646,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In method alluxio.multi.process.MultiProcessCluster.createMaster(int),alluxio.multi.process.MultiProcessCluster,createMaster,(I)Lalluxio/multi/process/Master;,false,true,At MultiProcessCluster.java:[line 598],alluxio.multi.process.MultiProcessCluster,true,598,598,313,313,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,At MultiProcessCluster.java:[line 598],alluxio.multi.process.MultiProcessCluster,598,598,310,310,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,1f0b6ea02a8fba3796a254e13bcec2d4,3,3,22,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In MultiProcessCluster.java,alluxio.multi.process.MultiProcessCluster,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In class alluxio.multi.process.MultiProcessCluster,alluxio.multi.process.MultiProcessCluster,true,alluxio.multi.process.MultiProcessCluster,613,637,0,584,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In method alluxio.multi.process.MultiProcessCluster.createWorker(int),alluxio.multi.process.MultiProcessCluster,createWorker,(I)Lalluxio/multi/process/Worker;,false,true,At MultiProcessCluster.java:[line 615],alluxio.multi.process.MultiProcessCluster,true,615,615,47,47,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,At MultiProcessCluster.java:[line 615],alluxio.multi.process.MultiProcessCluster,615,615,44,44,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,777fdec859ba1d4e64ce136eaa88ff65,0,2,22,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In MultiProcessCluster.java,alluxio.multi.process.MultiProcessCluster,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In class alluxio.multi.process.MultiProcessCluster,alluxio.multi.process.MultiProcessCluster,true,alluxio.multi.process.MultiProcessCluster,613,637,0,584,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In method alluxio.multi.process.MultiProcessCluster.createWorker(int),alluxio.multi.process.MultiProcessCluster,createWorker,(I)Lalluxio/multi/process/Worker;,false,true,At MultiProcessCluster.java:[line 616],alluxio.multi.process.MultiProcessCluster,true,616,616,78,78,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,At MultiProcessCluster.java:[line 616],alluxio.multi.process.MultiProcessCluster,616,616,75,75,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,777fdec859ba1d4e64ce136eaa88ff65,1,2,22,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In MultiProcessCluster.java,alluxio.multi.process.MultiProcessCluster,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In class alluxio.multi.process.MultiProcessCluster,alluxio.multi.process.MultiProcessCluster,true,alluxio.multi.process.MultiProcessCluster,613,637,0,584,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In method alluxio.multi.process.MultiProcessCluster.createWorker(int),alluxio.multi.process.MultiProcessCluster,createWorker,(I)Lalluxio/multi/process/Worker;,false,true,At MultiProcessCluster.java:[line 617],alluxio.multi.process.MultiProcessCluster,true,617,617,109,109,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,At MultiProcessCluster.java:[line 617],alluxio.multi.process.MultiProcessCluster,617,617,106,106,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,777fdec859ba1d4e64ce136eaa88ff65,2,2,22,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In MultiProcessCluster.java,alluxio.multi.process.MultiProcessCluster,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In class alluxio.multi.process.MultiProcessCluster,alluxio.multi.process.MultiProcessCluster,true,alluxio.multi.process.MultiProcessCluster,644,658,0,480,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In method alluxio.multi.process.MultiProcessCluster.formatJournal(),alluxio.multi.process.MultiProcessCluster,formatJournal,()V,false,true,At MultiProcessCluster.java:[line 646],alluxio.multi.process.MultiProcessCluster,true,646,646,58,58,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,At MultiProcessCluster.java:[line 646],alluxio.multi.process.MultiProcessCluster,646,646,44,44,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,6c19057c2714e3d21eaa88297997a7f8,0,0,22,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In MultiProcessCluster.java,alluxio.multi.process.MultiProcessCluster,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In class alluxio.multi.process.MultiProcessCluster,alluxio.multi.process.MultiProcessCluster,true,alluxio.multi.process.MultiProcessCluster,407,429,0,414,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,In method alluxio.multi.process.MultiProcessCluster.saveWorkdir(),alluxio.multi.process.MultiProcessCluster,saveWorkdir,()V,false,true,At MultiProcessCluster.java:[line 411],alluxio.multi.process.MultiProcessCluster,true,411,411,63,63,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,At MultiProcessCluster.java:[line 411],alluxio.multi.process.MultiProcessCluster,411,411,60,60,MultiProcessCluster.java,alluxio/multi/process/MultiProcessCluster.java,main\java\alluxio\multi\process\MultiProcessCluster.java,Sink method File(...),File(...),Sink method,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,4e34448b66d8a9b2d3420db293052161,0,1,22,,,,,,,,,
